"treatKey","cowKey","treatDate","treatType","VF","reason","diseaseKey","comment","Cost","WitholdingPeriod"
"35","72","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"36","73","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"37","73","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"38","73","1992-02-04 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"39","74","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"40","75","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"41","76","1992-05-04 00:00:00","T_ANTB","FARMER","AMPHRM","","25ml (6injectns)","",""
"42","76","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"43","77","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"44","78","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"45","78","1992-07-13 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"46","78","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"47","79","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"48","79","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"49","79","1992-10-20 00:00:00","T_ANTB","FARMER","PENSA","","Mylipen","",""
"50","79","1992-11-04 00:00:00","T_ANTB","FARMER","OXYTET","","Engemycin","",""
"51","79","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"52","80","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"53","81","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"54","81","1993-03-24 00:00:00","T_CLVI","FARMER","F IND","","","",""
"55","82","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"56","83","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"57","83","1992-06-26 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"58","83","1992-08-15 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"59","83","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"60","83","1993-03-24 00:00:00","T_CLVI","FARMER","F IND","","","",""
"61","84","1992-05-11 00:00:00","T_HORM","VET","PROSTA","","","",""
"62","84","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"63","84","1992-12-09 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"64","85","1992-03-15 00:00:00","T_META","FARMER","MAGNES","","Ca/Mg","",""
"65","85","1992-03-19 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"66","85","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"67","85","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"68","86","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"69","86","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"70","86","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"71","88","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"72","88","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"73","89","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"74","89","1992-08-14 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"75","90","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"76","90","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"77","91","1992-03-28 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"78","91","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"79","91","1992-08-03 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"80","91","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"81","92","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"82","92","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"83","93","1992-06-23 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"84","93","1992-08-19 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"85","94","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"86","94","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"87","95","1992-03-19 00:00:00","T_META","FARMER","CALCUM","","Cal/Mag","",""
"88","95","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"89","95","1992-08-12 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"90","95","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"91","96","1993-04-08 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"92","96","1993-04-09 00:00:00","T_META","FARMER","CALCUM","","2 bottles","",""
"93","96","1992-05-11 00:00:00","T_HORM","VET","PROSTA","","","",""
"94","96","1992-05-11 00:00:00","TTRACE","VET","IODINE","","Inter-uterine","",""
"95","96","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"96","96","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"97","96","1993-03-24 00:00:00","T_CLVI","FARMER","F IND","","","",""
"98","96","1992-02-04 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"99","97","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"100","97","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"101","97","1992-08-07 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"102","97","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"103","98","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"104","98","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"105","99","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"106","99","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"107","99","1992-02-04 00:00:00","T_INTR","","SPEC F","","","",""
"108","100","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"109","100","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"110","100","1992-03-04 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"111","101","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"112","101","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"113","101","1993-09-23 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"114","101","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"115","101","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"116","102","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"117","102","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"118","102","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"119","102","1993-03-24 00:00:00","T_CLVI","FARMER","F IND","","","",""
"120","103","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"121","103","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"122","103","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"123","103","1992-03-11 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"124","103","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"125","104","1993-04-26 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"126","104","1993-06-07 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"127","104","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"128","104","1992-05-11 00:00:00","T_META","FARMER","CALCUM","","skin and vein","",""
"129","104","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"130","104","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"131","105","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"132","105","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"133","105","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"134","106","1992-03-24 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"135","106","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"136","106","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"137","107","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"138","107","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"139","107","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"140","108","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"141","108","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"142","108","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"143","108","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"144","109","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"145","109","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"146","109","1992-05-05 00:00:00","T_META","FARMER","CALCUM","","Under skin","",""
"147","109","1992-05-08 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"148","109","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"149","109","1993-03-24 00:00:00","T_CLVI","FARMER","F IND","","","",""
"150","110","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"151","110","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"152","110","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"153","110","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"154","111","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"155","111","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"156","111","1993-08-07 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"157","111","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"158","111","1992-04-27 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"159","111","1992-05-03 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"160","111","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"161","111","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"162","112","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"163","112","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"164","112","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"165","112","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"166","113","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"167","114","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"168","114","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"169","114","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"172","114","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"173","115","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"174","115","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"175","115","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"176","115","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"177","115","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"178","115","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"179","116","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"180","116","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"181","116","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"182","116","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"183","116","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"184","117","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"185","117","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"186","117","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"187","117","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"188","118","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"189","119","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"190","119","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"191","119","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"192","119","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"193","120","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"194","120","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"195","120","1993-12-09 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"196","120","1993-12-29 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"197","120","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"198","120","1992-05-16 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"199","121","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"200","121","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"201","121","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"202","122","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"203","122","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"204","122","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"205","122","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"206","123","1993-06-22 00:00:00","T_HORM","VET","PROSTA","","","",""
"207","123","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"208","123","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"209","123","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"210","123","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"211","123","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"212","123","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"213","124","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"214","124","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"215","124","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"216","124","1992-04-30 00:00:00","T_META","FARMER","CALCUM","","In skin & vein","",""
"217","124","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"218","124","1993-03-24 00:00:00","T_CLVI","FARMER","F IND","","","",""
"219","124","1992-02-04 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"220","125","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"221","126","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"222","126","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"223","126","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"224","126","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"225","127","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"226","127","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"227","127","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"228","127","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"229","128","1993-03-18 00:00:00","T_INTR","FARMER","MASTAL","","","",""
"230","128","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"231","128","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"232","128","1992-05-11 00:00:00","TTRACE","VET","VITMIN","","Vit D3 Inj","",""
"233","128","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"234","128","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"235","129","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"236","129","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"237","129","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"238","129","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"239","130","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"240","130","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"241","130","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"242","130","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"243","130","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"244","131","1993-06-22 00:00:00","T_HORM","VET","PROSTA","","","",""
"245","131","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"246","131","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"247","131","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"248","131","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"249","132","1993-03-25 00:00:00","T_META","FARMER","CALCUM","","2 bottles","",""
"250","132","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"251","132","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"252","132","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"253","132","1992-04-05 00:00:00","T_META","FARMER","MAGNES","","2bottles in skin","",""
"254","132","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"255","133","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"256","133","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"257","133","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"258","133","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"259","134","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"260","134","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"261","134","1994-01-04 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"262","134","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"263","134","1992-08-20 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"264","134","1992-08-27 00:00:00","T_INTR","FARMER","MASTAL","","","",""
"265","134","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"266","135","1993-06-22 00:00:00","T_HORM","VET","PROSTA","","","",""
"267","135","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"268","135","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"269","135","1994-02-01 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"270","135","1992-04-01 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"271","135","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"272","135","1992-08-27 00:00:00","T_INTR","FARMER","MASTAL","","","",""
"273","136","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"274","136","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"275","136","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"276","137","1993-05-21 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"277","137","1993-05-23 00:00:00","T_ANTB","FARMER","PENSA","","Mylipen","",""
"278","137","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"279","137","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"280","137","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"281","138","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"282","138","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"283","138","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"284","138","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"285","139","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"286","139","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"287","139","1993-03-26 00:00:00","T_META","FARMER","CALCUM","","1 bottle","",""
"288","140","1993-04-05 00:00:00","T_META","FARMER","CALCUM","","","",""
"289","140","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"290","140","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"291","140","1993-08-04 00:00:00","T_ANTB","VET","PENSA","","","",""
"292","140","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"293","140","1992-02-03 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"294","141","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"295","141","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"296","141","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"297","141","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"298","141","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"299","142","1993-06-22 00:00:00","T_HORM","VET","PROSTA","","","",""
"300","142","1993-06-26 00:00:00","T_HORM","VET","PROSTA","","","",""
"301","142","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"302","142","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"303","142","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"304","142","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"305","142","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"306","142","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"307","143","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"308","143","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"309","143","1993-11-03 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"310","143","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"311","144","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"312","144","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"313","144","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"314","144","1994-02-01 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"315","144","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"316","144","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"317","145","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"318","145","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"319","145","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"320","145","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"321","145","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"322","145","1992-02-04 00:00:00","T_INTR","","SPEC F","","","",""
"323","146","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"324","146","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"325","146","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"326","146","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"327","147","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"328","147","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"329","147","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"330","147","1994-02-01 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"331","147","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"332","148","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"333","148","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"334","148","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"335","149","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"336","149","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"337","149","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"338","149","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
