ServKey,CowKey,servDate,servType,Sire,Technician,Batch,comment,HeatObservedBy,HeatDetectionMethod,HeatDetectionCertainty,HoursSinceObservedHeat,SemenType,SemenStorage,SemenUnitCost,TimeOfAI,SplitStraw,DateHeatDetected
430,141,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
431,141,4/07/92,AI,87268,DCBA,,,,,,,,,,,,
432,141,1/06/91,AI,86279,,,,,,,,,,,,,
433,141,21/06/91,AI,86279,DCBA,,,,,,,,,,,,
434,142,24/06/93,AI,88241,DCBA,,,,,,,,,,,,
435,142,18/07/93,NM,,,,,,,,,,,,,,
436,142,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
437,142,4/06/92,AI,87268,DCBA,,,,,,,,,,,,
438,143,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
439,143,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
440,143,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
441,143,26/06/91,AI,85203,DCBA,,,,,,,,,,,,
442,144,2/06/93,AI,,DCBA,,,,,,,,,,,,
443,144,11/06/93,AI,,DCBA,,,,,,,,,,,,
444,144,27/06/93,AI,,DCBA,,,,,,,,,,,,
445,144,12/07/93,AI,88241,DCBA,,,,,,,,,,,,
446,144,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
447,144,10/06/92,AI,87208,DCBA,,,,,,,,,,,,
448,144,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
449,145,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
450,145,20/06/92,AI,87203,DCBA,,,,,,,,,,,,
451,145,6/06/91,AI,83283,,,,,,,,,,,,,
452,146,12/06/93,AI,88225,DCBA,,,,,,,,,,,,
453,146,16/07/93,NM,,,,,,,,,,,,,,
454,146,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
455,146,2/06/92,AI,87208,DCBA,,,,,,,,,,,,
456,146,10/06/91,AI,86279,,,,,,,,,,,,,
457,146,1/07/91,AI,85273,BOB,,,,,,,,,,,,
458,146,12/08/91,NM,,,,,,,,,,,,,,
459,147,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
460,147,15/06/92,AI,87233,DCBA,,,,,,,,,,,,
461,147,12/08/92,NM,0,,,,,,,,,,,,,
462,147,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
463,148,5/06/92,AI,87233,DCBA,,,,,,,,,,,,
464,149,11/06/93,AI,88225,DCBA,,,,,,,,,,,,
465,149,1/07/93,AI,88225,DCBA,,,,,,,,,,,,
466,149,9/07/92,AI,88269,DCBA,,,,,,,,,,,,
467,149,14/06/91,AI,85273,,,,,,,,,,,,,
468,149,20/06/91,AI,85264,,,,,,,,,,,,,
469,149,22/06/91,AI,86219,,,,,,,,,,,,,
470,149,5/07/91,AI,86279,,,,,,,,,,,,,
471,150,4/06/93,AI,,DCBA,,,,,,,,,,,,
472,150,25/06/93,AI,88269,DCBA,,,,,,,,,,,,
473,150,16/07/93,NM,,,,,,,,,,,,,,
474,150,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
475,150,8/06/92,AI,87268,DCBA,,,,,,,,,,,,
476,150,18/06/92,AI,87224,DCBA,,,,,,,,,,,,
477,150,3/07/92,AI,87203,DCBA,,,,,,,,,,,,
478,150,24/07/92,NM,0,,,,,,,,,,,,,
479,150,18/06/91,AI,83283,,,,,,,,,,,,,
480,150,9/07/91,AI,85273,,,,,,,,,,,,,
481,151,12/06/93,AI,88225,DCBA,,,,,,,,,,,,
482,151,4/07/93,AI,88269,DCBA,,,,,,,,,,,,
483,151,24/07/93,NM,,,,,,,,,,,,,,
484,151,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
485,151,5/06/92,AI,87224,DCBA,,,,,,,,,,,,
486,151,8/08/91,NM,,,,,,,,,,,,,,
487,152,9/06/93,AI,,DCBA,,,,,,,,,,,,
488,152,11/06/93,AI,,DCBA,,,,,,,,,,,,
489,152,30/06/93,AI,88225,DCBA,,,,,,,,,,,,
490,152,21/07/93,NM,,,,,,,,,,,,,,
491,152,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
492,152,8/06/92,AI,87268,DCBA,,,,,,,,,,,,
493,152,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
494,154,11/06/93,AI,,DCBA,,,,,,,,,,,,
495,154,12/06/93,AI,88225,DCBA,,,,,,,,,,,,
496,154,2/07/93,AI,88269,DCBA,,,,,,,,,,,,
497,154,23/07/93,NM,,,,,,,,,,,,,,
498,154,15/06/92,AI,87233,DCBA,,,,,,,,,,,,
499,154,5/06/91,AI,83283,,,,,,,,,,,,,
500,154,24/06/91,AI,86279,DCBA,,,,,,,,,,,,
501,155,23/06/93,AI,,DCBA,,,,,,,,,,,,
502,155,24/06/93,AI,88241,DCBA,,,,,,,,,,,,
503,155,17/07/93,NM,,,,,,,,,,,,,,
504,155,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
505,155,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
506,155,22/06/91,AI,86279,DCBA,,,,,,,,,,,,
507,156,18/06/93,AI,,DCBA,,,,,,,,,,,,
508,156,8/07/93,AI,87203,DCBA,,,,,,,,,,,,
509,156,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
510,156,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
511,156,7/07/92,AI,87224,DCBA,,,,,,,,,,,,
512,156,4/06/91,AI,84264,DCBA,,,,,,,,,,,,
513,157,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
514,158,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
515,158,24/06/92,AI,87224,DCBA,,,,,,,,,,,,
516,158,3/06/91,AI,86279,,,,,,,,,,,,,
517,158,27/06/91,AI,85203,DCBA,,,,,,,,,,,,
518,159,22/06/93,AI,88241,DCBA,,,,,,,,,,,,
519,159,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
520,159,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
521,160,20/06/93,AI,87203,DCBA,,,,,,,,,,,,
522,160,21/06/93,AI,87203,DCBA,,,,,,,,,,,,
523,160,15/06/92,AI,87233,DCBA,,,,,,,,,,,,
524,160,16/06/91,AI,85273,,,,,,,,,,,,,
525,160,19/06/91,AI,83283,,,,,,,,,,,,,
526,161,7/06/93,AI,,DCBA,,,,,,,,,,,,
527,161,30/06/93,AI,88225,DCBA,,,,,,,,,,,,
528,161,19/07/93,NM,,,,,,,,,,,,,,
529,161,4/11/93,AI,89294,EDCB,,,,,,,,,,,,
530,161,18/06/92,AI,87224,DCBA,,,,,,,,,,,,
531,161,10/06/91,AI,86279,DCBA,,,,,,,,,,,,
532,162,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
533,163,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
534,163,4/07/93,AI,88269,DCBA,,,,,,,,,,,,
535,163,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
536,164,13/07/93,NM,,,,,,,,,,,,,,
537,164,5/11/93,AI,87224,EDCB,,,,,,,,,,,,
538,164,2/06/92,AI,87208,DCBA,,,,,,,,,,,,
539,164,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
540,165,5/06/91,AI,83283,,,,,,,,,,,,,
543,167,12/06/93,AI,88225,DCBA,,,,,,,,,,,,
544,167,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
545,167,1/06/92,AI,87224,DCBA,,,,,,,,,,,,
546,167,23/06/92,AI,87224,DCBA,,,,,,,,,,,,
547,167,12/06/91,AI,85203,DCBA,,,,,,,,,,,,
553,168,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
556,169,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
557,169,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
558,169,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
562,170,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
567,171,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
568,171,4/07/93,AI,88269,DCBA,,,,,,,,,,,,
569,171,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
572,172,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
573,172,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
574,172,15/07/93,NM,,,,,,,,,,,,,,
575,172,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
578,173,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
579,173,12/06/92,AI,87203,FRED,,,,,,,,,,,,
580,173,3/07/92,AI,87203,DCBA,,,,,,,,,,,,
581,173,22/07/92,NM,0,,,,,,,,,,,,,
582,173,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
586,174,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
591,175,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
592,175,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
596,176,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
597,176,15/07/93,NM,,,,,,,,,,,,,,
598,176,7/06/92,AI,87224,DCBA,,,,,,,,,,,,
599,176,14/06/91,AI,85273,,,,,,,,,,,,,
600,176,20/06/91,AI,85264,,,,,,,,,,,,,
601,176,4/07/91,AI,83283,BOB,,,,,,,,,,,,
603,177,6/07/93,AI,87203,DCBA,,,,,,,,,,,,
604,177,10/08/92,NM,0,,,,,,,,,,,,,
605,177,19/06/91,AI,83283,,,,,,,,,,,,,
606,177,10/07/91,AI,85273,JACK,,,,,,,,,,,,
612,178,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
613,178,10/06/92,AI,87208,DCBA,,,,,,,,,,,,
614,178,5/06/91,AI,83283,,,,,,,,,,,,,
617,179,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
618,179,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
623,180,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
624,180,20/07/93,NM,,,,,,,,,,,,,,
625,180,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
631,181,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
635,182,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
639,183,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
640,183,5/07/93,AI,88269,DCBA,,,,,,,,,,,,
641,183,4/06/92,AI,87268,DCBA,,,,,,,,,,,,
642,183,18/06/91,AI,83283,,,,,,,,,,,,,
643,183,20/06/91,AI,85264,,,,,,,,,,,,,
645,184,14/07/93,NM,,,,,,,,,,,,,,
646,184,15/07/93,NM,,,,,,,,,,,,,,
647,184,23/07/93,NM,,,,,,,,,,,,,,
648,184,24/06/92,AI,87224,DCBA,,,,,,,,,,,,
649,184,3/07/92,AI,87203,DCBA,,,,,,,,,,,,
650,184,2/08/92,NM,0,,,,,,,,,,,,,
651,184,5/06/91,AI,83283,,,,,,,,,,,,,
652,184,20/06/91,AI,85264,,,,,,,,,,,,,
653,184,1/07/91,AI,85273,,,,,,,,,,,,,
655,185,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
656,185,4/06/92,AI,87268,DCBA,,,,,,,,,,,,
657,185,12/06/91,AI,85203,DCBA,,,,,,,,,,,,
658,185,23/07/91,NM,,,,,,,,,,,,,,
664,186,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
665,186,28/06/93,AI,87284,JILL,,,,,,,,,,,,
666,186,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
667,186,4/06/91,AI,84264,DCBA,,,,,,,,,,,,
668,186,19/06/91,AI,83283,,,,,,,,,,,,,
673,187,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
674,187,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
675,187,4/07/92,AI,87268,DCBA,,,,,,,,,,,,
676,187,23/07/92,NM,0,,,,,,,,,,,,,
677,187,12/06/91,AI,85203,DCBA,,,,,,,,,,,,
678,187,23/08/91,NM,,,,,,,,,,,,,,
683,188,29/06/93,AI,,DCBA,,,,,,,,,,,,
684,188,9/07/93,AI,88225,DCBA,,,,,,,,,,,,
685,188,12/07/93,AI,88241,DCBA,,,,,,,,,,,,
686,188,21/06/92,AI,87268,DCBA,,,,,,,,,,,,
687,188,14/07/92,NM,0,,,,,,,,,,,,,
691,189,9/06/93,AI,87203,DCBA,,,,,,,,,,,,
692,189,30/06/93,AI,88225,DCBA,,,,,,,,,,,,
693,189,21/07/93,NM,,,,,,,,,,,,,,
694,189,5/06/92,AI,87224,DCBA,,,,,,,,,,,,
695,189,16/06/91,AI,85273,,,,,,,,,,,,,
696,190,11/06/93,AI,88225,DCBA,,,,,,,,,,,,
697,190,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
698,190,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
699,190,4/06/91,AI,84264,DCBA,,,,,,,,,,,,
704,191,2/06/93,AI,,DCBA,,,,,,,,,,,,
705,191,22/06/93,AI,88241,DCBA,,,,,,,,,,,,
706,191,23/06/93,AI,88241,DCBA,,,,,,,,,,,,
707,191,7/06/92,AI,87224,DCBA,,,,,,,,,,,,
708,191,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
709,191,5/06/91,AI,85264,DCBA,,,,,,,,,,,,
715,192,1/06/93,AI,,DCBA,,,,,,,,,,,,
716,192,21/06/93,AI,87203,DCBA,,,,,,,,,,,,
717,192,10/07/93,AI,88225,DCBA,,,,,,,,,,,,
718,192,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
721,193,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
724,194,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
727,195,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
728,195,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
729,195,9/06/92,AI,87233,DCBA,,,,,,,,,,,,
730,195,21/06/92,AI,87224,DCBA,,,,,,,,,,,,
731,195,28/06/92,NM,0,,,,,,,,,,,,,
737,196,15/06/93,AI,88269,DCBA,,,,,,,,,,,,
738,196,5/07/93,AI,88269,DCBA,,,,,,,,,,,,
739,196,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
740,196,4/06/92,AI,87233,DCBA,,,,,,,,,,,,
746,197,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
747,197,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
748,197,16/07/92,NM,0,,,,,,,,,,,,,
751,198,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
755,199,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
756,199,9/07/93,AI,88225,DCBA,,,,,,,,,,,,
757,199,1/06/92,AI,87224,DCBA,,,,,,,,,,,,
758,199,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
763,200,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
764,200,24/06/93,AI,88241,DCBA,,,,,,,,,,,,
765,200,9/06/92,AI,87233,DCBA,,,,,,,,,,,,
766,200,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
770,201,13/06/93,AI,88225,DCBA,,,,,,,,,,,,
771,201,4/07/93,AI,88269,DCBA,,,,,,,,,,,,
772,201,26/07/93,NM,,,,,,,,,,,,,,
773,201,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
777,202,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
782,203,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
787,204,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
788,204,21/06/93,AI,87203,DCBA,,,,,,,,,,,,
789,204,10/06/92,AI,87208,DCBA,,,,,,,,,,,,
792,205,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
795,206,12/06/93,AI,88225,DCBA,,,,,,,,,,,,
796,206,6/07/93,AI,87203,DCBA,,,,,,,,,,,,
797,206,20/06/92,AI,87203,DCBA,,,,,,,,,,,,
798,206,9/07/92,AI,88269,DCBA,,,,,,,,,,,,
799,206,10/06/91,AI,86279,,,,,,,,,,,,,
800,206,29/06/91,AI,85273,DCBA,,,,,,,,,,,,
801,206,19/07/91,NM,,,,,,,,,,,,,,
803,207,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
804,207,27/06/93,AI,88269,DCBA,,,,,,,,,,,,
805,207,1/06/92,AI,87224,DCBA,,,,,,,,,,,,
806,207,1/06/91,AI,86279,DCBA,,,,,,,,,,,,
808,208,13/06/93,AI,88225,DCBA,,,,,,,,,,,,
809,208,9/07/93,AI,88225,DCBA,,,,,,,,,,,,
810,208,10/06/92,AI,87208,DCBA,,,,,,,,,,,,
811,208,4/07/92,AI,87268,DCBA,,,,,,,,,,,,
812,208,14/08/92,NM,0,,,,,,,,,,,,,
813,208,20/06/91,AI,85273,DCBA,,,,,,,,,,,,
816,209,9/06/93,AI,87203,DCBA,,,,,,,,,,,,
817,209,1/06/92,AI,87224,DCBA,,,,,,,,,,,,
818,209,16/06/91,AI,85273,,,,,,,,,,,,,
824,210,15/06/93,AI,88269,DCBA,,,,,,,,,,,,
825,210,6/07/93,AI,87203,DCBA,,,,,,,,,,,,
826,210,7/06/92,AI,87224,DCBA,,,,,,,,,,,,
827,210,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
829,211,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
830,211,12/06/92,AI,87203,FRED,,,,,,,,,,,,
831,211,28/07/92,NM,0,,,,,,,,,,,,,
832,211,1/06/91,AI,86279,DCBA,,,,,,,,,,,,
838,212,13/06/93,AI,88225,DCBA,,,,,,,,,,,,
839,212,25/07/93,NM,,,,,,,,,,,,,,
840,212,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
841,212,15/07/92,NM,0,,,,,,,,,,,,,
842,212,11/06/91,AI,85203,,,,,,,,,,,,,
843,212,2/07/91,AI,83283,BOB,,,,,,,,,,,,
844,212,24/07/91,NM,,,,,,,,,,,,,,
849,213,1/07/93,AI,88225,DCBA,,,,,,,,,,,,
850,213,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
851,213,1/06/91,AI,86279,DCBA,,,,,,,,,,,,
854,214,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
855,214,30/06/93,AI,88225,DCBA,,,,,,,,,,,,
856,214,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
857,214,5/07/92,AI,87203,DCBA,,,,,,,,,,,,
858,214,18/06/91,AI,83283,DCBA,,,,,,,,,,,,
859,214,28/07/91,NM,,,,,,,,,,,,,,
862,215,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
863,215,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
864,215,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
865,215,11/07/92,AI,88225,DCBA,,,,,,,,,,,,
866,215,3/08/92,NM,0,,,,,,,,,,,,,
874,216,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
875,216,6/07/93,AI,87203,DCBA,,,,,,,,,,,,
876,216,15/06/92,AI,87233,DCBA,,,,,,,,,,,,
877,216,12/06/91,AI,85203,DCBA,,,,,,,,,,,,
883,217,26/06/93,AI,88269,DCBA,,,,,,,,,,,,
884,217,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
885,217,14/06/91,AI,85273,,,,,,,,,,,,,
887,218,11/06/93,AI,88225,DCBA,,,,,,,,,,,,
888,218,4/07/93,AI,88269,DCBA,,,,,,,,,,,,
889,218,15/06/92,AI,87233,DCBA,,,,,,,,,,,,
890,218,4/07/92,AI,87268,DCBA,,,,,,,,,,,,
891,218,25/07/92,NM,0,,,,,,,,,,,,,
892,218,14/08/92,NM,0,,,,,,,,,,,,,
893,218,9/06/91,AI,86279,DCBA,,,,,,,,,,,,
894,219,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
897,220,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
898,220,4/06/92,AI,87268,DCBA,,,,,,,,,,,,
899,220,9/06/91,AI,86279,,,,,,,,,,,,,
900,220,10/06/91,AI,86279,DCBA,,,,,,,,,,,,
903,221,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
904,221,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
905,221,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
908,222,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
909,222,25/06/93,AI,88269,DCBA,,,,,,,,,,,,
910,222,12/06/92,AI,87203,FRED,,,,,,,,,,,,
911,222,17/06/91,AI,83283,,,,,,,,,,,,,
912,222,8/07/91,AI,86279,DDVB,,,,,,,,,,,,
915,223,21/06/93,AI,87203,DCBA,,,,,,,,,,,,
916,223,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
919,224,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
920,224,1/06/92,AI,87224,DCBA,,,,,,,,,,,,
921,224,23/06/92,AI,87224,DCBA,,,,,,,,,,,,
922,224,23/06/91,AI,86279,DCBA,,,,,,,,,,,,
923,224,28/08/91,NM,,,,,,,,,,,,,,
928,225,15/06/93,AI,88269,DCBA,,,,,,,,,,,,
929,225,5/06/92,AI,87233,DCBA,,,,,,,,,,,,
933,226,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
934,226,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
935,226,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
940,227,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
941,227,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
945,228,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
946,228,24/06/93,AI,88241,DCBA,,,,,,,,,,,,
947,228,14/07/93,NM,,,,,,,,,,,,,,
948,228,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
949,228,3/07/92,AI,87203,DCBA,,,,,,,,,,,,
950,228,22/07/92,NM,0,,,,,,,,,,,,,
951,228,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
954,229,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
955,229,5/07/93,AI,88269,DCBA,,,,,,,,,,,,
956,229,26/07/93,NM,,,,,,,,,,,,,,
957,229,2/06/92,AI,87208,DCBA,,,,,,,,,,,,
958,229,23/06/92,AI,87224,DCBA,,,,,,,,,,,,
959,229,21/06/91,AI,86279,DCBA,,,,,,,,,,,,
961,230,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
962,230,22/06/92,AI,87224,DCBA,,,,,,,,,,,,
963,230,3/06/91,AI,86279,,,,,,,,,,,,,
964,230,27/06/91,AI,85203,DCBA,,,,,,,,,,,,
969,231,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
971,232,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
974,233,15/06/93,AI,88269,DCBA,,,,,,,,,,,,
977,234,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
978,234,3/06/92,AI,87203,DCBA,,,,,,,,,,,,
979,234,25/06/92,AI,87224,DCBA,,,,,,,,,,,,
980,234,21/06/91,AI,86279,DCBA,,,,,,,,,,,,
984,235,5/07/93,NM,,,,,,,,,,,,,,
988,236,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
989,236,10/07/93,AI,88225,DCBA,,,,,,,,,,,,
992,237,1/06/93,AI,,DCBA,,,,,,,,,,,,
993,237,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
994,237,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
995,237,5/06/92,AI,87224,DCBA,,,,,,,,,,,,
996,237,13/07/92,AI,87224,DCBA,,,,,,,,,,,,
997,237,5/06/91,AI,83283,,,,,,,,,,,,,
1000,238,25/06/93,AI,88269,DCBA,,,,,,,,,,,,
1001,238,15/06/92,AI,87233,DCBA,,,,,,,,,,,,
1002,238,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
1003,238,5/06/91,AI,85264,DCBA,,,,,,,,,,,,
1005,239,21/06/93,AI,87203,DCBA,,,,,,,,,,,,
1006,239,11/07/93,AI,88269,DCBA,,,,,,,,,,,,
1007,239,6/06/92,AI,87224,DCBA,,,,,,,,,,,,
1008,239,4/06/91,AI,84264,DCBA,,,,,,,,,,,,
1011,240,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
1012,240,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
1013,240,17/08/91,NM,,,,,,,,,,,,,,
1017,241,5/07/93,AI,88269,DCBA,,,,,,,,,,,,
1018,241,5/06/92,AI,,DCBA,,,,,,,,,,,,
1019,241,20/06/92,AI,87203,DCBA,,,,,,,,,,,,
1020,241,29/06/92,AI,87224,DCBA,,,,,,,,,,,,
1021,241,2/06/91,AI,85273,,,,,,,,,,,,,
1022,241,20/06/91,AI,86279,,,,,,,,,,,,,
1023,241,11/07/91,AI,85273,JACK,,,,,,,,,,,,
1024,241,31/07/91,NM,,,,,,,,,,,,,,
1027,242,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
1030,243,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1039,244,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
1040,244,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
1041,244,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
1042,244,5/07/92,AI,87203,DCBA,,,,,,,,,,,,
1043,244,12/06/91,AI,85203,DCBA,,,,,,,,,,,,
1044,244,22/07/91,NM,,,,,,,,,,,,,,
1046,245,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
1047,245,7/06/93,AI,88241,DCBA,,,,,,,,,,,,
1048,245,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
1049,245,16/07/92,NM,0,,,,,,,,,,,,,
1050,245,3/08/92,NM,0,,,,,,,,,,,,,
1051,245,2/06/91,AI,86279,,,,,,,,,,,,,
1052,245,20/06/91,AI,85273,DCBA,,,,,,,,,,,,
1053,245,20/07/91,NM,,,,,,,,,,,,,,
1061,246,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1065,248,11/06/93,AI,88225,DCBA,,,,,,,,,,,,
1066,248,24/07/93,NM,,,,,,,,,,,,,,
1067,248,18/06/92,AI,87224,DCBA,,,,,,,,,,,,
1068,248,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
1069,248,28/07/92,NM,0,,,,,,,,,,,,,
1070,248,28/06/91,AI,85203,DCBA,,,,,,,,,,,,
1072,249,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
1073,249,3/06/92,AI,87203,DCBA,,,,,,,,,,,,
1074,249,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
1075,249,5/06/91,AI,85264,DCBA,,,,,,,,,,,,
1078,250,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
1079,250,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1080,250,6/06/92,AI,87224,DCBA,,,,,,,,,,,,
1081,250,9/06/92,AI,87233,DCBA,,,,,,,,,,,,
1082,250,26/07/92,NM,0,,,,,,,,,,,,,
1083,250,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
1084,250,5/06/91,AI,85264,DCBA,,,,,,,,,,,,
1086,251,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
1087,251,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
1088,251,15/06/91,AI,85273,,,,,,,,,,,,,
1089,251,6/07/91,AI,86279,DCBA,,,,,,,,,,,,
1094,252,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1096,253,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
1097,253,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
1098,253,4/06/92,AI,87233,DCBA,,,,,,,,,,,,
1103,254,3/06/93,AI,,DCBA,,,,,,,,,,,,
1104,254,8/06/93,AI,88241,DCBA,,,,,,,,,,,,
1105,254,28/06/93,AI,87284,JILL,,,,,,,,,,,,
1106,254,19/07/93,NM,,,,,,,,,,,,,,
1107,254,6/06/92,AI,87224,DCBA,,,,,,,,,,,,
1108,254,28/06/92,NM,0,,,,,,,,,,,,,
1109,254,21/07/92,NM,0,,,,,,,,,,,,,
