ServKey,CowKey,servDate,servType,Sire,Technician,Batch,comment,HeatObservedBy,HeatDetectionMethod,HeatDetectionCertainty,HoursSinceObservedHeat,SemenType,SemenStorage,SemenUnitCost,TimeOfAI,SplitStraw,DateHeatDetected
1110,254,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
1113,255,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
1114,255,2/06/92,AI,87208,DCBA,,,,,,,,,,,,
1115,255,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
1116,255,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
1120,256,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
1121,256,6/06/92,AI,87224,DCBA,,,,,,,,,,,,
1122,256,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
1129,257,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
1130,257,28/06/93,AI,87284,JILL,,,,,,,,,,,,
1131,257,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
1132,257,6/07/92,AI,87224,DCBA,,,,,,,,,,,,
1133,257,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
1137,258,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
1138,258,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
1139,258,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
1142,259,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
1143,259,10/07/93,AI,88225,DCBA,,,,,,,,,,,,
1144,259,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1148,260,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
1151,261,9/06/93,AI,,DCBA,,,,,,,,,,,,
1152,261,28/06/93,AI,87284,JILL,,,,,,,,,,,,
1153,261,29/06/93,AI,88225,DCBA,,,,,,,,,,,,
1154,261,18/07/93,NM,,,,,,,,,,,,,,
1155,261,4/06/92,AI,87268,DCBA,,,,,,,,,,,,
1156,261,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
1157,261,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
1159,262,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
1160,262,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
1161,262,15/06/91,AI,85273,,,,,,,,,,,,,
1162,262,16/06/91,AI,85273,,,,,,,,,,,,,
1165,263,9/06/93,AI,87203,DCBA,,,,,,,,,,,,
1166,263,29/06/93,AI,88225,DCBA,,,,,,,,,,,,
1167,263,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
1168,263,7/07/92,AI,87224,DCBA,,,,,,,,,,,,
1169,263,15/06/91,AI,85273,,,,,,,,,,,,,
1174,264,5/06/93,AI,88241,DCBA,,,,,,,,,,,,
1175,264,24/06/93,AI,88241,DCBA,,,,,,,,,,,,
1176,264,13/07/93,NM,,,,,,,,,,,,,,
1177,264,10/06/92,AI,87208,DCBA,,,,,,,,,,,,
1178,264,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
1184,265,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
1185,265,15/07/93,NM,,,,,,,,,,,,,,
1186,265,15/06/92,AI,87233,DCBA,,,,,,,,,,,,
1187,265,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
1188,265,5/06/91,AI,83283,DCBA,,,,,,,,,,,,
1191,266,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
1192,266,24/06/93,AI,88241,DCBA,,,,,,,,,,,,
1193,266,18/07/93,NM,,,,,,,,,,,,,,
1194,266,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
1197,267,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
1198,267,5/07/93,AI,88269,DCBA,,,,,,,,,,,,
1199,267,20/06/92,AI,87203,DCBA,,,,,,,,,,,,
1200,267,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
1203,268,25/06/93,AI,88269,DCBA,,,,,,,,,,,,
1204,268,14/07/93,NM,,,,,,,,,,,,,,
1205,268,13/06/92,AI,87203,DCBA,,,,,,,,,,,,
1206,268,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
1209,269,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1214,270,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1215,270,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1216,270,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
1224,271,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
1225,271,18/06/92,AI,87224,DCBA,,,,,,,,,,,,
1226,271,8/07/92,AI,88269,DCBA,,,,,,,,,,,,
1227,271,28/06/91,AI,85203,DCBA,,,,,,,,,,,,
1228,271,16/07/91,NM,,,,,,,,,,,,,,
1231,272,8/06/93,AI,88241,DCBA,,,,,,,,,,,,
1232,272,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1236,273,13/06/93,AI,88225,DCBA,,,,,,,,,,,,
1237,273,5/07/93,AI,88269,DCBA,,,,,,,,,,,,
1238,273,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
1239,273,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1242,274,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
1243,274,7/07/93,AI,87203,DCBA,,,,,,,,,,,,
1244,274,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1245,275,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
1246,275,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1247,275,4/06/92,AI,86279,DCBA,,,,,,,,,,,,
1251,276,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
1252,276,4/07/93,AI,88269,DCBA,,,,,,,,,,,,
1253,276,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1256,277,7/06/93,AI,,DCBA,,,,,,,,,,,,
1257,277,27/06/93,AI,88269,DCBA,,,,,,,,,,,,
1258,277,29/06/93,AI,88225,DCBA,,,,,,,,,,,,
1259,277,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1265,278,16/06/93,AI,88269,DCBA,,,,,,,,,,,,
1266,278,8/07/93,AI,87203,DCBA,,,,,,,,,,,,
1267,278,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
1268,278,4/06/92,AI,87233,DCBA,,,,,,,,,,,,
1271,279,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
1272,279,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
1273,279,11/06/91,AI,85203,,,,,,,,,,,,,
1274,279,29/06/91,AI,85273,DCBA,,,,,,,,,,,,
1275,279,19/07/91,NM,,,,,,,,,,,,,,
1276,279,8/08/91,NM,,,,,,,,,,,,,,
1277,280,16/06/93,AI,88269,DCBA,,,,,,,,,,,,
1278,280,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
1279,280,4/06/91,AI,84264,DCBA,,,,,,,,,,,,
1283,281,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
1284,281,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
1289,282,8/06/93,AI,,DCBA,,,,,,,,,,,,
1290,282,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1291,282,29/06/93,AI,88225,DCBA,,,,,,,,,,,,
1292,282,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
1294,283,15/06/93,AI,88269,DCBA,,,,,,,,,,,,
1295,283,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
1298,284,8/06/93,AI,88241,DCBA,,,,,,,,,,,,
1299,284,4/07/93,AI,88269,DCBA,,,,,,,,,,,,
1300,284,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1306,285,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1310,286,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1311,286,12/07/93,AI,88241,DCBA,,,,,,,,,,,,
1312,286,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
1313,286,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1317,287,8/06/93,AI,88241,DCBA,,,,,,,,,,,,
1318,287,28/06/93,AI,87284,JILL,,,,,,,,,,,,
1319,287,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
1321,288,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
1322,288,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
1323,288,11/06/91,AI,85203,,,,,,,,,,,,,
1324,288,12/06/91,AI,85203,,,,,,,,,,,,,
1325,288,19/06/91,AI,83283,DCBA,,,,,,,,,,,,
1329,289,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
1330,289,7/06/92,AI,87224,DCBA,,,,,,,,,,,,
1331,289,27/06/92,AI,87268,DCBA,,,,,,,,,,,,
1332,289,2/06/91,AI,86279,DCBA,,,,,,,,,,,,
1333,290,4/06/93,AI,,DCBA,,,,,,,,,,,,
1334,290,13/06/93,AI,,DCBA,,,,,,,,,,,,
1335,290,27/06/93,AI,88269,DCBA,,,,,,,,,,,,
1336,290,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
1337,290,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
1339,291,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1341,292,9/06/93,AI,87203,DCBA,,,,,,,,,,,,
1342,292,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1347,293,26/06/93,AI,88269,DCBA,,,,,,,,,,,,
1348,293,9/07/92,AI,88269,DCBA,,,,,,,,,,,,
1349,293,19/07/92,NM,0,,,,,,,,,,,,,
1350,293,18/06/91,AI,83283,DCBA,,,,,,,,,,,,
1351,293,19/06/91,AI,83283,,,,,,,,,,,,,
1352,293,29/07/91,NM,,,,,,,,,,,,,,
1356,294,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
1357,294,26/07/93,NM,,,,,,,,,,,,,,
1358,294,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1359,294,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
1361,295,8/06/93,AI,,DCBA,,,,,,,,,,,,
1362,295,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
1363,295,7/07/93,AI,87203,DCBA,,,,,,,,,,,,
1364,295,8/06/92,AI,87268,DCBA,,,,,,,,,,,,
1365,295,20/06/91,AI,85264,DCBA,,,,,,,,,,,,
1366,295,8/08/91,NM,,,,,,,,,,,,,,
1367,296,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
1368,296,16/06/93,AI,88269,DCBA,,,,,,,,,,,,
1369,296,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1370,296,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1375,297,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1379,298,15/06/93,AI,88269,DCBA,,,,,,,,,,,,
1380,298,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1381,298,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
1386,299,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
1387,299,8/06/92,AI,87268,DCBA,,,,,,,,,,,,
1388,299,4/06/91,AI,84264,,,,,,,,,,,,,
1389,299,28/06/91,AI,85203,,,,,,,,,,,,,
1390,299,10/07/91,AI,85273,JACK,,,,,,,,,,,,
1391,299,31/07/91,NM,,,,,,,,,,,,,,
1392,299,19/08/91,NM,,,,,,,,,,,,,,
1397,300,11/06/93,AI,,DCBA,,,,,,,,,,,,
1398,300,20/06/93,AI,87203,DCBA,,,,,,,,,,,,
1399,300,8/07/93,AI,87203,DCBA,,,,,,,,,,,,
1404,301,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1408,302,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
1409,302,11/07/92,AI,88225,DCBA,,,,,,,,,,,,
1410,302,17/06/91,AI,83283,,,,,,,,,,,,,
1411,302,7/07/91,AI,86279,DCBA,,,,,,,,,,,,
1415,303,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1418,304,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
1419,304,6/07/93,AI,87203,DCBA,,,,,,,,,,,,
1420,304,26/07/93,NM,,,,,,,,,,,,,,
1421,304,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
1422,304,4/07/92,AI,87268,DCBA,,,,,,,,,,,,
1423,304,15/07/92,NM,0,,,,,,,,,,,,,
1424,304,3/08/92,NM,0,,,,,,,,,,,,,
1425,304,2/07/91,AI,83283,BOB,,,,,,,,,,,,
1427,305,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1430,306,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1435,307,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
1438,308,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
1439,308,5/06/92,AI,87224,DCBA,,,,,,,,,,,,
1440,308,18/06/91,AI,83283,DCBA,,,,,,,,,,,,
1444,309,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
1445,309,6/06/92,AI,87224,DCBA,,,,,,,,,,,,
1446,309,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
1452,310,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
1455,311,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1457,312,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
1458,312,1/07/93,AI,88225,DCBA,,,,,,,,,,,,
1459,312,23/07/93,NM,,,,,,,,,,,,,,
1460,312,20/06/92,AI,87203,DCBA,,,,,,,,,,,,
1461,312,11/07/92,AI,88225,DCBA,,,,,,,,,,,,
1462,312,15/06/91,AI,85273,,,,,,,,,,,,,
1468,314,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1469,315,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
1470,315,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
1471,316,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1472,316,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
1473,317,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1474,318,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
1475,320,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1710,465,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1720,466,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1721,466,5/06/92,AI,87224,DCBA,,,,,,,,,,,,
1740,469,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
1741,469,30/06/93,AI,88225,DCBA,,,,,,,,,,,,
1742,469,1/07/93,AI,88225,DCBA,,,,,,,,,,,,
1743,469,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
1744,469,18/06/91,AI,83283,DCBA,,,,,,,,,,,,
1751,470,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1752,470,2/06/92,AI,87208,DCBA,,,,,,,,,,,,
1753,470,20/06/91,NM,,,,,,,,,,,,,,
1776,474,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
1777,474,1/06/92,AI,87224,DCBA,,,,,,,,,,,,
1778,474,22/06/92,AI,87224,DCBA,,,,,,,,,,,,
1779,474,13/07/92,AI,87224,DCBA,,,,,,,,,,,,
1780,474,14/06/91,AI,85273,,,,,,,,,,,,,
1798,478,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
1810,481,3/06/93,AI,,DCBA,,,,,,,,,,,,
1811,481,4/06/93,AI,,DCBA,,,,,,,,,,,,
1812,481,13/06/93,AI,,DCBA,,,,,,,,,,,,
1813,481,20/06/93,AI,87203,DCBA,,,,,,,,,,,,
1814,481,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
1815,481,11/06/92,AI,86279,JILL,,,,,,,,,,,,
1816,481,20/06/92,AI,87203,DCBA,,,,,,,,,,,,
1817,481,5/06/91,AI,83283,DCBA,,,,,,,,,,,,
1818,481,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
1839,485,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1840,485,9/07/93,AI,88225,DCBA,,,,,,,,,,,,
1841,485,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
1848,486,7/06/93,AI,88241,DCBA,,,,,,,,,,,,
1849,486,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
1854,487,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
1855,487,4/06/93,AI,87203,DCBA,,,,,,,,,,,,
1856,487,6/06/92,AI,87224,DCBA,,,,,,,,,,,,
1857,487,1/06/91,AI,86279,,,,,,,,,,,,,
1858,487,23/06/91,AI,86279,DCBA,,,,,,,,,,,,
1863,488,1/06/93,AI,,DCBA,,,,,,,,,,,,
1864,488,26/06/93,AI,88269,DCBA,,,,,,,,,,,,
1865,488,5/07/93,AI,88269,DCBA,,,,,,,,,,,,
1874,490,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1875,490,23/06/93,AI,88241,DCBA,,,,,,,,,,,,
1876,490,14/07/93,NM,,,,,,,,,,,,,,
1877,490,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
1878,490,8/07/92,AI,88269,DCBA,,,,,,,,,,,,
1895,493,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
1896,493,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
1897,493,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
1898,493,30/07/92,NM,0,,,,,,,,,,,,,
1899,493,2/06/91,AI,86279,DCBA,,,,,,,,,,,,
1908,494,21/06/93,AI,87203,DCBA,,,,,,,,,,,,
1909,494,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1917,495,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
1918,495,8/06/91,AI,86279,DCBA,,,,,,,,,,,,
1925,496,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1926,496,4/06/92,AI,87268,DCBA,,,,,,,,,,,,
1927,496,24/06/92,AI,87224,DCBA,,,,,,,,,,,,
1928,496,10/06/91,AI,86279,,,,,,,,,,,,,
1929,496,29/06/91,AI,85273,DCBA,,,,,,,,,,,,
1930,496,19/07/91,NM,,,,,,,,,,,,,,
1938,497,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1939,497,25/06/93,AI,88269,DCBA,,,,,,,,,,,,
1940,497,26/07/93,NM,,,,,,,,,,,,,,
1941,497,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
1942,497,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
1949,499,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
1961,501,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
1962,501,8/07/93,AI,87203,DCBA,,,,,,,,,,,,
1963,501,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1971,502,9/07/93,AI,88225,DCBA,,,,,,,,,,,,
1972,502,5/06/92,AI,,DCBA,,,,,,,,,,,,
1973,502,21/06/92,AI,87268,DCBA,,,,,,,,,,,,
1974,502,1/07/92,AI,87224,DCBA,,,,,,,,,,,,
1975,502,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
1981,503,8/06/93,AI,88241,DCBA,,,,,,,,,,,,
1982,503,21/07/93,NM,,,,,,,,,,,,,,
1983,503,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
1991,504,16/07/93,NM,,,,,,,,,,,,,,
1992,504,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
2003,506,7/06/93,AI,88241,DCBA,,,,,,,,,,,,
2004,506,3/06/92,AI,87203,DCBA,,,,,,,,,,,,
2005,506,25/06/92,AI,87224,DCBA,,,,,,,,,,,,
2006,506,15/06/91,AI,85273,,,,,,,,,,,,,
2007,506,8/07/91,AI,86279,DDVB,,,,,,,,,,,,
2008,506,28/07/91,NM,,,,,,,,,,,,,,
2009,506,22/08/91,NM,,,,,,,,,,,,,,
2016,507,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
2017,507,23/06/93,AI,88241,DCBA,,,,,,,,,,,,
2018,507,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
2019,507,5/06/91,AI,83285,,,,,,,,,,,,,
2025,508,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2035,509,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
2036,509,15/06/92,AI,87233,DCBA,,,,,,,,,,,,
2037,509,3/08/92,NM,0,,,,,,,,,,,,,
2038,509,19/06/91,AI,83283,,,,,,,,,,,,,
2039,509,24/06/91,AI,86279,DCBA,,,,,,,,,,,,
2047,510,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
2057,512,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2063,513,8/06/93,AI,88241,DCBA,,,,,,,,,,,,
2064,513,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
2071,514,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
2072,514,5/07/93,AI,88269,DCBA,,,,,,,,,,,,
2073,514,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
2080,515,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2088,517,11/06/93,AI,88225,DCBA,,,,,,,,,,,,
2089,517,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
2090,517,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
2091,517,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
2104,519,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
2105,519,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
2106,519,14/06/91,AI,85273,,,,,,,,,,,,,
2107,519,7/07/91,AI,86279,DCBA,,,,,,,,,,,,
2108,519,24/08/91,NM,,,,,,,,,,,,,,
2114,520,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2119,521,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2133,524,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2146,527,8/06/93,AI,88241,DCBA,,,,,,,,,,,,
2147,527,17/06/92,AI,87224,DCBA,,,,,,,,,,,,
2148,527,10/07/92,AI,88225,DCBA,,,,,,,,,,,,
2149,527,13/06/91,AI,85268,DCBA,,,,,,,,,,,,
2156,528,10/06/93,AI,87203,DCBA,,,,,,,,,,,,
2157,528,13/06/92,AI,87203,DCBA,,,,,,,,,,,,
2158,528,5/06/91,AI,83283,,,,,,,,,,,,,
2159,528,29/06/91,AI,85273,DCBA,,,,,,,,,,,,
2160,528,1/08/91,NM,,,,,,,,,,,,,,
2183,535,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
2184,535,4/06/92,AI,87268,DCBA,,,,,,,,,,,,
2185,535,14/06/91,AI,85273,,,,,,,,,,,,,
2186,535,2/07/91,AI,83283,BOB,,,,,,,,,,,,
2187,535,22/07/91,NM,,,,,,,,,,,,,,
2219,544,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
2220,544,28/06/93,AI,87284,JILL,,,,,,,,,,,,
2221,544,21/06/92,AI,87224,DCBA,,,,,,,,,,,,
2222,544,15/07/92,NM,0,,,,,,,,,,,,,
2223,544,17/06/91,AI,83283,,,,,,,,,,,,,
2258,555,19/06/93,AI,,DCBA,,,,,,,,,,,,
2259,555,10/07/93,AI,88225,DCBA,,,,,,,,,,,,
2260,555,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
2270,557,16/06/93,AI,88269,DCBA,,,,,,,,,,,,
2271,557,6/07/93,AI,87203,DCBA,,,,,,,,,,,,
2272,557,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
2273,557,17/06/91,AI,83283,,,,,,,,,,,,,
2274,557,23/06/91,AI,86279,,,,,,,,,,,,,
2275,557,7/07/91,AI,86279,,,,,,,,,,,,,
2286,559,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
2287,559,23/06/93,AI,88241,DCBA,,,,,,,,,,,,
2288,559,14/06/92,AI,87203,DCBA,,,,,,,,,,,,
2289,559,24/07/92,NM,0,,,,,,,,,,,,,
2290,559,2/08/92,NM,0,,,,,,,,,,,,,
2291,559,13/08/92,NM,0,,,,,,,,,,,,,
2292,559,18/06/91,AI,83283,DCBA,,,,,,,,,,,,
2299,560,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2409,595,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2445,603,7/06/93,AI,,DCBA,,,,,,,,,,,,
2446,603,27/06/93,AI,88269,DCBA,,,,,,,,,,,,
2447,603,21/06/92,AI,87224,DCBA,,,,,,,,,,,,
2448,603,17/06/91,AI,83283,,,,,,,,,,,,,
2449,603,7/07/91,AI,86279,,,,,,,,,,,,,
2459,606,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
2467,607,12/06/93,AI,88225,DCBA,,,,,,,,,,,,
2468,607,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
2469,607,6/06/92,AI,87224,DCBA,,,,,,,,,,,,
2470,607,19/06/91,AI,83283,,,,,,,,,,,,,
2471,607,21/06/91,AI,86279,DCBA,,,,,,,,,,,,
2479,608,17/06/93,AI,88269,DCBA,,,,,,,,,,,,
2480,608,1/06/92,AI,87224,DCBA,,,,,,,,,,,,
2481,608,21/06/92,AI,87268,DCBA,,,,,,,,,,,,
2482,608,11/06/91,AI,85203,DCBA,,,,,,,,,,,,
2497,611,15/06/93,AI,88269,DCBA,,,,,,,,,,,,
2498,611,19/06/92,AI,87203,DCBA,,,,,,,,,,,,
2499,611,1/06/91,AI,86279,DCBA,,,,,,,,,,,,
2503,612,13/06/93,AI,88225,DCBA,,,,,,,,,,,,
2504,612,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
2505,612,11/06/92,AI,86279,JILL,,,,,,,,,,,,
2506,612,1/07/92,AI,87224,DCBA,,,,,,,,,,,,
2507,612,4/06/91,AI,85264,DCBA,,,,,,,,,,,,
2508,612,6/06/91,AI,86202,DCBA,,,,,,,,,,,,
2515,613,4/06/93,AI,,DCBA,,,,,,,,,,,,
2516,613,23/06/93,AI,88241,DCBA,,,,,,,,,,,,
2517,613,29/06/93,AI,88225,DCBA,,,,,,,,,,,,
2518,613,3/06/92,AI,86279,DCBA,,,,,,,,,,,,
2526,614,28/06/93,AI,87284,JILL,,,,,,,,,,,,
2527,614,9/06/92,AI,87233,DCBA,,,,,,,,,,,,
2528,614,5/06/91,AI,86279,DCBA,,,,,,,,,,,,
2540,616,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2556,618,9/06/93,AI,87203,DCBA,,,,,,,,,,,,
2557,618,30/06/93,AI,88225,DCBA,,,,,,,,,,,,
2558,618,25/07/93,NM,,,,,,,,,,,,,,
2559,618,5/06/92,AI,87224,DCBA,,,,,,,,,,,,
2560,618,29/06/92,AI,87224,DCBA,,,,,,,,,,,,
2561,618,20/07/92,NM,0,,,,,,,,,,,,,
2562,618,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
2568,619,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2574,620,12/06/93,AI,88225,DCBA,,,,,,,,,,,,
2575,620,6/07/93,AI,87203,DCBA,,,,,,,,,,,,
2576,620,21/06/92,AI,87224,DCBA,,,,,,,,,,,,
2577,620,31/07/92,NM,0,,,,,,,,,,,,,
2578,620,15/06/91,AI,85273,,,,,,,,,,,,,
2586,621,14/06/93,AI,88225,DCBA,,,,,,,,,,,,
2587,621,4/07/93,AI,88269,DCBA,,,,,,,,,,,,
2588,621,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
2599,623,15/06/93,AI,88269,DCBA,,,,,,,,,,,,
2600,623,11/06/92,AI,86279,JILL,,,,,,,,,,,,
2622,627,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
2623,627,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
2624,627,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
2632,628,9/06/93,AI,87203,DCBA,,,,,,,,,,,,
2633,628,29/06/93,AI,88225,DCBA,,,,,,,,,,,,
2634,628,4/06/92,AI,87268,DCBA,,,,,,,,,,,,
2635,628,21/07/92,NM,0,,,,,,,,,,,,,
2636,628,9/08/92,NM,0,,,,,,,,,,,,,
2637,628,3/06/91,AI,86279,,,,,,,,,,,,,
