CalvKey,CowKey,calvDate,calvType,assist,estimated,comment,VF,ObservedFM,AbortionCause,CalvingEase
254,152,3/03/92,NORMAL,,0,,,,,
255,154,23/03/93,NORMAL,,0,,,,,
256,154,19/03/92,NORMAL,,0,,,,,
257,154,4/03/91,NORMAL,,0,,,,,
258,155,2/04/93,NORMAL,,0,,,,,
259,155,2/04/92,NORMAL,,0,,,,,
260,155,22/03/91,NORMAL,,0,,,,,
261,156,18/04/93,NORMAL,,0,,,,,
262,156,14/03/92,NORMAL,,0,,,,,
263,156,15/03/91,NORMAL,,0,,,,,
264,157,27/03/93,NORMAL,,0,,,,,
265,158,9/04/93,NORMAL,,0,,,,,
266,158,3/04/92,NORMAL,,0,,,,,
267,158,30/04/91,NORMAL,,0,,,,,
268,159,24/03/93,NORMAL,,0,,,,,
269,160,30/03/93,NORMAL,,0,,,,,
270,160,30/03/92,NORMAL,,0,,,,,
271,160,17/03/91,NORMAL,,0,,,,,
272,161,11/04/93,NORMAL,,0,,,,,
273,161,14/03/92,NORMAL,,0,,,,,
274,161,22/03/91,NORMAL,,0,,,,,
275,163,29/03/93,NORMAL,,0,,,,,
276,164,11/03/93,NORMAL,,0,,,,,
277,164,13/03/92,NORMAL,MINOR,0,,,,,
278,165,7/03/92,NORMAL,,0,,,,,
279,165,10/03/91,NORMAL,,0,,,,,
280,166,28/02/94,ABORT,MINOR,0,,,,,
282,167,27/03/93,NORMAL,,0,,,,,
283,167,15/03/92,NORMAL,,0,,,,,
284,167,15/03/91,NORMAL,,0,,,,,
289,169,22/03/93,NORMAL,,0,,,,,
290,169,4/03/92,NORMAL,,0,,,,,
296,171,13/03/93,NORMAL,,0,,,,,
298,172,12/03/93,NORMAL,,0,,,,,
300,173,1/05/93,NORMAL,,0,,,,,
301,173,30/03/92,NORMAL,,0,,,,,
307,175,6/04/93,NORMAL,,0,,,,,
309,176,19/03/93,NORMAL,,0,,,,,
310,176,10/04/92,NORMAL,,0,,,,,
311,176,19/03/91,NORMAL,,0,,,,,
313,177,18/05/93,NORMAL,,0,,,,,
314,177,26/03/92,NORMAL,,0,,,,,
315,177,15/03/91,NORMAL,,0,,,,,
318,178,23/03/93,NORMAL,,0,,,,,
319,178,11/03/92,NORMAL,,0,,,,,
320,178,15/03/91,NORMAL,,0,,,,,
322,179,27/03/93,NORMAL,,0,,,,,
325,180,4/04/93,NORMAL,,0,,,,,
331,183,10/03/93,NORMAL,,0,,,,,
332,183,22/03/92,NORMAL,,0,,,,,
333,183,11/03/91,NORMAL,,0,,,,,
335,184,8/05/93,NORMAL,,0,,,,,
336,184,12/03/92,NORMAL,,0,,,,,
337,184,17/03/91,NORMAL,,0,,,,,
339,185,14/03/93,NORMAL,,0,,,,,
340,185,16/03/92,NORMAL,,0,,,,,
341,185,20/03/91,NORMAL,,0,,,,,
344,186,3/04/93,NORMAL,,0,,,,,
345,186,9/03/92,NORMAL,,0,,,,,
346,186,20/03/91,INDUCE,,0,,,,,
349,187,17/04/93,INDUCE,,0,,,,,
350,187,9/03/92,NORMAL,,0,,,,,
351,187,24/03/91,NORMAL,,0,,,,,
355,188,17/04/93,NORMAL,,0,,,,,
356,188,22/03/92,NORMAL,,0,,,,,
358,189,21/03/93,NORMAL,,0,,,,,
359,189,24/03/92,NORMAL,,0,,,,,
360,189,21/04/91,NORMAL,,0,,,,,
361,190,26/03/93,NORMAL,,0,,,,,
362,190,8/03/92,NORMAL,,0,,,,,
363,190,4/03/91,NORMAL,,0,,,,,
367,191,16/03/93,NORMAL,,0,,,,,
368,191,30/03/92,NORMAL,,0,,,,,
371,192,25/03/93,NORMAL,,0,,,,,
378,195,5/04/93,NORMAL,,0,,,,,
379,195,19/03/92,NORMAL,,0,,,,,
382,196,11/03/93,NORMAL,,0,,,,,
385,197,20/03/93,NORMAL,,0,,,,,
386,197,24/04/92,NORMAL,,0,,,,,
390,199,10/03/93,NORMAL,,0,,,,,
391,199,11/03/92,NORMAL,,0,,,,,
394,200,17/03/93,NORMAL,,0,,,,,
395,200,2/05/92,NORMAL,,0,,,,,
398,201,18/03/93,NORMAL,,0,,,,,
399,201,26/09/91,NORMAL,,0,,,,,
406,204,18/03/93,NORMAL,,0,,,,,
407,204,24/03/92,NORMAL,,0,,,,,
411,206,25/04/93,NORMAL,,0,,,,,
412,206,28/04/92,NORMAL,,0,,,,,
413,206,7/03/91,NORMAL,,0,,,,,
415,207,11/03/93,NORMAL,,0,,,,,
416,207,4/03/92,NORMAL,,0,,,,,
417,207,27/03/91,NORMAL,,0,,,,,
419,208,17/05/93,NORMAL,,0,,,,,
420,208,31/03/92,NORMAL,,0,,,,,
421,208,30/04/91,NORMAL,,0,,,,,
423,209,5/03/93,NORMAL,,0,,,,,
424,209,18/03/92,NORMAL,,0,,,,,
425,209,16/04/91,NORMAL,,0,,,,,
429,210,14/03/93,NORMAL,,0,,,,,
430,210,10/03/92,NORMAL,,0,,,,,
432,211,3/05/93,NORMAL,,0,,,,,
433,211,24/02/92,NORMAL,,0,,,,,
434,211,18/03/91,NORMAL,,0,,,,,
438,212,12/05/93,NORMAL,,0,,,,,
439,212,25/04/92,NORMAL,,0,,,,,
440,212,18/04/91,NORMAL,,0,,,,,
444,213,27/03/93,NORMAL,,0,,,,,
445,213,10/03/92,NORMAL,,0,,,,,
446,213,11/03/91,NORMAL,,0,,,,,
448,214,12/05/93,NORMAL,,0,,,,,
449,214,17/05/92,NORMAL,,0,,,,,
450,214,5/03/91,NORMAL,,0,,,,,
453,215,6/05/93,NORMAL,,0,,,,,
454,215,17/04/92,NORMAL,,0,,,,,
458,216,22/03/93,NORMAL,,0,,,,,
459,216,13/03/92,NORMAL,,0,,,,,
460,216,14/03/91,NORMAL,,0,,,,,
464,217,23/03/93,NORMAL,,0,,,,,
465,217,15/03/92,NORMAL,,0,,,,,
466,217,15/03/91,NORMAL,,0,,,,,
468,218,18/05/93,NORMAL,,0,,,,,
469,218,5/03/92,NORMAL,,0,,,,,
470,218,27/03/91,NORMAL,,0,,,,,
473,220,15/03/93,NORMAL,,0,,,,,
474,220,13/03/92,NORMAL,,0,,,,,
475,220,20/03/91,NORMAL,,0,,,,,
478,221,20/03/93,NORMAL,,0,,,,,
479,221,12/05/92,NORMAL,,0,,,,,
482,222,21/03/93,NORMAL,,0,,,,,
483,222,11/05/92,NORMAL,,0,,,,,
484,222,21/03/91,NORMAL,,0,,,,,
487,223,18/03/93,NORMAL,,0,,,,,
489,224,3/04/93,NORMAL,,0,,,,,
490,224,19/03/92,NORMAL,,0,,,,,
491,224,10/03/91,NORMAL,,0,,,,,
494,225,21/04/93,NORMAL,,0,,,,,
498,226,11/03/93,NORMAL,,0,,,,,
499,226,14/09/91,NORMAL,,0,,,,,
503,227,24/03/93,NORMAL,,0,,,,,
505,228,6/05/93,NORMAL,,0,,,,,
506,228,26/03/92,NORMAL,,0,,,,,
508,229,1/04/93,NORMAL,,0,,,,,
509,229,21/03/92,NORMAL,,0,,,,,
510,229,7/04/91,NORMAL,,0,,,,,
512,230,2/04/93,NORMAL,,0,,,,,
513,230,3/04/92,NORMAL,,0,,,,,
514,230,22/03/91,NORMAL,,0,,,,,
521,233,31/03/93,NORMAL,,0,,,,,
523,234,2/04/93,NORMAL,,0,,,,,
524,234,24/03/92,NORMAL,,0,,,,,
525,234,20/03/91,NORMAL,,0,,,,,
530,236,19/03/93,NORMAL,,0,,,,,
532,237,27/04/93,NORMAL,,0,,,,,
533,237,9/03/92,NORMAL,,0,,,,,
534,237,24/03/91,NORMAL,,0,,,,,
536,238,22/03/93,NORMAL,,0,,,,,
537,238,3/03/92,NORMAL,,0,,,,,
539,239,19/03/93,NORMAL,,0,,,,,
540,239,14/03/92,NORMAL,,0,,,,,
541,239,18/03/91,NORMAL,,0,,,,,
543,240,25/03/93,NORMAL,,0,,,,,
544,240,31/03/92,INDUCE,,0,,,,,
545,240,2/03/91,NORMAL,,0,,,,,
548,241,9/04/93,NORMAL,,0,,,,,
549,241,6/05/92,NORMAL,,0,,,,,
550,241,28/02/91,NORMAL,,0,,,,,
557,244,18/04/93,NORMAL,,0,,,,,
558,244,15/03/92,NORMAL,,0,,,,,
559,244,4/04/91,NORMAL,,0,,,,,
561,245,27/03/93,NORMAL,,0,,,,,
562,245,5/03/92,NORMAL,,0,,,,,
563,245,28/03/91,NORMAL,,0,,,,,
567,247,3/06/93,NORMAL,,0,,,,,
569,248,8/05/93,NORMAL,,0,,,,,
570,248,10/04/92,NORMAL,,0,,,,,
571,248,12/03/91,NORMAL,,0,,,,,
573,249,3/03/93,NORMAL,,0,,,,,
574,249,3/03/92,NORMAL,,0,,,,,
576,250,26/04/93,NORMAL,,0,,,,,
577,250,7/03/92,NORMAL,,0,,,,,
579,251,27/03/93,NORMAL,,0,,,,,
580,251,7/04/92,NORMAL,,0,,,,,
581,251,20/03/91,INDUCE,,0,,,,,
585,253,28/03/93,NORMAL,,0,,,,,
587,254,22/04/93,NORMAL,,0,,,,,
588,254,6/03/92,NORMAL,,0,,,,,
591,255,12/03/93,NORMAL,,0,,,,,
592,255,13/03/92,NORMAL,MINOR,0,,,,,
596,256,13/03/93,NORMAL,,0,,,,,
597,256,26/03/92,NORMAL,,0,,,,,
601,257,18/04/93,NORMAL,,0,,,,,
602,257,4/03/92,NORMAL,,0,,,,,
605,258,26/04/93,NORMAL,,0,,,,,
606,258,7/03/92,NORMAL,,0,,,,,
609,259,10/03/93,NORMAL,,0,,,,,
613,261,19/03/93,NORMAL,,0,,,,,
614,261,29/03/92,NORMAL,,0,,,,,
616,262,19/03/93,NORMAL,,0,,,,,
617,262,16/03/92,NORMAL,,0,,,,,
618,262,9/04/91,NORMAL,,0,,,,,
620,263,16/04/93,NORMAL,,0,,,,,
621,263,19/03/92,NORMAL,,0,,,,,
622,263,12/03/91,NORMAL,,0,,,,,
626,264,19/03/93,NORMAL,,0,,,,,
627,264,11/03/92,NORMAL,MINOR,0,,,,,
630,265,20/03/93,NORMAL,,0,,,,,
631,265,8/03/92,NORMAL,,0,,,,,
633,266,12/05/93,NORMAL,,0,,,,,
634,266,2/04/92,NORMAL,,0,,,,,
637,267,23/03/93,NORMAL,,0,,,,,
638,267,30/03/92,NORMAL,,0,,,,,
642,268,18/03/93,NORMAL,,0,,,,,
643,268,30/03/92,NORMAL,,0,,,,,
648,270,1/04/93,NORMAL,,0,,,,,
649,270,22/09/91,NORMAL,,0,,,,,
653,271,17/04/93,NORMAL,,0,,,,,
654,271,1/04/92,NORMAL,,0,,,,,
655,271,15/04/91,NORMAL,,0,,,,,
657,272,16/03/93,NORMAL,MINOR,0,,,,,
660,273,12/03/93,NORMAL,,0,,,,,
662,274,4/04/93,NORMAL,,0,,,,,
664,275,6/03/93,NORMAL,,0,,,,,
667,276,13/03/93,NORMAL,,0,,,,,
669,277,23/03/93,NORMAL,,0,,,,,
670,277,21/09/91,NORMAL,,0,,,,,
674,278,13/03/93,NORMAL,,0,,,,,
677,279,31/03/93,NORMAL,,0,,,,,
678,279,17/03/92,INDUCE,,0,,,,,
679,279,29/03/91,NORMAL,,0,,,,,
680,280,15/03/93,NORMAL,,0,,,,,
681,280,6/03/92,NORMAL,,0,,,,,
682,280,20/03/91,INDUCE,,0,,,,,
684,281,30/03/93,NORMAL,,0,,,,,
688,282,8/03/93,NORMAL,,0,,,,,
690,283,10/03/93,NORMAL,,0,,,,,
693,284,4/03/93,NORMAL,,0,,,,,
698,286,9/03/93,NORMAL,,0,,,,,
701,287,10/03/93,NORMAL,,0,,,,,
703,288,24/03/93,NORMAL,,0,,,,,
704,288,14/03/92,NORMAL,,0,,,,,
705,288,2/03/91,NORMAL,,0,,,,,
708,289,6/04/93,NORMAL,,0,,,,,
709,289,4/03/92,NORMAL,,0,,,,,
710,289,18/03/91,NORMAL,,0,,,,,
712,290,10/03/93,NORMAL,,0,,,,,
716,292,1/04/93,NORMAL,,0,,,,,
718,293,21/04/93,NORMAL,,0,,,,,
719,293,6/05/92,NORMAL,,0,,,,,
720,293,3/04/91,INDUCE,,0,,,,,
723,294,18/03/93,NORMAL,,0,,,,,
724,294,4/10/91,NORMAL,,0,,,,,
726,295,24/03/93,NORMAL,,0,,,,,
727,295,25/03/92,INDUCE,,0,,,,,
728,295,31/03/91,NORMAL,,0,,,,,
730,296,10/03/93,NORMAL,,0,,,,,
736,298,24/04/93,NORMAL,,0,,,,,
739,299,13/03/93,NORMAL,,0,,,,,
740,299,17/03/92,INDUCE,,0,,,,,
741,299,13/03/91,NORMAL,,0,,,,,
744,300,27/03/93,NORMAL,,0,,,,,
749,302,18/04/93,NORMAL,,0,,,,,
750,302,5/04/92,NORMAL,,0,,,,,
751,302,18/03/91,NORMAL,,0,,,,,
756,304,12/05/93,NORMAL,MINOR,0,,,,,
757,304,2/04/92,NORMAL,,0,,,,,
758,304,17/03/91,NORMAL,,0,,,,,
765,308,9/03/93,NORMAL,,0,,,,,
766,308,18/03/92,NORMAL,,0,,,,,
767,308,19/04/91,NORMAL,,0,,,,,
770,309,18/03/93,NORMAL,,0,,,,,
771,309,6/03/92,NORMAL,,0,,,,,
777,312,22/04/93,NORMAL,,0,,,,,
778,312,19/03/92,NORMAL,,0,,,,,
779,312,20/03/91,INDUCE,,0,,,,,
784,315,22/09/91,NORMAL,,0,,,,,
785,316,16/09/91,NORMAL,,0,,,,,
887,428,5/08/89,NORMAL,,0,,,,,
936,466,11/03/93,NORMAL,,0,,,,,
937,466,3/03/92,NORMAL,,0,,,,,
945,469,27/03/93,NORMAL,,0,,,,,
946,469,30/03/92,NORMAL,,0,,,,,
947,469,1/03/91,NORMAL,,0,,,,,
952,470,14/03/93,NORMAL,,0,,,,,
953,470,8/03/92,NORMAL,,0,,,,,
954,470,24/03/91,NORMAL,,0,,,,,
966,474,21/04/93,NORMAL,,0,,,,,
967,474,15/03/92,NORMAL,,0,,,,,
968,474,21/03/91,NORMAL,,0,,,,,
987,481,13/03/93,NORMAL,,0,,,,,
988,481,10/03/92,NORMAL,,0,,,,,
1000,485,16/03/93,NORMAL,,0,,,,,
1005,486,16/03/93,NORMAL,,0,,,,,
1010,487,24/03/93,NORMAL,,0,,,,,
1011,487,26/03/92,NORMAL,,0,,,,,
1012,487,4/03/91,NORMAL,,0,,,,,
1017,488,30/03/93,NORMAL,,0,,,,,
1022,490,2/05/93,NORMAL,,0,,,,,
1023,490,5/04/92,NORMAL,,0,,,,,
1034,493,20/03/93,NORMAL,,0,,,,,
1035,493,4/03/92,NORMAL,,0,,,,,
1036,493,20/04/91,NORMAL,,0,,,,,
1040,494,7/03/93,NORMAL,,0,,,,,
1045,495,30/03/93,NORMAL,,0,,,,,
1046,495,15/03/92,NORMAL,,0,,,,,
1047,495,25/03/91,NORMAL,,0,,,,,
1051,496,17/04/93,NORMAL,,0,,,,,
1052,496,24/04/92,NORMAL,,0,,,,,
1053,496,7/04/91,NORMAL,,0,,,,,
1058,497,2/04/93,NORMAL,,0,,,,,
1070,501,9/03/93,NORMAL,,0,,,,,
1075,502,5/04/93,NORMAL,,0,,,,,
1076,502,5/03/92,NORMAL,,0,,,,,
1080,503,29/03/93,NORMAL,,0,,,,,
1085,504,7/04/93,NORMAL,,0,,,,,
1090,506,18/04/93,NORMAL,,0,,,,,
1091,506,25/03/92,INDUCE,,0,,,,,
1092,506,8/04/91,NORMAL,,0,,,,,
1097,507,10/03/93,NORMAL,,0,,,,,
1098,507,4/10/91,NORMAL,,0,,,,,
