"joinKey","cowKey","jsDate","jeDate","joinSire","jsComment","jeComment"
"791","614","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"792","614","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"799","618","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"800","618","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"805","620","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"806","620","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"809","621","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"813","623","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"817","627","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"818","627","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
