"joinKey","cowKey","jsDate","jeDate","joinSire","jsComment","jeComment"
"821","628","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"822","628","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"828","632","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"829","632","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"832","633","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"833","633","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"836","634","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"837","634","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"840","636","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"845","646","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"848","651","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"851","654","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"852","654","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"855","656","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"858","660","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"864","720","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"867","721","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"868","721","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
"872","723","1993-07-12 00:00:00","1993-08-27 00:00:00","","",""
"873","723","1992-07-13 00:00:00","1992-08-24 00:00:00","000000","",""
