ExitKey,CowKey,EventDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3
467,711,"02/28/09 00:00:00","DIED","MLKFEV",,
468,712,"05/26/12 00:00:00","CULLED","FTC",,
469,714,"05/26/12 00:00:00","CULLED","FTC",,
470,721,"02/28/09 00:00:00","CULLED",,,
471,723,"05/26/12 00:00:00","CULLED","FTC",,
472,724,"05/26/12 00:00:00","CULLED","FTC",,
473,725,"05/26/12 00:00:00","CULLED","FTC",,
474,726,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
475,727,"08/26/12 00:00:00","CULLED","FTC",,
476,728,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
477,729,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
478,730,"02/28/09 00:00:00","DIED","UNKNWN",,
479,732,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
480,733,"02/28/09 00:00:00","DIED","MLKFEV",,
481,735,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
482,737,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
483,738,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
484,740,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
485,745,"02/28/09 00:00:00","CULLED","HI CEL",,
486,746,"05/26/12 00:00:00","CULLED","FTC",,
487,747,"05/26/12 00:00:00","CULLED","FTC",,
488,651,"02/28/09 00:00:00","CULLED","LOWPRD",,
489,654,"04/27/12 00:00:00","CULLED","FTC",,
490,669,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
491,673,"02/28/09 00:00:00","DIED","G STAG","MLKFEV",
492,674,"02/28/09 00:00:00","CULLED","NOTPREGNANT",,
493,675,"02/28/09 00:00:00","CULLED","ABORT",,
494,682,"04/27/12 00:00:00","CULLED","FTC",,
495,690,"02/28/09 00:00:00","DIED","G STAG",,
496,970,"02/28/09 00:00:00","CULLED","LOWPRD","BADTYPE","HI CEL"
497,971,"02/28/09 00:00:00","CULLED","LOWPRD","LATECA","HI CEL"
