psmKey,cowKey,psmCalvDate,psmDate,comment
599,224,"03/19/07 00:00:00","06/01/07 00:00:00",
600,224,"03/10/06 00:00:00","06/01/06 00:00:00",
603,225,"04/21/08 00:00:00","06/01/08 00:00:00",
604,225,,"06/01/07 00:00:00",
608,226,"03/11/08 00:00:00","06/01/08 00:00:00",
609,226,"09/14/06 00:00:00","06/01/07 00:00:00",
610,226,,"06/04/06 00:00:00",
615,227,"03/24/08 00:00:00","06/01/08 00:00:00",
616,227,,"06/01/07 00:00:00",
618,228,"05/06/08 00:00:00","06/01/08 00:00:00",
619,228,"03/26/07 00:00:00","06/01/07 00:00:00",
620,228,,"06/04/06 00:00:00",
622,229,"04/01/08 00:00:00","06/01/08 00:00:00",
623,229,"03/21/07 00:00:00","06/01/07 00:00:00",
624,229,"04/07/06 00:00:00","06/01/06 00:00:00",
626,230,"04/02/08 00:00:00","06/01/08 00:00:00",
627,230,"04/03/07 00:00:00","06/01/07 00:00:00",
628,230,"03/22/06 00:00:00","06/01/06 00:00:00",
631,231,,"06/01/08 00:00:00",
633,232,,"06/01/08 00:00:00",
637,233,"03/31/08 00:00:00","06/01/08 00:00:00",
638,233,,"06/01/07 00:00:00",
640,234,"04/02/08 00:00:00","06/01/08 00:00:00",
641,234,"03/24/07 00:00:00","06/01/07 00:00:00",
642,234,"03/20/06 00:00:00","06/01/06 00:00:00",
647,236,"03/19/08 00:00:00","06/01/08 00:00:00",
648,236,,"06/01/07 00:00:00",
650,237,"04/27/08 00:00:00","06/01/08 00:00:00",
651,237,"03/09/07 00:00:00","06/01/07 00:00:00",
652,237,"03/24/06 00:00:00","06/01/06 00:00:00",
654,238,"03/22/08 00:00:00","06/01/08 00:00:00",
655,238,"03/03/07 00:00:00","06/01/07 00:00:00",
656,238,,"06/04/06 00:00:00",
658,239,"03/19/08 00:00:00","06/01/08 00:00:00",
659,239,"03/14/07 00:00:00","06/01/07 00:00:00",
660,239,"03/18/06 00:00:00","06/01/06 00:00:00",
662,240,"03/25/08 00:00:00","06/01/08 00:00:00",
663,240,"03/31/07 00:00:00","06/01/07 00:00:00",
664,240,"03/02/06 00:00:00","06/01/06 00:00:00",
667,241,"04/09/08 00:00:00","06/01/08 00:00:00",
668,241,"05/06/07 00:00:00","06/01/07 00:00:00",
669,241,"02/28/06 00:00:00","06/01/06 00:00:00",
671,242,,"06/01/08 00:00:00",
674,243,,"06/01/08 00:00:00",
678,244,"04/18/08 00:00:00","06/01/08 00:00:00",
679,244,"03/15/07 00:00:00","06/01/07 00:00:00",
680,244,"04/04/06 00:00:00","06/01/06 00:00:00",
682,245,"03/27/08 00:00:00","06/01/08 00:00:00",
683,245,"03/05/07 00:00:00","06/01/07 00:00:00",
684,245,"03/28/06 00:00:00","06/01/06 00:00:00",
687,246,,"06/01/08 00:00:00",
690,247,,"06/01/08 00:00:00",
692,248,"05/08/08 00:00:00","06/01/08 00:00:00",
693,248,"04/10/07 00:00:00","06/01/07 00:00:00",
694,248,"03/12/06 00:00:00","06/01/06 00:00:00",
696,249,"03/03/08 00:00:00","06/01/08 00:00:00",
697,249,"03/03/07 00:00:00","06/01/07 00:00:00",
698,249,,"06/04/06 00:00:00",
700,250,"04/26/08 00:00:00","06/01/08 00:00:00",
701,250,"03/07/07 00:00:00","06/01/07 00:00:00",
702,250,,"06/04/06 00:00:00",
704,251,"03/27/08 00:00:00","06/01/08 00:00:00",
705,251,"04/07/07 00:00:00","06/01/07 00:00:00",
706,251,"03/20/06 00:00:00","06/01/06 00:00:00",
709,252,,"06/01/08 00:00:00",
711,253,"03/28/08 00:00:00","06/01/08 00:00:00",
712,253,,"06/01/07 00:00:00",
714,254,"04/22/08 00:00:00","06/01/08 00:00:00",
715,254,"03/06/07 00:00:00","06/01/07 00:00:00",
716,254,,"06/04/06 00:00:00",
719,255,"03/12/08 00:00:00","06/01/08 00:00:00",
720,255,"03/13/07 00:00:00","06/01/07 00:00:00",
721,255,,"06/04/06 00:00:00",
725,256,"03/13/08 00:00:00","06/01/08 00:00:00",
726,256,"03/26/07 00:00:00","06/01/07 00:00:00",
727,256,,"06/04/06 00:00:00",
732,257,"04/18/08 00:00:00","06/01/08 00:00:00",
733,257,"03/04/07 00:00:00","06/01/07 00:00:00",
734,257,,"06/04/06 00:00:00",
737,258,"04/26/08 00:00:00","06/01/08 00:00:00",
738,258,"03/07/07 00:00:00","06/01/07 00:00:00",
739,258,,"06/04/06 00:00:00",
742,259,"03/10/08 00:00:00","06/01/08 00:00:00",
743,259,,"06/01/07 00:00:00",
746,260,,"06/01/08 00:00:00",
748,261,"03/19/08 00:00:00","06/01/08 00:00:00",
749,261,"03/29/07 00:00:00","06/01/07 00:00:00",
750,261,,"06/04/06 00:00:00",
752,262,"03/19/08 00:00:00","06/01/08 00:00:00",
753,262,"03/16/07 00:00:00","06/01/07 00:00:00",
754,262,"04/09/06 00:00:00","06/01/06 00:00:00",
756,263,"04/16/08 00:00:00","06/01/08 00:00:00",
757,263,"03/19/07 00:00:00","06/01/07 00:00:00",
758,263,"03/12/06 00:00:00","06/01/06 00:00:00",
762,264,"03/19/08 00:00:00","06/01/08 00:00:00",
763,264,"03/11/07 00:00:00","06/01/07 00:00:00",
764,264,,"06/04/06 00:00:00",
767,265,"03/20/08 00:00:00","06/01/08 00:00:00",
768,265,"03/08/07 00:00:00","06/01/07 00:00:00",
769,265,,"06/04/06 00:00:00",
771,266,"05/12/08 00:00:00","06/01/08 00:00:00",
772,266,"04/02/07 00:00:00","06/01/07 00:00:00",
775,267,"03/23/08 00:00:00","06/01/08 00:00:00",
776,267,"03/30/07 00:00:00","06/01/07 00:00:00",
777,267,,"06/04/06 00:00:00",
781,268,"03/18/08 00:00:00","06/01/08 00:00:00",
782,268,"03/30/07 00:00:00","06/01/07 00:00:00",
783,268,,"06/04/06 00:00:00",
786,269,,"06/01/08 00:00:00",
789,270,"04/01/08 00:00:00","06/01/08 00:00:00",
790,270,"09/22/06 00:00:00","06/01/07 00:00:00",
791,270,,"06/04/06 00:00:00",
795,271,"04/17/08 00:00:00","06/01/08 00:00:00",
796,271,"04/01/07 00:00:00","06/01/07 00:00:00",
797,271,"04/15/06 00:00:00","06/01/06 00:00:00",
799,272,"03/16/08 00:00:00","06/01/08 00:00:00",
800,272,,"06/01/07 00:00:00",
803,273,"03/12/08 00:00:00","06/01/08 00:00:00",
804,273,,"06/01/07 00:00:00",
806,274,"04/04/08 00:00:00","06/01/08 00:00:00",
807,274,,"06/01/07 00:00:00",
809,275,"03/06/08 00:00:00","06/01/08 00:00:00",
810,275,,"06/01/07 00:00:00",
813,276,"03/13/08 00:00:00","06/01/08 00:00:00",
814,276,,"06/01/07 00:00:00",
816,277,"03/23/08 00:00:00","06/01/08 00:00:00",
817,277,"09/21/06 00:00:00","06/01/07 00:00:00",
821,278,"03/13/08 00:00:00","06/01/08 00:00:00",
822,278,,"06/01/07 00:00:00",
825,279,"03/31/08 00:00:00","06/01/08 00:00:00",
826,279,"03/17/07 00:00:00","06/01/07 00:00:00",
827,279,"03/29/06 00:00:00","06/01/06 00:00:00",
828,280,"03/15/08 00:00:00","06/01/08 00:00:00",
829,280,"03/15/08 00:00:00","11/01/08 00:00:00",
830,280,"03/06/07 00:00:00","06/01/07 00:00:00",
831,280,"03/20/06 00:00:00","06/01/06 00:00:00",
833,281,"03/30/08 00:00:00","06/01/08 00:00:00",
834,281,,"06/01/07 00:00:00",
838,282,"03/08/08 00:00:00","06/01/08 00:00:00",
839,282,,"06/01/07 00:00:00",
841,283,"03/10/08 00:00:00","06/01/08 00:00:00",
842,283,,"06/01/07 00:00:00",
845,284,"03/04/08 00:00:00","06/01/08 00:00:00",
846,284,,"06/01/07 00:00:00",
849,285,,"06/01/08 00:00:00",
852,286,"03/09/08 00:00:00","06/01/08 00:00:00",
853,286,,"06/01/07 00:00:00",
856,287,"03/10/08 00:00:00","06/01/08 00:00:00",
857,287,,"06/01/07 00:00:00",
859,288,"03/24/08 00:00:00","06/01/08 00:00:00",
860,288,"03/14/07 00:00:00","06/01/07 00:00:00",
861,288,"03/02/06 00:00:00","06/01/06 00:00:00",
864,289,"04/06/08 00:00:00","06/01/08 00:00:00",
865,289,"03/04/07 00:00:00","06/01/07 00:00:00",
866,289,"03/18/06 00:00:00","06/01/06 00:00:00",
868,290,"03/10/08 00:00:00","06/01/08 00:00:00",
869,290,,"06/01/07 00:00:00",
872,291,,"06/01/08 00:00:00",
874,292,"04/01/08 00:00:00","06/01/08 00:00:00",
875,292,,"06/01/07 00:00:00",
877,293,"04/21/08 00:00:00","06/01/08 00:00:00",
878,293,"05/06/07 00:00:00","06/01/07 00:00:00",
879,293,"04/03/06 00:00:00","06/01/06 00:00:00",
882,294,"03/18/08 00:00:00","06/01/08 00:00:00",
883,294,"10/04/06 00:00:00","06/01/07 00:00:00",
884,294,,"06/04/06 00:00:00",
886,295,"03/24/08 00:00:00","06/01/08 00:00:00",
887,295,"03/25/07 00:00:00","06/01/07 00:00:00",
888,295,"03/31/06 00:00:00","06/01/06 00:00:00",
890,296,"03/10/08 00:00:00","06/01/08 00:00:00",
891,296,,"06/01/07 00:00:00",
895,297,,"06/01/08 00:00:00",
898,298,"04/24/08 00:00:00","06/01/08 00:00:00",
899,298,,"06/01/07 00:00:00",
902,299,"03/13/08 00:00:00","06/01/08 00:00:00",
903,299,"03/17/07 00:00:00","06/01/07 00:00:00",
904,299,"03/13/06 00:00:00","06/01/06 00:00:00",
907,300,"03/27/08 00:00:00","06/01/08 00:00:00",
908,300,,"06/01/07 00:00:00",
911,301,,"06/01/08 00:00:00",
914,302,"04/18/08 00:00:00","06/01/08 00:00:00",
915,302,"04/05/07 00:00:00","06/01/07 00:00:00",
916,302,"03/18/06 00:00:00","06/01/06 00:00:00",
920,303,,"06/01/08 00:00:00",
922,304,"05/12/08 00:00:00","06/01/08 00:00:00",
923,304,"04/02/07 00:00:00","06/01/07 00:00:00",
924,304,"03/17/06 00:00:00","06/01/06 00:00:00",
926,305,,"06/01/08 00:00:00",
929,306,,"06/01/08 00:00:00",
932,307,,"06/01/08 00:00:00",
934,308,"03/09/08 00:00:00","06/01/08 00:00:00",
935,308,"03/18/07 00:00:00","06/01/07 00:00:00",
936,308,"04/19/06 00:00:00","06/01/06 00:00:00",
939,309,"03/18/08 00:00:00","06/01/08 00:00:00",
940,309,"03/06/07 00:00:00","06/01/07 00:00:00",
941,309,,"06/04/06 00:00:00",
944,310,,"06/01/08 00:00:00",
947,311,,"06/01/08 00:00:00",
949,312,"04/22/08 00:00:00","06/01/08 00:00:00",
950,312,"03/19/07 00:00:00","06/01/07 00:00:00",
951,312,"03/20/06 00:00:00","06/01/06 00:00:00",
956,314,,"06/01/08 00:00:00",
957,315,"09/22/06 00:00:00","06/01/07 00:00:00",
958,315,,"06/04/06 00:00:00",
959,316,"09/16/06 00:00:00","06/01/07 00:00:00",
960,316,,"06/04/06 00:00:00",
961,317,,"06/01/07 00:00:00",
962,318,,"06/01/07 00:00:00",
963,319,,"06/01/07 00:00:00",
964,320,,"06/01/07 00:00:00",
1202,465,,"06/01/08 00:00:00",
1207,466,"03/11/08 00:00:00","06/01/08 00:00:00",
1208,466,"03/03/07 00:00:00","06/01/07 00:00:00",
1218,469,"03/27/08 00:00:00","06/01/08 00:00:00",
1219,469,"03/30/07 00:00:00","06/01/07 00:00:00",
1220,469,"03/01/06 00:00:00","06/01/06 00:00:00",
1225,470,"03/14/08 00:00:00","06/01/08 00:00:00",
1226,470,"03/08/07 00:00:00","06/01/07 00:00:00",
1227,470,"03/24/06 00:00:00","06/01/06 00:00:00",
1242,474,"04/21/08 00:00:00","06/01/08 00:00:00",
1243,474,"03/15/07 00:00:00","06/01/07 00:00:00",
1244,474,"03/21/06 00:00:00","06/01/06 00:00:00",
1259,478,,"06/01/08 00:00:00",
1269,481,"03/13/08 00:00:00","06/01/08 00:00:00",
1270,481,"03/10/07 00:00:00","06/01/07 00:00:00",
1271,481,,"06/04/06 00:00:00",
1286,485,"03/16/08 00:00:00","06/01/08 00:00:00",
1287,485,,"06/01/07 00:00:00",
1292,486,"03/16/08 00:00:00","06/01/08 00:00:00",
1293,486,,"06/01/07 00:00:00",
1298,487,"03/24/08 00:00:00","06/01/08 00:00:00",
1299,487,"03/26/07 00:00:00","06/01/07 00:00:00",
1300,487,"03/04/06 00:00:00","06/01/06 00:00:00",
1305,488,"03/30/08 00:00:00","06/01/08 00:00:00",
1306,488,,"06/01/07 00:00:00",
1312,490,"05/02/08 00:00:00","06/01/08 00:00:00",
1313,490,"04/05/07 00:00:00","06/01/07 00:00:00",
1326,493,"03/20/08 00:00:00","06/01/08 00:00:00",
1327,493,"03/04/07 00:00:00","06/01/07 00:00:00",
1328,493,"04/20/06 00:00:00","06/01/06 00:00:00",
1332,494,"03/07/08 00:00:00","06/01/08 00:00:00",
1333,494,,"06/01/07 00:00:00",
1338,495,"03/30/08 00:00:00","06/01/08 00:00:00",
1339,495,"03/15/07 00:00:00","06/01/07 00:00:00",
1340,495,"03/25/06 00:00:00","06/01/06 00:00:00",
1344,496,"04/17/08 00:00:00","06/01/08 00:00:00",
1345,496,"04/24/07 00:00:00","06/01/07 00:00:00",
1346,496,"04/07/06 00:00:00","06/01/06 00:00:00",
1351,497,"04/02/08 00:00:00","06/01/08 00:00:00",
1352,497,,"06/01/07 00:00:00",
1360,499,,"06/01/08 00:00:00",
1367,501,"03/09/08 00:00:00","06/01/08 00:00:00",
1368,501,,"06/01/07 00:00:00",
1373,502,"04/05/08 00:00:00","06/01/08 00:00:00",
1374,502,"03/05/07 00:00:00","06/01/07 00:00:00",
1375,502,,"06/04/06 00:00:00",
1380,503,"03/29/08 00:00:00","06/01/08 00:00:00",
1381,503,,"06/01/07 00:00:00",
1386,504,"04/07/08 00:00:00","06/01/08 00:00:00",
1387,504,,"06/01/07 00:00:00",
1393,506,"04/18/08 00:00:00","06/01/08 00:00:00",
1394,506,"03/25/07 00:00:00","06/01/07 00:00:00",
1395,506,"04/08/06 00:00:00","06/01/06 00:00:00",
1400,507,"03/10/08 00:00:00","06/01/08 00:00:00",
1401,507,"10/04/06 00:00:00","06/01/07 00:00:00",
1402,507,,"06/05/06 00:00:00",
1407,508,,"06/01/08 00:00:00",
1412,509,"03/17/08 00:00:00","06/01/08 00:00:00",
1413,509,"03/24/07 00:00:00","06/01/07 00:00:00",
1414,509,"03/10/06 00:00:00","06/01/06 00:00:00",
1419,510,,"06/01/08 00:00:00",
1427,512,,"06/01/08 00:00:00",
1432,513,"03/21/08 00:00:00","06/01/08 00:00:00",
1433,513,,"06/01/07 00:00:00",
1438,514,"03/11/08 00:00:00","06/01/08 00:00:00",
1439,514,,"06/01/07 00:00:00",
1444,515,,"06/01/08 00:00:00",
1451,517,"03/19/08 00:00:00","06/01/08 00:00:00",
1452,517,"04/02/07 00:00:00","06/01/07 00:00:00",
1453,517,,"06/04/06 00:00:00",
1462,519,"03/26/08 00:00:00","06/01/08 00:00:00",
1463,519,"03/25/07 00:00:00","06/01/07 00:00:00",
1464,519,"05/05/06 00:00:00","06/01/06 00:00:00",
1469,520,,"06/01/08 00:00:00",
1474,521,,"06/01/08 00:00:00",
1483,524,,"06/01/08 00:00:00",
1492,527,"04/16/08 00:00:00","06/01/08 00:00:00",
1493,527,"03/16/07 00:00:00","06/01/07 00:00:00",
1494,527,"03/16/06 00:00:00","06/01/06 00:00:00",
1499,528,"03/19/08 00:00:00","06/01/08 00:00:00",
1500,528,"05/07/07 00:00:00","06/01/07 00:00:00",
1501,528,"03/20/06 00:00:00","06/01/06 00:00:00",
1519,535,"03/11/08 00:00:00","06/01/08 00:00:00",
1520,535,"04/25/07 00:00:00","06/01/07 00:00:00",
1521,535,"03/08/06 00:00:00","06/01/06 00:00:00",
1545,544,"04/17/08 00:00:00","06/01/08 00:00:00",
1546,544,"03/19/07 00:00:00","06/01/07 00:00:00",
1547,544,"03/13/06 00:00:00","06/01/06 00:00:00",
1577,555,"03/29/08 00:00:00","06/01/08 00:00:00",
1578,555,,"06/01/07 00:00:00",
1585,557,"04/01/08 00:00:00","06/01/08 00:00:00",
1586,557,"03/02/07 00:00:00","06/01/07 00:00:00",
1587,557,"03/06/06 00:00:00","06/01/06 00:00:00",
1596,559,"05/18/08 00:00:00","06/01/08 00:00:00",
1597,559,"03/23/07 00:00:00","06/01/07 00:00:00",
1598,559,"03/29/06 00:00:00","06/01/06 00:00:00",
1603,560,,"06/01/08 00:00:00",
1655,595,,"06/01/08 00:00:00",
1668,603,"03/31/08 00:00:00","06/01/08 00:00:00",
1669,603,"04/11/07 00:00:00","06/01/07 00:00:00",
1670,603,"03/01/06 00:00:00","06/01/06 00:00:00",
1676,606,,"06/01/08 00:00:00",
1681,607,"03/12/08 00:00:00","06/01/08 00:00:00",
1682,607,"03/02/07 00:00:00","06/01/07 00:00:00",
1683,607,"03/14/06 00:00:00","06/01/06 00:00:00",
1688,608,"03/23/08 00:00:00","06/01/08 00:00:00",
1689,608,"03/19/07 00:00:00","06/01/07 00:00:00",
1690,608,"05/05/06 00:00:00","06/01/06 00:00:00",
1702,611,"03/29/08 00:00:00","06/01/08 00:00:00",
1703,611,"03/05/07 00:00:00","06/01/07 00:00:00",
1704,611,"03/06/06 00:00:00","06/01/06 00:00:00",
1709,612,"04/08/08 00:00:00","06/01/08 00:00:00",
1710,612,"04/19/07 00:00:00","06/01/07 00:00:00",
1711,612,,"06/04/06 00:00:00",
1715,613,"03/24/08 00:00:00","06/01/08 00:00:00",
1716,613,,"06/01/07 00:00:00",
1720,614,"05/09/08 00:00:00","06/01/08 00:00:00",
1721,614,"03/03/07 00:00:00","06/01/07 00:00:00",
1722,614,,"06/04/06 00:00:00",
1731,616,,"06/01/08 00:00:00",
1739,618,"05/01/08 00:00:00","06/01/08 00:00:00",
1740,618,"03/28/07 00:00:00","06/01/07 00:00:00",
1741,618,,"06/04/06 00:00:00",
1746,619,,"06/01/08 00:00:00",
1751,620,"03/22/08 00:00:00","06/01/08 00:00:00",
1752,620,"03/17/07 00:00:00","06/01/07 00:00:00",
1753,620,"04/03/06 00:00:00","06/01/06 00:00:00",
1758,621,"03/25/08 00:00:00","06/01/08 00:00:00",
1759,621,,"06/01/07 00:00:00",
1767,623,"03/15/08 00:00:00","06/01/08 00:00:00",
1768,623,"03/12/07 00:00:00","06/01/07 00:00:00",
1781,627,"03/28/08 00:00:00","06/01/08 00:00:00",
1782,627,"03/18/07 00:00:00","06/01/07 00:00:00",
1783,627,,"06/04/06 00:00:00",
1788,628,"05/20/08 00:00:00","06/01/08 00:00:00",
1789,628,"04/20/07 00:00:00","06/01/07 00:00:00",
1790,628,"03/18/06 00:00:00","06/01/06 00:00:00",
1798,630,,"06/01/08 00:00:00",
1807,632,"03/11/08 00:00:00","06/01/08 00:00:00",
1808,632,"03/21/07 00:00:00","06/01/07 00:00:00",
1809,632,"03/22/06 00:00:00","06/01/06 00:00:00",
1813,633,"04/25/08 00:00:00","06/01/08 00:00:00",
1814,633,"02/27/07 00:00:00","06/01/07 00:00:00",
1815,633,"04/02/06 00:00:00","06/01/06 00:00:00",
1820,634,"03/15/08 00:00:00","06/01/08 00:00:00",
1821,634,"04/12/07 00:00:00","06/01/07 00:00:00",
1822,634,"04/30/06 00:00:00","06/01/06 00:00:00",
1830,636,"04/01/08 00:00:00","06/01/08 00:00:00",
1831,636,,"06/01/07 00:00:00",
1835,637,,"06/01/08 00:00:00",
1853,646,"02/26/08 00:00:00","06/01/08 00:00:00",
1854,646,,"06/01/07 00:00:00",
1867,651,"03/12/08 00:00:00","06/01/08 00:00:00",
1868,651,"10/08/06 00:00:00","06/01/07 00:00:00",
1876,654,"04/08/08 00:00:00","06/01/08 00:00:00",
1877,654,"03/25/07 00:00:00","06/01/07 00:00:00",
1878,654,"03/18/06 00:00:00","06/01/06 00:00:00",
1885,656,"03/10/08 00:00:00","06/01/08 00:00:00",
1886,656,,"06/01/07 00:00:00",
1897,660,"04/15/08 00:00:00","06/01/08 00:00:00",
1898,660,,"06/01/07 00:00:00",
1903,661,,"06/01/08 00:00:00",
1968,720,"03/24/08 00:00:00","06/01/08 00:00:00",
1969,720,,"06/01/07 00:00:00",
1973,721,"03/14/08 00:00:00","06/01/08 00:00:00",
1974,721,"03/06/07 00:00:00","06/01/07 00:00:00",
1975,721,,"06/04/06 00:00:00",
1983,723,"05/12/08 00:00:00","06/01/08 00:00:00",
1984,723,"04/02/07 00:00:00","06/01/07 00:00:00",
1985,723,"03/15/06 00:00:00","06/01/06 00:00:00",
1989,724,"04/01/08 00:00:00","06/01/08 00:00:00",
1990,724,,"06/01/07 00:00:00",
2000,726,,"06/01/08 00:00:00",
2001,725,,"06/01/08 00:00:00",
