CalvKey,CowKey,calvDate,calvType,assist,estimated,comment,VF,ObservedFM,AbortionCause,CalvingEase
562,209,14/08/1998,NORMAL,,0,,,,,
563,258,4/09/1998,NORMAL,,0,,,,,
564,374,4/09/1998,NORMAL,,0,,,,,
565,31,4/09/1998,NORMAL,,0,,,,,
566,643,5/09/1998,NORMAL,,0,,,,,
567,296,5/09/1998,NORMAL,,0,,,,,
568,659,5/09/1998,NORMAL,,0,,,,,
569,533,5/09/1998,INDUCE,,0,,,,,
570,283,5/09/1998,INDUCE,,0,,,,,
571,210,5/09/1998,INDUCE,,0,,,,,
572,501,5/09/1998,INDUCE,,0,,,,,
573,285,5/09/1998,INDUCE,,0,,,,,
574,302,5/09/1998,INDUCE,,0,,,,,
575,250,5/09/1998,INDUCE,,0,,,,,
576,524,5/09/1998,INDUCE,,0,,,,,
577,350,5/09/1998,INDUCE,,0,,,,,
578,215,5/09/1998,INDUCE,,0,,,,,
579,214,5/09/1998,INDUCE,,0,,,,,
580,58,6/09/1998,NORMAL,,0,,,,,
581,640,7/09/1998,NORMAL,,0,,,,,
582,652,7/09/1998,NORMAL,,0,,,,,
583,639,9/09/1998,NORMAL,,0,,,,,
585,221,11/09/1998,NORMAL,,0,,,,,
586,472,11/09/1998,NORMAL,,0,,,,,
587,267,12/09/1998,NORMAL,,0,,,,,
588,529,12/09/1998,NORMAL,,0,,,,,
589,657,12/09/1998,NORMAL,,0,,,,,
590,648,12/09/1998,NORMAL,,0,,,,,
591,236,12/09/1998,NORMAL,,0,,,,,
592,220,13/09/1998,NORMAL,,0,,,,,
593,218,14/09/1998,NORMAL,,0,,,,,
594,480,15/09/1998,NORMAL,,0,,,,,
595,477,16/09/1998,NORMAL,,0,,,,,
597,53,17/09/1998,Normal,,0,,,,,
598,332,18/09/1998,NORMAL,,0,,,,,
599,196,19/09/1998,NORMAL,,0,,,,,
600,630,20/09/1998,NORMAL,,0,,,,,
601,527,25/09/1998,NORMAL,,0,,,,,
602,466,25/09/1998,NORMAL,,0,,,,,
603,299,3/10/1998,NORMAL,,0,,,,,
604,231,30/09/1998,NORMAL,,0,,,,,
605,334,5/10/1998,NORMAL,,0,,,,,
606,665,8/10/1998,NORMAL,,0,,,,,
608,57,9/09/1998,NORMAL,,0,,,,,
609,34,10/08/1998,NORMAL,,0,,,,,
610,36,17/08/1998,NORMAL,,0,,,,,
612,21,15/08/1998,NORMAL,,0,,,,,
613,42,10/10/1998,NORMAL,,0,,,,,
615,77,25/08/1998,Normal,,0,,,,,
616,37,17/08/1998,NORMAL,,0,,,,,
617,72,7/08/1998,NORMAL,,0,,,,,
618,234,15/09/1998,NORMAL,,0,,,,,
619,508,31/07/1998,NORMAL,NONE,0,,,,,
620,513,2/08/1998,NORMAL,MINOR,0,,,,,
621,525,8/08/1998,INDUCE,,0,,,,,
622,471,4/08/1998,NORMAL,MINOR,0,,,,,
623,373,5/08/1998,NORMAL,MINOR,0,,,,,
624,532,26/07/1998,NORMAL,NONE,0,,,,,
625,487,8/08/1998,NORMAL,NONE,0,,,,,
626,217,5/08/1998,NORMAL,MINOR,0,,,,,
627,228,6/08/1998,NORMAL,NONE,0,,,,,
628,413,2/08/1998,NORMAL,NONE,0,,,,,
629,240,13/08/1998,NORMAL,MINOR,0,,,,,
630,287,31/07/1998,NORMAL,,0,,,,,
631,304,10/08/1998,NORMAL,,0,,,,,
632,317,29/07/1998,NORMAL,MAJOR,0,,,,,
633,481,8/08/1998,NORMAL,,0,,,,,
634,227,8/08/1998,NORMAL,,0,,,,,
635,331,9/08/1998,NORMAL,NONE,0,,,,,
636,211,28/07/1998,NORMAL,NONE,0,,,,,
637,367,1/08/1998,NORMAL,NONE,0,,,,,
638,483,14/08/1998,NORMAL,NONE,0,,,,,
639,436,3/08/1998,NORMAL,MINOR,0,,,,,
640,432,10/08/1998,NORMAL,MINOR,0,,,,,
641,335,3/08/1998,NORMAL,NONE,0,,,,,
642,276,7/08/1998,NORMAL,NONE,0,,,,,
643,403,2/08/1998,NORMAL,MINOR,0,,,,,
644,411,9/08/1998,NORMAL,NONE,0,,,,,
645,205,8/08/1998,NORMAL,NONE,0,,,,,
646,307,11/08/1998,NORMAL,,0,,,,,
647,208,6/08/1998,NORMAL,NONE,0,,,,,
648,338,25/08/1998,NORMAL,,0,,,,,
649,306,5/08/1998,NORMAL,NONE,0,,,,,
650,266,31/07/1998,NORMAL,NONE,0,,,,,
651,351,29/07/1998,NORMAL,MINOR,0,,,,,
652,422,2/08/1998,NORMAL,NONE,0,,,,,
653,262,12/09/1998,NORMAL,,0,,,,,
654,396,6/09/1998,INDUCE,MINOR,0,,,,,
655,363,30/08/1998,NORMAL,,0,,,,,
656,248,9/09/1998,NORMAL,,0,,,,,
657,427,1/08/1998,NORMAL,NONE,0,,,,,
658,521,1/08/1998,NORMAL,NONE,0,,,,,
659,394,27/07/1998,NORMAL,NONE,0,,,,,
660,425,6/08/1998,NORMAL,NONE,0,,,,,
661,268,4/08/1998,NORMAL,,0,,,,,
662,354,4/08/1998,NORMAL,NONE,0,,,,,
663,428,1/08/1998,NORMAL,NONE,0,,,,,
664,372,6/08/1998,,NONE,0,,,,,
665,499,20/08/1998,NORMAL,,0,,,,,
666,337,4/08/1998,NORMAL,NONE,0,,,,,
667,526,17/08/1998,NORMAL,,0,,,,,
668,63,15/08/1998,Normal,,0,,,,,
670,674,24/07/1998,NORMAL,NONE,0,,,,,
671,253,6/08/1998,NORMAL,NONE,0,,,,,
672,675,27/08/1998,NORMAL,,0,,,,,
673,497,18/08/1998,Normal,,0,,,,,
674,676,16/08/1998,NORMAL,,0,,,,,
675,678,18/08/1998,NORMAL,,0,,,,,
676,677,30/08/1998,NORMAL,,0,,,,,
677,258,21/06/1999,ABORT,,0,,,,,
678,57,27/06/1999,PREM,NONE,0,,,,,
679,663,27/06/1999,ABORT,,0,,,,,
