"ProdKey","CowKey","testDate","LTDDate","HTFatPC","HTProtPC","HTLitreAM","HTLitrePM","HTLitreTot","LtdLitre","LtdFatKg","LtdProtKg","SCC","LW","LWRel","PayPW","PayPWRel","AbCode","Assessed","Withheld","comment","LtdDays","LtdVol305","LtdVolEx","LtdFatKg305","LtdFatKgEx","LtdProtKg305","LtdProtKgEx"
1,70,"15/09/1998","30/09/1998",0.0492,0.0365,6.5,8.5,15,780,38.38,28.47,286,44.4,,29.3,36.7,0,"0","","",52,,,,,,
2,71,"15/09/1998","30/09/1998",0.0302,0.0304,6.8,5.3,12.1,568.7,17.17,17.29,48,-149.2,,-26.3,36.3,0,"0","","",47,,,,,,
3,204,"15/09/1998","30/09/1998",0.0529,0.033,12.1,8.5,20.6,1153.6,61.03,38.07,40,112.7,,74.2,74.9,0,"0","","",56,,,,,,
4,205,"15/09/1998","30/09/1998",0.0426,0.0295,16.5,12.1,28.6,1487.2,63.35,43.87,16,63.6,,49.1,76.6,0,"0","","",52,,,,,,
5,207,"15/09/1998","30/09/1998",0.0325,0.0295,15.5,7.9,23.4,5572.4,246.21,213.7,17,47.6,,44.1,46.3,0,"0","","",380,,,,,,
6,208,"15/09/1998","30/09/1998",0.0429,0.0287,16.5,13.5,30,1590,68.21,45.63,16,74.9,,24.1,62.3,0,"0","","",53,,,,,,
7,209,"15/09/1998","30/09/1998",0.0382,0.0302,17.8,10.3,28.1,1264.5,48.3,38.19,18,35.1,,49.4,76.3,0,"0","","",45,,,,,,
8,210,"15/09/1998","30/09/1998",0.0548,0.035,4.4,9.7,14.1,4800.2,275.3,193.56,86,48.1,,35.5,72.1,3,"0","","",285,,,,,,
9,211,"15/09/1998","30/09/1998",0.0491,0.0319,14.2,7.6,21.8,1351.6,66.36,43.12,19,-15.7,,-4.6,74.6,0,"0","","",62,,,,,,
10,212,"15/09/1998","30/09/1998",0.0459,0.0312,12.3,7.7,20,1240,56.92,38.69,24,33.3,,-0.5,75.3,0,"0","","",62,,,,,,
11,216,"15/09/1998","30/09/1998",0.0443,0.0302,14.6,9.6,24.2,1137.4,50.39,34.35,27,-31.7,,-4.3,70.7,0,"0","","",47,,,,,,
12,217,"15/09/1998","30/09/1998",0.0386,0.0297,12.1,11.4,23.5,1269,48.98,37.69,119,-81.4,,-28.6,64.5,0,"0","","",54,,,,,,
13,218,"15/09/1998","30/09/1998",0.06,0.0436,13.7,8.2,21.9,6835.5,395.41,305.86,319,142.2,,102.2,62.3,0,"0","","",407,,,,,,
14,221,"15/09/1998","30/09/1998",0.0522,0.0394,15.3,9.3,24.6,4751,336.73,245.46,67,122.1,,80.5,49.5,0,"0","","",408,,,,,,
15,224,"15/09/1998","30/09/1998",0.0494,0.0326,17.1,9.1,26.2,5637.1,388.4,269.38,17,193.8,,85.9,73.5,0,"0","","",387,,,,,,
16,225,"15/09/1998","30/09/1998",0.0393,0.0326,14.2,8.3,22.5,1035,40.68,33.74,143,-31.7,,14.5,75.9,0,"0","","",46,,,,,,
17,227,"15/09/1998","30/09/1998",0.0444,0.0338,13.6,8.6,22.2,1132.2,50.27,38.27,30,108.3,,88.6,56.5,0,"0","","",51,,,,,,
18,228,"15/09/1998","30/09/1998",0.0465,0.0339,8.8,11.3,20.1,1065.3,49.54,36.11,29,66.3,,75.3,57,0,"0","","",53,,,,,,
19,627,"15/09/1998","30/09/1998",0.0449,0.0303,18.9,15.1,34,1700,76.33,51.51,20,158.6,,37.3,77,0,"0","","",50,,,,,,
20,233,"15/09/1998","30/09/1998",0.0454,0.0311,14.6,8.4,23,6758.4,384.21,262.99,11,127.2,,84.3,62.3,0,"0","","",369,,,,,,
21,236,"15/09/1998","30/09/1998",0.0569,0.0486,6.8,5,11.8,5209.3,353.64,244.71,897,75.2,,25.8,75.2,0,"0","","",405,,,,,,
22,237,"15/09/1998","30/09/1998",0.0464,0.034,15,7,22,7767.5,397.31,322.08,49,136.4,,97.3,72.8,0,"0","","",403,,,,,,
23,240,"15/09/1998","30/09/1998",0.041,0.0305,14.5,9.1,23.6,1085.6,44.51,33.11,39,40.2,,77.8,56.2,0,"0","","",46,,,,,,
24,241,"15/09/1998","30/09/1998",0.0419,0.0316,15.9,10.3,26.2,4550,247.83,176.27,16,-96.1,,-7.3,51,0,"0","","",376,,,,,,
25,244,"15/09/1998","30/09/1998",0.0364,0.0352,9.9,7.4,17.3,4953.1,266.29,226.27,36,-58.9,,20.3,62.5,0,"0","","",400,,,,,,
26,246,"15/09/1998","30/09/1998",0.0386,0.0309,14,10,24,1392,53.73,43.01,10,102.5,,85.7,55.1,0,"0","","",58,,,,,,
27,249,"15/09/1998","30/09/1998",0.0333,0.0313,14.9,16.8,31.7,1711.8,57,53.58,21,82.3,,29.1,70.1,0,"0","","",54,,,,,,
28,250,"15/09/1998","30/09/1998",0.0501,0.0345,13.6,8.9,22.5,6407.9,361.52,257.8,199,93.1,,66,73.8,0,"0","","",360,,,,,,
29,251,"15/09/1998","30/09/1998",0.0519,0.0281,15.7,10.7,26.4,1293.6,67.14,36.35,19,38.8,,12.5,71.1,0,"0","","",49,,,,,,
30,252,"15/09/1998","30/09/1998",0.0351,0.028,17.2,11.5,28.7,6698.1,392.2,279.83,13,64.4,,37.1,68.6,0,"0","","",391,,,,,,
31,253,"15/09/1998","30/09/1998",0.0426,0.0256,18.7,11.8,30.5,1616.5,68.86,41.38,19,-14.2,,4.1,74,0,"0","","",53,,,,,,
32,256,"15/09/1998","30/09/1998",0.0445,0.0333,17.2,11.5,28.7,6906.8,387.17,299.14,33,61.1,,42.1,61.6,0,"0","","",403,,,,,,
33,258,"15/09/1998","30/09/1998",0.0469,0.0309,14.6,13.9,28.5,6455.8,255.29,199.32,24,-31,,10.2,73.1,3,"0","","",277,,,,,,
34,260,"15/09/1998","30/09/1998",0.0462,0.0322,15.1,12.5,27.6,1324.8,61.21,42.66,20,228.2,,120.5,53,0,"0","","",48,,,,,,
35,261,"15/09/1998","30/09/1998",0.0416,0.0326,14.3,10.2,24.5,1274,53,41.53,14,43.3,,74.4,74.2,0,"0","","",52,,,,,,
36,262,"15/09/1998","30/09/1998",0.0551,0.0399,18,10.9,28.9,6518.8,399.19,324.8,24,87.5,,78.3,67,0,"0","","",406,,,,,,
37,263,"15/09/1998","30/09/1998",0.0483,0.0345,12.9,10,22.9,6822.1,312.15,283.33,308,-2.4,,32.9,62.5,0,"0","","",402,,,,,,
38,54,"15/09/1998","30/09/1998",0.0462,0.0328,13.1,8.4,21.5,1397.5,64.56,45.84,123,203.9,,93.9,37,0,"0","","",65,,,,,,
39,265,"15/09/1998","30/09/1998",0.0261,0.0313,15.4,5.9,21.3,1256.7,32.8,39.33,17,-61.8,,54,75,0,"0","","",59,,,,,,
40,266,"15/09/1998","30/09/1998",0.0355,0.0296,19.5,14.3,33.8,1994.2,70.79,59.03,44,97.9,,45.3,74.6,0,"0","","",59,,,,,,
41,267,"15/09/1998","30/09/1998",0.0609,0.0406,18.1,10.6,28.7,6442.6,385.21,295.14,69,-48.3,,14.1,69,0,"0","","",393,,,,,,
42,15,"15/09/1998","30/09/1998",0.0496,0.0283,12.7,6.9,19.6,1038.8,51.52,29.4,27,63.8,,57.1,35.5,0,"0","","",53,,,,,,
43,273,"15/09/1998","30/09/1998",0.046,0.031,15.1,9.5,24.6,5054.9,329.1,226.63,66,46.8,,38.6,49.4,0,"0","","",408,,,,,,
44,275,"15/09/1998","30/09/1998",0.0494,0.0321,15.3,10.5,25.8,6073,353.6,251.67,25,32.9,,56.2,61.6,0,"0","","",374,,,,,,
45,276,"15/09/1998","30/09/1998",0.0389,0.0309,18.5,9.7,28.2,1466.4,57.04,45.31,95,91.1,,56.8,76,0,"0","","",52,,,,,,
46,277,"15/09/1998","30/09/1998",0.0498,0.0358,14.7,8.1,22.8,1322.4,65.86,47.34,18,128.5,,81.2,75.1,0,"0","","",58,,,,,,
47,278,"15/09/1998","30/09/1998",0.0483,0.0316,14,9.5,23.5,1245.5,60.16,39.36,13,-3.4,,-0.9,76.7,0,"0","","",53,,,,,,
48,279,"15/09/1998","30/09/1998",0.0434,0.0289,15.3,11.5,26.8,1474,63.97,42.6,17,1.9,,-8.6,70.7,0,"0","","",55,,,,,,
49,44,"15/09/1998","30/09/1998",0.0423,0.0304,13.3,7.1,20.4,1244.4,52.64,37.83,20,111.9,,73.6,36.6,0,"0","","",61,,,,,,
50,283,"15/09/1998","30/09/1998",0.0579,0.0378,14.4,10.3,24.7,7430.2,453.59,307.95,184,210.3,,114.5,62.1,0,"0","","",380,,,,,,
51,284,"15/09/1998","30/09/1998",0.0568,0.0308,14.1,12.1,26.2,4925.9,378.74,236.68,24,-74.5,,-29,65.8,0,"0","","",404,,,,,,
52,285,"15/09/1998","30/09/1998",0.0579,0.0366,10.6,8.3,18.9,5605.1,360.74,254.05,612,59.1,,66.7,75.5,0,"0","","",405,,,,,,
53,286,"15/09/1998","30/09/1998",0.0523,0.0327,11.1,7.4,18.5,1091.5,57.09,35.69,37,-71.4,,-22.4,70.5,0,"0","","",59,,,,,,
54,287,"15/09/1998","30/09/1998",0.0456,0.0306,12.8,9.6,22.4,1321.6,60.26,40.44,13,-52.7,,-37.6,65.5,0,"0","","",59,,,,,,
55,291,"15/09/1998","30/09/1998",0.0482,0.0352,12.8,11.7,24.5,1445.5,69.67,50.88,21,79.3,,27.4,76.2,0,"0","","",59,,,,,,
56,293,"15/09/1998","30/09/1998",0.0321,0.0296,17.8,10.9,28.7,6087.4,309.43,253.42,14,156.2,,90.6,50.8,0,"0","","",383,,,,,,
57,294,"15/09/1998","30/09/1998",0.0483,0.0337,15.3,9,24.3,1385.1,66.9,46.68,10,116.3,,76.5,65.4,0,"0","","",57,,,,,,
58,295,"15/09/1998","30/09/1998",0.0584,0.035,16.4,11.6,28,1596,93.21,55.86,30,212,,61.2,76.1,0,"0","","",57,,,,,,
59,296,"15/09/1998","30/09/1998",0.0589,0.0388,15.3,9,24.3,6405.9,402.12,305.52,34,45.7,,51.1,75.7,0,"0","","",391,,,,,,
60,297,"15/09/1998","30/09/1998",0.0447,0.0319,13.1,9.9,23,1334,59.63,42.55,20,1.2,,13.8,74.3,0,"0","","",58,,,,,,
61,628,"15/09/1998","30/09/1998",0.0499,0.0307,16.8,12,28.8,5238.1,366.77,234.92,26,76.5,,29.3,75.3,0,"0","","",369,,,,,,
62,300,"15/09/1998","30/09/1998",0.0405,0.0312,13.1,11.4,24.5,1421,57.55,44.34,11,38,,45.5,65.3,0,"0","","",58,,,,,,
63,301,"15/09/1998","30/09/1998",0.0469,0.0318,15.3,10.1,25.4,1270,59.56,40.39,47,56.7,,21.4,74.5,0,"0","","",50,,,,,,
64,302,"15/09/1998","30/09/1998",0.0457,0.0373,14.9,9.1,24,6832.7,375.86,316.3,3642,101.8,,81.7,61.7,0,"0","","",399,,,,,,
65,304,"15/09/1998","30/09/1998",0.0477,0.0307,12.5,9.3,21.8,1068.2,50.95,32.79,994,-63.3,,-16.3,74.6,0,"0","","",49,,,,,,
66,305,"15/09/1998","30/09/1998",0.0494,0.0344,11,8.1,19.1,5008.3,307.19,203.23,50,-69,,23.7,74.1,0,"0","","",370,,,,,,
67,306,"15/09/1998","30/09/1998",0.0472,0.0275,17.3,11.8,29.1,1571.4,74.17,43.21,152,35.2,,18.2,76.6,0,"0","","",54,,,,,,
68,307,"15/09/1998","30/09/1998",0.0362,0.0306,17.9,13.4,31.3,1502.4,54.39,45.97,17,115.1,,79.5,65.5,0,"0","","",48,,,,,,
69,308,"15/09/1998","30/09/1998",0.0437,0.0302,19,10.3,29.3,6197.1,376.54,272.54,76,-69.5,,-24.7,76.2,0,"0","","",402,,,,,,
70,311,"15/09/1998","30/09/1998",0.048,0.0334,11.3,8.4,19.7,1142.6,54.84,38.16,10,112.5,,108.2,57,0,"0","","",58,,,,,,
71,312,"15/09/1998","30/09/1998",0.0437,0.0318,14.4,10,24.4,1464,63.98,46.56,19,22.8,,32.1,71.3,0,"0","","",60,,,,,,
72,314,"15/09/1998","30/09/1998",0.0377,0.0309,19.5,12.7,32.2,7600.1,421.5,326.77,168,137.6,,118.5,73.9,0,"0","","",394,,,,,,
73,317,"15/09/1998","30/09/1998",0.0328,0.0311,14.1,12.7,26.8,1634.8,53.62,50.84,10,91,,58.5,56.9,0,"0","","",61,,,,,,
74,318,"15/09/1998","30/09/1998",0.0487,0.0331,10.1,5.5,15.6,904.8,44.06,29.95,16,-30.9,,0.4,75.1,0,"0","","",58,,,,,,
75,322,"15/09/1998","30/09/1998",0.0386,0.0288,15.6,10.1,25.7,1464.9,56.55,42.19,31,-39.1,,-17.1,73.6,0,"0","","",57,,,,,,
76,323,"15/09/1998","30/09/1998",0.0525,0.0329,14.4,9.7,24.1,1253.2,65.79,41.23,92,108.2,,70.7,75.2,0,"0","","",52,,,,,,
77,324,"15/09/1998","30/09/1998",0.0454,0.0318,13.7,9.4,23.1,1316.7,59.78,41.87,19,-35.3,,-25,74,0,"0","","",57,,,,,,
78,325,"15/09/1998","30/09/1998",0.0362,0.0346,12.3,8.5,20.8,1144,41.41,39.58,24,5.7,,38.8,74.9,0,"0","","",55,,,,,,
79,326,"15/09/1998","30/09/1998",0.0485,0.0309,21.5,9.7,31.2,0,0,0,11,,,100.2,68.9,3,"0","1","",0,,,,,,
80,329,"15/09/1998","30/09/1998",0.0319,0.0293,14.1,13.4,27.5,1705,54.39,49.96,14,3.3,,45.9,72.8,0,"0","","",62,,,,,,
81,330,"15/09/1998","30/09/1998",0.0415,0.0298,17,8.7,25.7,1516.3,62.93,45.19,14,37.6,,44.3,71.2,0,"0","","",59,,,,,,
82,331,"15/09/1998","30/09/1998",0.0418,0.031,18.9,12.2,31.1,1555,65,48.21,105,124.9,,29.4,65.3,0,"0","","",50,,,,,,
83,333,"15/09/1998","30/09/1998",0.0467,0.0307,17.2,9.6,26.8,1232.8,57.57,37.85,89,38.4,,42.5,74.5,0,"0","","",46,,,,,,
84,335,"15/09/1998","30/09/1998",0.0595,0.0327,12.3,8.7,21,1176,69.97,38.46,27,39,,29.3,71.2,0,"0","","",56,,,,,,
85,336,"15/09/1998","30/09/1998",0.0495,0.0351,11.8,5.9,17.7,4510.4,278.7,202.56,100,-38.7,,19.4,75.3,0,"0","","",373,,,,,,
86,337,"15/09/1998","30/09/1998",0.0499,0.0341,11.9,8.9,20.8,1144,57.09,39.01,23,-12.1,,-15.7,70.2,0,"0","","",55,,,,,,
87,338,"15/09/1998","30/09/1998",0.0521,0.0337,14.1,11.1,25.2,6004.3,392.35,285.84,37,24.2,,26.3,74,0,"0","","",406,,,,,,
88,339,"15/09/1998","30/09/1998",0.0334,0.029,14.4,7.6,22,1144,38.21,33.18,10,-111.2,,7.5,74.6,0,"0","","",52,,,,,,
89,340,"15/09/1998","30/09/1998",0.0435,0.0344,12.4,4.9,17.3,7393.2,409.42,295.36,13,180.7,,85.1,74.1,0,"0","","",400,,,,,,
90,342,"15/09/1998","30/09/1998",0.0443,0.0304,16.9,12.7,29.6,1391.2,61.63,42.29,11,98.8,,51.7,76.4,0,"0","","",47,,,,,,
91,344,"15/09/1998","30/09/1998",0.038,0.0341,10.5,6.4,16.9,5023.7,228.56,192.71,110,108.5,,63.1,47.6,0,"0","","",347,,,,,,
92,345,"15/09/1998","30/09/1998",0.0349,0.0267,16.1,9.1,25.2,1537.2,53.65,41.04,38,-34.5,,-16.5,74.9,0,"0","","",61,,,,,,
93,351,"15/09/1998","30/09/1998",0.0389,0.0292,13.5,12.5,26,1586,61.7,46.31,24,-24.4,,8.2,74.4,0,"0","","",61,,,,,,
94,354,"15/09/1998","30/09/1998",0.0444,0.0301,15.6,10.8,26.4,1452,64.47,43.71,15,28.2,,9.9,70.6,0,"0","","",55,,,,,,
95,355,"15/09/1998","30/09/1998",0.0423,0.0369,9.2,7.7,16.9,895.7,37.89,33.05,350,27.1,,98.5,76.2,0,"0","","",53,,,,,,
96,356,"15/09/1998","30/09/1998",0.0446,0.0334,17.7,12.6,30.3,6922.8,426.79,322.34,24,90.9,,54.3,73.4,0,"0","","",410,,,,,,
97,357,"15/09/1998","30/09/1998",0.0482,0.0367,14.2,10.5,24.7,7056.2,377.4,325.3,20,85.5,,52.4,68.5,0,"0","","",405,,,,,,
98,360,"15/09/1998","30/09/1998",0.0494,0.0324,18.8,11.2,30,1500,74.1,48.6,13,159.9,,56.5,70.7,0,"0","","",50,,,,,,
99,50,"15/09/1998","30/09/1998",0.0427,0.026,15.2,11.4,26.6,1383.2,59.06,35.96,34,122,,64.1,36.7,0,"0","","",52,,,,,,
100,363,"15/09/1998","30/09/1998",0.0532,0.0398,15.5,9.2,24.7,6254.8,404.32,296.68,151,34.4,,16.1,76.2,0,"0","","",413,,,,,,
101,367,"15/09/1998","30/09/1998",0.0484,0.0299,14.2,8.5,22.7,1316.6,63.72,39.37,26,61.1,,31.2,57.2,0,"0","","",58,,,,,,
102,372,"15/09/1998","30/09/1998",0.0444,0.0327,12.1,8.1,20.2,1151.4,51.12,37.65,21,-65,,-14.4,76.3,0,"0","","",57,,,,,,
103,373,"15/09/1998","30/09/1998",0.0413,0.0325,10,10.5,20.5,1107,45.72,35.98,25,-47.1,,20,65,0,"0","","",54,,,,,,
104,374,"15/09/1998","30/09/1998",0.0589,0.0366,13.3,9.1,22.4,6297.1,429.99,273.52,27,34.3,,-2.5,75.7,0,"0","","",398,,,,,,
105,375,"15/09/1998","30/09/1998",0.0454,0.031,16.8,11.7,28.5,1482,67.28,45.94,10,206.6,,101.3,56.7,0,"0","","",52,,,,,,
106,378,"15/09/1998","30/09/1998",0.0432,0.035,14.2,8.3,22.5,1170,50.54,40.95,20,100.6,,85.2,76.2,0,"0","","",52,,,,,,
107,383,"15/09/1998","30/09/1998",0.0449,0.0332,15.7,9.9,25.6,6581.5,348.74,274.92,58,124.7,,62.9,73.7,0,"0","","",363,,,,,,
108,384,"15/09/1998","30/09/1998",0.0452,0.0316,17.3,12.8,30.1,7506.5,504.69,344.35,14,246.4,,125,73.4,0,"0","","",403,,,,,,
109,387,"15/09/1998","30/09/1998",0.0488,0.0317,16,11.7,27.7,1523.5,74.35,48.29,14,135.7,,65,76.7,0,"0","","",55,,,,,,
110,388,"15/09/1998","30/09/1998",0.0508,0.0315,14.8,12.9,27.7,6668.5,437.28,307.76,22,149.6,,98.3,73.5,0,"0","","",391,,,,,,
111,390,"15/09/1998","30/09/1998",0.0429,0.0315,11.4,11,22.4,4595.3,222.31,169.8,15,-94.1,,-2.8,72.9,3,"0","","",283,,,,,,
112,391,"15/09/1998","30/09/1998",0.0505,0.0351,15.9,8.8,24.7,6380.1,426.31,302.63,299,120.3,,58.8,74,0,"0","","",400,,,,,,
113,392,"15/09/1998","30/09/1998",0.0403,0.0335,15,9.3,24.3,1360.8,54.84,45.59,63,78.2,,73.9,65.6,0,"0","","",56,,,,,,
114,394,"15/09/1998","30/09/1998",0.042,0.0298,11.8,6.9,18.7,0,0,0,23,,,20.4,51,3,"0","1","",0,,,,,,
115,395,"15/09/1998","30/09/1998",0.0508,0.03,13.7,12.5,26.2,1388.6,70.54,41.66,15,83.7,,69.1,70.3,0,"0","","",53,,,,,,
116,396,"15/09/1998","30/09/1998",0.0479,0.0335,17.1,11.2,28.3,6809.1,418.35,319.26,18,103.6,,57,73.3,0,"0","","",395,,,,,,
117,398,"15/09/1998","30/09/1998",0.0514,0.0346,16.6,11.3,27.9,6622.1,343.99,279.47,117,100.6,,62.3,50.5,0,"0","","",413,,,,,,
118,399,"15/09/1998","30/09/1998",0.0445,0.0331,16.7,12.7,29.4,1470,65.42,48.66,16,178,,96.9,70,0,"0","","",50,,,,,,
119,401,"15/09/1998","30/09/1998",0.0467,0.0276,14.3,8.7,23,1104,51.56,30.47,12,-81.9,,-20.6,76.9,0,"0","","",48,,,,,,
120,403,"15/09/1998","30/09/1998",0.0378,0.0319,16.5,12.1,28.6,1630.2,61.62,52,15,65.1,,25,76.3,0,"0","","",57,,,,,,
121,404,"15/09/1998","30/09/1998",0.0427,0.0328,12.1,8.9,21,1218,52.01,39.95,19,58.7,,19.2,51.8,0,"0","","",58,,,,,,
122,407,"15/09/1998","30/09/1998",0.0447,0.03,15.5,12.1,27.6,5886.2,348.3,253.65,48,0.1,,26.1,72.6,0,"0","","",371,,,,,,
123,411,"15/09/1998","30/09/1998",0.0349,0.0318,19.4,10.8,30.2,1510,52.7,48.02,15,136.7,,133.9,71.2,0,"0","","",50,,,,,,
124,413,"15/09/1998","30/09/1998",0.0486,0.0335,13.4,6.5,19.9,1134.3,55.13,38,22,87.8,,65.9,57.1,0,"0","","",57,,,,,,
125,414,"15/09/1998","30/09/1998",0.0471,0.0309,17.8,9.8,27.6,1600.8,75.4,49.46,20,138.9,,41.3,75.1,0,"0","","",58,,,,,,
126,415,"15/09/1998","30/09/1998",0.0566,0.0407,10.7,5.4,16.1,5003.9,255.54,218.44,36,-105.8,,-1.5,73.9,0,"0","","",367,,,,,,
127,416,"15/09/1998","30/09/1998",0.044,0.0327,16.2,7.1,23.3,7525,400.6,306.01,37,155.2,,92.2,75.6,0,"0","","",376,,,,,,
128,418,"15/09/1998","30/09/1998",0.0342,0.0278,16.8,9.6,26.4,1610.4,55.08,44.77,345,50.6,,58,74.3,0,"0","","",61,,,,,,
129,419,"15/09/1998","30/09/1998",0.0446,0.0375,11.6,7.7,19.3,1080.8,48.2,40.53,35,133.5,,100,55.2,0,"0","","",56,,,,,,
130,422,"15/09/1998","30/09/1998",0.0543,0.0335,13,8.3,21.3,1214.1,65.93,40.67,27,116.7,,61.2,56.7,0,"0","","",57,,,,,,
131,423,"15/09/1998","30/09/1998",0.047,0.0364,13,9.6,22.6,6519.9,375.06,277.4,22,157.1,,112.2,75.4,0,"0","","",379,,,,,,
132,424,"15/09/1998","30/09/1998",0.0385,0.0323,17.8,15.7,33.5,6994.7,362.41,305.46,14,74,,75.8,73.9,0,"0","","",368,,,,,,
133,425,"15/09/1998","30/09/1998",0.0465,0.0301,17,10.9,27.9,1478.7,68.76,44.51,15,99.5,,97.6,74.3,0,"0","","",53,,,,,,
134,426,"15/09/1998","30/09/1998",0.0491,0.0333,15.2,10.3,25.5,6104.9,402.41,297.03,30,71.9,,34.3,73.8,0,"0","","",405,,,,,,
135,427,"15/09/1998","30/09/1998",0.0448,0.0385,10.9,6.6,17.5,1015,45.47,39.08,51,-1.3,,73.3,72.7,0,"0","","",58,,,,,,
136,428,"15/09/1998","30/09/1998",0.0549,0.0334,13.3,11,24.3,1409.4,77.38,47.07,34,143.9,,84.2,65.6,0,"0","","",58,,,,,,
137,429,"15/09/1998","30/09/1998",0.0429,0.0319,14.5,11.2,25.7,5158.9,307.57,250.88,329,35.7,,18.1,60.8,0,"0","","",399,,,,,,
138,431,"15/09/1998","30/09/1998",0.053,0.0335,11.4,10.1,21.5,1225.5,64.95,41.05,28,133.3,,97.6,57.1,0,"0","","",57,,,,,,
139,432,"15/09/1998","30/09/1998",0.0483,0.034,14.5,8.6,23.1,1131.9,54.67,38.48,12,75.1,,74.2,75.2,0,"0","","",49,,,,,,
140,433,"15/09/1998","30/09/1998",0.0396,0.0278,15.6,13.6,29.2,1810.4,71.69,50.33,1681,-10.1,,-23.5,73.9,0,"0","","",62,,,,,,
141,434,"15/09/1998","30/09/1998",0.05,0.0369,13.9,9.1,23,5834.9,329.16,261.19,81,81.5,,64,75.6,0,"0","","",364,,,,,,
142,435,"15/09/1998","30/09/1998",0.0423,0.0303,14.5,13.9,28.4,6205.5,381.89,288.46,14,209.6,,95.9,60.8,0,"0","","",408,,,,,,
143,436,"15/09/1998","30/09/1998",0.0384,0.0319,15.4,10.4,25.8,1444.8,55.48,46.09,13,57.4,,31.6,75.3,0,"0","","",56,,,,,,
144,440,"15/09/1998","30/09/1998",0.0336,0.0286,20.1,15,35.1,1719.9,57.79,49.19,14,76.2,,25.3,71.1,0,"0","","",49,,,,,,
145,441,"15/09/1998","30/09/1998",0.0402,0.0281,15.9,8.2,24.1,1373.7,55.22,38.6,17,71.3,,96,76.5,0,"0","","",57,,,,,,
146,443,"15/09/1998","30/09/1998",0.0403,0.0347,12.5,8.2,20.7,1179.9,47.55,40.94,27,78,,50.8,45.2,0,"0","","",57,,,,,,
147,444,"15/09/1998","30/09/1998",0.053,0.0378,10,6.8,16.8,957.6,50.75,36.2,56,94.3,,62.9,57.2,0,"0","","",57,,,,,,
148,51,"15/09/1998","30/09/1998",0.0465,0.0307,13.2,11.3,24.5,1372,63.8,42.12,68,211.8,,104.9,36.4,0,"0","","",56,,,,,,
149,450,"15/09/1998","30/09/1998",0.0506,0.0303,18.4,7.1,25.5,4612.8,304.47,200.74,76,39,,41.3,50.5,0,"0","","",384,,,,,,
150,451,"15/09/1998","30/09/1998",0.0518,0.0303,14.3,8.7,23,5876.1,420.97,271.48,14,87,,39.6,68.8,0,"0","","",408,,,,,,
151,452,"15/09/1998","30/09/1998",0.0565,0.0334,16.6,11.5,28.1,5859.7,434.26,287.13,38,48.9,,70.4,72.1,0,"0","","",408,,,,,,
152,453,"15/09/1998","30/09/1998",0.0512,0.0312,16.5,11.5,28,1568,80.28,48.92,795,118.5,,37.6,76.8,0,"0","","",56,,,,,,
153,455,"15/09/1998","30/09/1998",0.0455,0.0366,9.9,5.6,15.5,899,40.9,32.9,43,13.3,,42.5,57.1,0,"0","","",58,,,,,,
154,456,"15/09/1998","30/09/1998",0.0445,0.0288,14.8,12.1,26.9,1506.4,67.03,43.38,111,-16.4,,-28.1,76.8,0,"0","","",56,,,,,,
155,457,"15/09/1998","30/09/1998",0.0463,0.032,16.5,9.5,26,1482,68.62,47.42,24,116,,68.6,68.8,0,"0","","",57,,,,,,
156,458,"15/09/1998","30/09/1998",0.0417,0.03,16.9,12.7,29.6,6996.1,398.77,295.74,13,103.2,,38.2,75.6,0,"0","","",372,,,,,,
157,459,"15/09/1998","30/09/1998",0.0455,0.0329,10.2,5.3,15.5,0,0,0,21,,,30.9,50.7,3,"0","1","",0,,,,,,
158,460,"15/09/1998","30/09/1998",0.0465,0.033,15,9.7,24.7,1358.5,63.17,44.83,420,57.2,,-27.1,75.5,0,"0","","",55,,,,,,
159,463,"15/09/1998","30/09/1998",0.0503,0.0304,9.9,8.5,18.4,846.4,42.57,25.73,22,-41.5,,26.4,50.8,0,"0","","",46,,,,,,
160,464,"15/09/1998","30/09/1998",0.0457,0.0321,14,10.1,24.1,1229.1,56.17,39.45,11,56.9,,70.1,71.1,0,"0","","",51,,,,,,
161,469,"15/09/1998","30/09/1998",0.0486,0.0267,14.8,11.4,26.2,4998.1,344.05,238.53,20,-67.6,,26.8,76,0,"0","","",394,,,,,,
162,471,"15/09/1998","30/09/1998",0.0434,0.0312,12.6,7.3,19.9,1094.5,47.5,34.15,39,-18.6,,6.4,57,0,"0","","",55,,,,,,
163,473,"15/09/1998","30/09/1998",0.0609,0.03,14,2.1,16.1,2887.2,151.73,107.13,90,-39.6,,10.5,50.9,3,"0","","",258,,,,,,
164,475,"15/09/1998","30/09/1998",0.0405,0.0305,12.2,6.6,18.8,1184.4,47.97,36.12,25,-29.6,,29.8,56.5,0,"0","","",63,,,,,,
165,481,"15/09/1998","30/09/1998",0.0478,0.032,13.3,8.3,21.6,1123.2,53.69,35.94,22,54,,42.1,56.3,0,"0","","",52,,,,,,
166,483,"15/09/1998","30/09/1998",0.0503,0.0299,13.5,8.8,22.3,1003.5,50.48,30,13,-60.7,,-24.1,74.6,0,"0","","",45,,,,,,
167,485,"15/09/1998","30/09/1998",0.05,0.037,10.3,5.2,15.5,899,44.95,33.26,23,-2.6,,2.3,55,0,"0","","",58,,,,,,
