CalvKey,CowKey,calvDate,calvType,assist,estimated,comment,VF,TechnicianID,ObservedFM,AbortionCause,CalvingEase
1,1, 03/09/11,NORMAL,NONE,0,,,,,,
2,5, 08/03/13,NORMAL,NONE,0,,,,,,
3,6, 23/02/15,NORMAL,NONE,0,,,,,,
4,7, 08/11/12,NORMAL,NONE,0,,,,,,
5,8, 20/11/12,NORMAL,NONE,0,,,,,,
6,10, 28/02/13,NORMAL,NONE,0,,,,,,
7,11, 31/03/11,NORMAL,NONE,0,,,,,,
8,12, 15/03/11,NORMAL,NONE,0,,,,,,
9,13, 17/03/15,NORMAL,NONE,0,,,,,,
10,15, 19/03/15,NORMAL,NONE,0,,,,,,
11,15, 07/03/16,NORMAL,NONE,0,,,,,,
12,16, 26/09/11,NORMAL,NONE,0,,,,,,
13,17, 18/11/14,NORMAL,NONE,0,,,,,,
14,17, 15/09/15,NORMAL,NONE,0,,,,,,
15,21, 01/03/13,NORMAL,NONE,0,,,,,,
16,24, 05/09/12,NORMAL,NONE,0,,,,,,
17,26, 05/03/12,NORMAL,NONE,0,,,,,,
18,29, 25/11/13,NORMAL,NONE,0,,,,,,
19,32, 16/03/11,NORMAL,NONE,0,,,,,,
20,34, 06/09/12,NORMAL,NONE,0,,,,,,
21,35, 05/03/13,NORMAL,NONE,0,,,,,,
22,37, 06/06/13,NORMAL,NONE,0,,,,,,
23,38, 14/11/15,NORMAL,NONE,0,,,,,,
24,38, 03/11/14,NORMAL,NONE,0,,,,,,
25,39, 08/03/13,NORMAL,NONE,0,,,,,,
26,41, 24/10/12,NORMAL,NONE,0,,,,,,
27,45, 30/09/13,NORMAL,NONE,0,,,,,,
28,47, 25/02/13,NORMAL,NONE,0,,,,,,
29,48, 15/06/16,NORMAL,NONE,0,,,,,,
30,48, 05/11/14,NORMAL,NONE,0,,,,,,
31,50, 06/09/15,NORMAL,NONE,0,,,,,,
32,50, 06/09/14,NORMAL,NONE,0,,,,,,
33,53, 10/11/12,NORMAL,NONE,0,,,,,,
34,54, 15/11/12,NORMAL,NONE,0,,,,,,
35,56, 06/03/13,NORMAL,NONE,0,,,,,,
36,59, 10/03/13,NORMAL,NONE,0,,,,,,
37,60, 05/03/13,NORMAL,NONE,0,,,,,,
38,61, 25/11/12,NORMAL,NONE,0,,,,,,
39,63, 29/03/13,NORMAL,NONE,0,,,,,,
40,65, 12/03/13,NORMAL,NONE,0,,,,,,
41,67, 13/06/14,NORMAL,NONE,0,,,,,,
42,74, 25/02/13,NORMAL,NONE,0,,,,,,
43,76, 12/03/13,NORMAL,NONE,0,,,,,,
44,77, 19/03/11,NORMAL,NONE,0,,,,,,
45,79, 11/11/14,NORMAL,NONE,0,,,,,,
46,82, 04/01/13,NORMAL,NONE,0,,,,,,
47,82, 07/09/15,NORMAL,NONE,0,,,,,,
48,84, 01/03/13,NORMAL,NONE,0,,,,,,
49,86, 14/03/15,NORMAL,NONE,0,,,,,,
50,87, 06/11/12,NORMAL,NONE,0,,,,,,
51,89, 31/10/14,NORMAL,NONE,0,,,,,,
52,89, 16/11/15,NORMAL,NONE,0,,,,,,
53,91, 01/03/13,NORMAL,NONE,0,,,,,,
54,94, 22/09/12,NORMAL,NONE,0,,,,,,
55,96, 05/03/13,NORMAL,NONE,0,,,,,,
56,97, 16/03/11,NORMAL,NONE,0,,,,,,
57,99, 01/10/14,NORMAL,NONE,0,,,,,,
58,99, 02/09/15,NORMAL,NONE,0,,,,,,
59,101, 13/06/16,NORMAL,NONE,0,,,,,,
60,101, 08/06/15,NORMAL,NONE,0,,,,,,
61,103, 04/09/14,NORMAL,NONE,0,,,,,,
62,103, 03/09/15,NORMAL,NONE,0,,,,,,
63,104, 07/09/12,NORMAL,NONE,0,,,,,,
64,105, 04/03/13,NORMAL,NONE,0,,,,,,
65,106, 28/02/13,NORMAL,NONE,0,,,,,,
66,107, 20/06/11,NORMAL,NONE,0,,,,,,
67,108, 12/09/13,NORMAL,NONE,0,,,,,,
68,109, 09/09/14,NORMAL,NONE,0,,,,,,
69,109, 05/09/15,NORMAL,NONE,0,,,,,,
70,112, 14/03/13,NORMAL,NONE,0,,,,,,
71,113, 08/02/12,NORMAL,NONE,0,,,,,,
72,114, 07/03/14,NORMAL,NONE,0,,,,,,
73,115, 23/09/15,NORMAL,NONE,0,,,,,,
74,115, 14/11/12,NORMAL,NONE,0,,,,,,
75,116, 23/06/14,NORMAL,NONE,0,,,,,,
76,118, 18/09/12,NORMAL,NONE,0,,,,,,
77,119, 13/09/12,NORMAL,NONE,0,,,,,,
78,121, 05/06/15,NORMAL,NONE,0,,,,,,
79,122, 19/09/12,NORMAL,NONE,0,,,,,,
80,123, 27/06/15,NORMAL,NONE,0,,,,,,
81,124, 17/12/12,NORMAL,NONE,0,,,,,,
82,126, 10/06/14,NORMAL,NONE,0,,,,,,
83,127, 12/06/14,NORMAL,NONE,0,,,,,,
84,128, 16/09/12,NORMAL,NONE,0,,,,,,
85,129, 09/03/14,NORMAL,NONE,0,,,,,,
86,130, 01/09/12,NORMAL,NONE,0,,,,,,
87,132, 17/02/13,NORMAL,NONE,0,,,,,,
88,133, 03/12/12,NORMAL,NONE,0,,,,,,
89,135, 05/03/13,NORMAL,NONE,0,,,,,,
90,136, 05/09/11,NORMAL,NONE,0,,,,,,
91,138, 02/06/14,NORMAL,NONE,0,,,,,,
92,139, 01/11/12,NORMAL,NONE,0,,,,,,
93,141, 13/09/11,NORMAL,NONE,0,,,,,,
94,144, 10/06/14,NORMAL,NONE,0,,,,,,
95,145, 01/11/09,NORMAL,NONE,0,,,,,,
96,147, 01/03/13,NORMAL,NONE,0,,,,,,
97,150, 11/09/12,NORMAL,NONE,0,,,,,,
98,151, 08/09/13,NORMAL,NONE,0,,,,,,
99,152, 07/09/13,NORMAL,NONE,0,,,,,,
100,153, 09/09/12,NORMAL,NONE,0,,,,,,
101,154, 27/03/13,NORMAL,NONE,0,,,,,,
102,155, 04/09/12,NORMAL,NONE,0,,,,,,
103,156, 07/06/12,NORMAL,NONE,0,,,,,,
104,158, 09/06/14,NORMAL,NONE,0,,,,,,
105,160, 01/03/13,NORMAL,NONE,0,,,,,,
106,162, 13/11/14,NORMAL,NONE,0,,,,,,
107,163, 09/04/13,NORMAL,NONE,0,,,,,,
108,164, 12/06/11,NORMAL,NONE,0,,,,,,
109,165, 18/03/11,NORMAL,NONE,0,,,,,,
110,168, 22/03/11,NORMAL,NONE,0,,,,,,
111,169, 28/11/12,NORMAL,NONE,0,,,,,,
112,170, 26/09/11,NORMAL,NONE,0,,,,,,
113,171, 01/04/11,NORMAL,NONE,0,,,,,,
114,173, 06/06/15,NORMAL,NONE,0,,,,,,
115,174, 27/03/13,NORMAL,NONE,0,,,,,,
116,177, 07/06/12,NORMAL,NONE,0,,,,,,
117,178, 11/11/14,NORMAL,NONE,0,,,,,,
118,179, 29/09/11,NORMAL,NONE,0,,,,,,
119,181, 05/03/12,NORMAL,NONE,0,,,,,,
120,182, 12/09/12,NORMAL,NONE,0,,,,,,
121,182, 01/03/16,NORMAL,NONE,0,,,,,,
122,186, 09/06/15,NORMAL,NONE,0,,,,,,
123,186, 06/06/16,NORMAL,NONE,0,,,,,,
124,188, 22/02/13,NORMAL,NONE,0,,,,,,
125,189, 06/11/14,NORMAL,NONE,0,,,,,,
126,191, 01/09/12,NORMAL,NONE,0,,,,,,
127,196, 10/03/14,NORMAL,NONE,0,,,,,,
128,197, 05/03/13,NORMAL,NONE,0,,,,,,
129,198, 14/03/14,NORMAL,NONE,0,,,,,,
130,199, 08/09/12,NORMAL,NONE,0,,,,,,
131,201, 08/06/14,NORMAL,NONE,0,,,,,,
132,203, 01/04/11,NORMAL,NONE,0,,,,,,
133,206, 29/03/15,NORMAL,NONE,0,,,,,,
134,206, 05/03/16,NORMAL,NONE,0,,,,,,
135,207, 05/09/12,NORMAL,NONE,0,,,,,,
136,209, 25/11/15,NORMAL,NONE,0,,,,,,
137,209, 15/11/14,NORMAL,NONE,0,,,,,,
138,213, 23/02/14,NORMAL,NONE,0,,,,,,
139,215, 05/03/13,NORMAL,NONE,0,,,,,,
140,216, 10/09/11,NORMAL,NONE,0,,,,,,
141,217, 12/06/16,NORMAL,NONE,0,,,,,,
142,217, 07/06/15,NORMAL,NONE,0,,,,,,
143,218, 13/03/12,NORMAL,NONE,0,,,,,,
144,220, 21/11/11,NORMAL,NONE,0,,,,,,
145,221, 01/03/13,NORMAL,NONE,0,,,,,,
146,222, 05/03/13,NORMAL,NONE,0,,,,,,
147,223, 27/11/15,NORMAL,NONE,0,,,,,,
148,223, 20/11/14,NORMAL,NONE,0,,,,,,
149,226, 06/09/11,NORMAL,NONE,0,,,,,,
150,227, 16/09/12,NORMAL,NONE,0,,,,,,
151,229, 14/09/14,NORMAL,NONE,0,,,,,,
152,232, 28/03/14,NORMAL,NONE,0,,,,,,
153,233, 04/03/13,NORMAL,NONE,0,,,,,,
154,236, 06/09/13,NORMAL,NONE,0,,,,,,
155,237, 05/09/12,NORMAL,NONE,0,,,,,,
156,238, 08/09/12,NORMAL,NONE,0,,,,,,
157,239, 14/02/13,NORMAL,NONE,0,,,,,,
158,239, 04/09/15,NORMAL,NONE,0,,,,,,
159,240, 12/09/12,NORMAL,NONE,0,,,,,,
160,241, 07/11/12,NORMAL,NONE,0,,,,,,
161,243, 01/03/13,NORMAL,NONE,0,,,,,,
162,246, 07/09/12,NORMAL,NONE,0,,,,,,
163,249, 27/10/11,NORMAL,NONE,0,,,,,,
164,252, 11/09/12,NORMAL,NONE,0,,,,,,
165,255, 01/09/11,NORMAL,NONE,0,,,,,,
166,258, 11/03/13,NORMAL,NONE,0,,,,,,
167,259, 06/03/13,NORMAL,NONE,0,,,,,,
168,260, 23/03/15,NORMAL,NONE,0,,,,,,
169,260, 02/03/16,NORMAL,NONE,0,,,,,,
170,262, 08/03/12,NORMAL,NONE,0,,,,,,
171,263, 05/03/13,NORMAL,NONE,0,,,,,,
172,264, 15/06/11,NORMAL,NONE,0,,,,,,
173,267, 28/03/11,NORMAL,NONE,0,,,,,,
174,268, 21/02/13,NORMAL,NONE,0,,,,,,
175,270, 07/03/15,NORMAL,NONE,0,,,,,,
176,271, 16/03/14,NORMAL,NONE,0,,,,,,
177,273, 01/03/13,NORMAL,NONE,0,,,,,,
178,274, 15/03/14,NORMAL,NONE,0,,,,,,
179,275, 05/03/13,NORMAL,NONE,0,,,,,,
180,278, 15/03/12,NORMAL,NONE,0,,,,,,
181,279, 16/03/14,NORMAL,NONE,0,,,,,,
182,280, 07/09/15,NORMAL,NONE,0,,,,,,
183,280, 06/09/14,NORMAL,NONE,0,,,,,,
184,281, 02/09/11,NORMAL,NONE,0,,,,,,
185,282, 06/06/15,NORMAL,NONE,0,,,,,,
186,285, 05/09/15,NORMAL,NONE,0,,,,,,
187,285, 02/09/14,NORMAL,NONE,0,,,,,,
188,289, 22/02/13,NORMAL,NONE,0,,,,,,
189,290, 10/03/14,NORMAL,NONE,0,,,,,,
190,292, 12/09/12,NORMAL,NONE,0,,,,,,
191,293, 14/03/12,NORMAL,NONE,0,,,,,,
192,294, 27/03/12,NORMAL,NONE,0,,,,,,
193,296, 14/03/13,NORMAL,NONE,0,,,,,,
194,298, 05/04/13,NORMAL,NONE,0,,,,,,
195,300, 26/03/13,NORMAL,NONE,0,,,,,,
196,301, 05/03/13,NORMAL,NONE,0,,,,,,
197,305, 10/06/14,NORMAL,NONE,0,,,,,,
198,307, 20/11/14,NORMAL,NONE,0,,,,,,
199,307, 14/11/15,NORMAL,NONE,0,,,,,,
200,308, 19/03/15,NORMAL,NONE,0,,,,,,
201,309, 23/06/14,NORMAL,NONE,0,,,,,,
202,310, 09/09/13,NORMAL,NONE,0,,,,,,
203,311, 19/07/13,NORMAL,NONE,0,,,,,,
204,314, 16/03/15,NORMAL,NONE,0,,,,,,
205,315, 15/03/13,NORMAL,NONE,0,,,,,,
206,317, 06/03/13,NORMAL,NONE,0,,,,,,
207,318, 07/03/13,NORMAL,NONE,0,,,,,,
208,319, 11/03/13,NORMAL,NONE,0,,,,,,
209,321, 14/03/14,NORMAL,NONE,0,,,,,,
210,323, 10/06/14,NORMAL,NONE,0,,,,,,
211,325, 14/11/15,NORMAL,NONE,0,,,,,,
212,325, 05/11/14,NORMAL,NONE,0,,,,,,
213,327, 09/03/14,NORMAL,NONE,0,,,,,,
214,328, 15/11/14,NORMAL,NONE,0,,,,,,
215,329, 10/03/12,NORMAL,NONE,0,,,,,,
216,331, 30/11/12,NORMAL,NONE,0,,,,,,
217,332, 04/03/12,NORMAL,NONE,0,,,,,,
218,334, 29/08/11,NORMAL,NONE,0,,,,,,
219,337, 20/06/12,NORMAL,NONE,0,,,,,,
220,338, 05/03/13,NORMAL,NONE,0,,,,,,
221,339, 30/10/12,NORMAL,NONE,0,,,,,,
222,340, 10/03/15,NORMAL,NONE,0,,,,,,
223,341, 01/03/13,NORMAL,NONE,0,,,,,,
224,342, 12/03/15,NORMAL,NONE,0,,,,,,
225,343, 10/03/12,NORMAL,NONE,0,,,,,,
226,344, 24/10/12,NORMAL,NONE,0,,,,,,
227,348, 11/11/14,NORMAL,NONE,0,,,,,,
228,349, 16/11/15,NORMAL,NONE,0,,,,,,
229,349, 07/11/14,NORMAL,NONE,0,,,,,,
230,350, 26/03/13,NORMAL,NONE,0,,,,,,
231,354, 08/09/12,NORMAL,NONE,0,,,,,,
232,355, 11/09/12,NORMAL,NONE,0,,,,,,
233,356, 14/03/14,NORMAL,NONE,0,,,,,,
234,359, 05/06/14,NORMAL,NONE,0,,,,,,
235,362, 17/03/11,NORMAL,NONE,0,,,,,,
236,363, 08/03/15,NORMAL,NONE,0,,,,,,
237,364, 15/06/16,NORMAL,NONE,0,,,,,,
238,364, 11/06/15,NORMAL,NONE,0,,,,,,
239,366, 12/06/14,NORMAL,NONE,0,,,,,,
240,371, 17/09/11,NORMAL,NONE,0,,,,,,
241,372, 17/06/13,NORMAL,NONE,0,,,,,,
242,374, 15/09/13,NORMAL,NONE,0,,,,,,
243,375, 03/11/12,NORMAL,NONE,0,,,,,,
244,376, 28/02/13,NORMAL,NONE,0,,,,,,
245,378, 08/09/14,NORMAL,NONE,0,,,,,,
246,378, 05/09/15,NORMAL,NONE,0,,,,,,
247,379, 20/11/15,NORMAL,NONE,0,,,,,,
248,379, 07/11/14,NORMAL,NONE,0,,,,,,
249,380, 08/09/13,NORMAL,NONE,0,,,,,,
250,381, 07/06/16,NORMAL,NONE,0,,,,,,
251,381, 05/06/15,NORMAL,NONE,0,,,,,,
252,384, 07/06/12,NORMAL,NONE,0,,,,,,
253,385, 18/03/14,NORMAL,NONE,0,,,,,,
254,386, 11/11/14,NORMAL,NONE,0,,,,,,
255,387, 18/06/13,NORMAL,NONE,0,,,,,,
256,388, 07/09/14,NORMAL,NONE,0,,,,,,
257,388, 04/09/15,NORMAL,NONE,0,,,,,,
258,390, 07/06/15,NORMAL,NONE,0,,,,,,
259,390, 05/06/16,NORMAL,NONE,0,,,,,,
260,391, 24/02/13,NORMAL,NONE,0,,,,,,
261,392, 05/09/12,NORMAL,NONE,0,,,,,,
262,393, 06/09/14,NORMAL,NONE,0,,,,,,
263,394, 24/10/12,NORMAL,NONE,0,,,,,,
264,395, 10/03/14,NORMAL,NONE,0,,,,,,
265,397, 25/02/13,NORMAL,NONE,0,,,,,,
266,401, 05/03/12,NORMAL,NONE,0,,,,,,
267,402, 22/11/15,NORMAL,NONE,0,,,,,,
268,402, 15/11/14,NORMAL,NONE,0,,,,,,
269,403, 11/03/14,NORMAL,NONE,0,,,,,,
270,405, 05/11/12,NORMAL,NONE,0,,,,,,
271,407, 14/06/11,NORMAL,NONE,0,,,,,,
272,410, 11/09/12,NORMAL,NONE,0,,,,,,
273,411, 09/09/13,NORMAL,NONE,0,,,,,,
274,412, 08/03/15,NORMAL,NONE,0,,,,,,
275,413, 08/03/15,NORMAL,NONE,0,,,,,,
276,416, 25/02/13,NORMAL,NONE,0,,,,,,
277,419, 05/03/13,NORMAL,NONE,0,,,,,,
278,420, 09/09/12,NORMAL,NONE,0,,,,,,
279,421, 08/09/13,NORMAL,NONE,0,,,,,,
280,422, 07/09/14,NORMAL,NONE,0,,,,,,
281,424, 10/09/12,NORMAL,NONE,0,,,,,,
282,425, 14/09/14,NORMAL,NONE,0,,,,,,
283,427, 07/09/12,NORMAL,NONE,0,,,,,,
284,429, 10/11/15,NORMAL,NONE,0,,,,,,
285,429, 01/11/14,NORMAL,NONE,0,,,,,,
286,431, 07/09/11,NORMAL,NONE,0,,,,,,
287,432, 09/06/15,NORMAL,NONE,0,,,,,,
288,432, 08/06/16,NORMAL,NONE,0,,,,,,
289,433, 22/10/11,NORMAL,NONE,0,,,,,,
290,434, 28/10/14,NORMAL,NONE,0,,,,,,
291,435, 18/11/15,NORMAL,NONE,0,,,,,,
292,435, 04/11/14,NORMAL,NONE,0,,,,,,
293,437, 08/11/12,NORMAL,NONE,0,,,,,,
294,438, 27/03/12,NORMAL,NONE,0,,,,,,
295,439, 08/03/12,NORMAL,NONE,0,,,,,,
296,440, 27/11/14,NORMAL,NONE,0,,,,,,
297,440, 09/11/15,NORMAL,NONE,0,,,,,,
298,441, 02/11/12,NORMAL,NONE,0,,,,,,
299,443, 15/09/12,NORMAL,NONE,0,,,,,,
300,448, 29/12/12,NORMAL,NONE,0,,,,,,
301,450, 01/09/11,NORMAL,NONE,0,,,,,,
302,453, 10/09/14,NORMAL,NONE,0,,,,,,
303,454, 13/11/12,NORMAL,NONE,0,,,,,,
304,455, 14/06/13,NORMAL,NONE,0,,,,,,
305,456, 25/02/13,NORMAL,NONE,0,,,,,,
306,457, 12/09/14,NORMAL,NONE,0,,,,,,
307,458, 12/11/14,NORMAL,NONE,0,,,,,,
308,461, 14/06/16,NORMAL,NONE,0,,,,,,
309,461, 09/06/15,NORMAL,NONE,0,,,,,,
310,462, 30/10/12,NORMAL,NONE,0,,,,,,
311,463, 29/02/16,NORMAL,NONE,0,,,,,,
312,463, 15/11/14,NORMAL,NONE,0,,,,,,
313,464, 18/06/13,NORMAL,NONE,0,,,,,,
314,465, 04/11/14,NORMAL,NONE,0,,,,,,
315,466, 14/11/12,NORMAL,NONE,0,,,,,,
316,467, 15/03/15,NORMAL,NONE,0,,,,,,
317,471, 20/02/15,NORMAL,NONE,0,,,,,,
318,472, 01/04/12,NORMAL,NONE,0,,,,,,
319,474, 05/03/13,NORMAL,NONE,0,,,,,,
320,477, 12/09/11,NORMAL,NONE,0,,,,,,
321,484, 25/11/14,NORMAL,NONE,0,,,,,,
322,484, 10/11/15,NORMAL,NONE,0,,,,,,
323,489, 22/02/13,NORMAL,NONE,0,,,,,,
324,490, 18/09/12,NORMAL,NONE,0,,,,,,
325,491, 17/03/15,NORMAL,NONE,0,,,,,,
326,493, 22/09/15,NORMAL,NONE,0,,,,,,
327,493, 04/09/14,NORMAL,NONE,0,,,,,,
328,496, 11/09/13,NORMAL,NONE,0,,,,,,
329,497, 14/09/12,NORMAL,NONE,0,,,,,,
330,498, 15/11/12,NORMAL,NONE,0,,,,,,
331,500, 14/03/12,NORMAL,NONE,0,,,,,,
332,501, 04/09/14,NORMAL,NONE,0,,,,,,
333,505, 07/09/11,NORMAL,NONE,0,,,,,,
334,506, 09/03/13,NORMAL,NONE,0,,,,,,
335,507, 07/09/12,NORMAL,NONE,0,,,,,,
336,508, 04/10/13,NORMAL,NONE,0,,,,,,
337,509, 23/01/12,NORMAL,NONE,0,,,,,,
338,511, 06/11/12,NORMAL,NONE,0,,,,,,
339,512, 28/10/14,NORMAL,NONE,0,,,,,,
340,512, 10/11/15,NORMAL,NONE,0,,,,,,
341,513, 18/11/15,NORMAL,NONE,0,,,,,,
342,513, 10/11/14,NORMAL,NONE,0,,,,,,
343,514, 17/06/13,NORMAL,NONE,0,,,,,,
344,515, 11/09/12,NORMAL,NONE,0,,,,,,
345,516, 15/03/14,NORMAL,NONE,0,,,,,,
346,517, 10/11/15,NORMAL,NONE,0,,,,,,
347,517, 01/11/14,NORMAL,NONE,0,,,,,,
348,518, 29/11/11,NORMAL,NONE,0,,,,,,
349,519, 06/11/14,NORMAL,NONE,0,,,,,,
350,520, 05/11/14,NORMAL,NONE,0,,,,,,
351,521, 16/09/12,NORMAL,NONE,0,,,,,,
352,522, 13/11/14,NORMAL,NONE,0,,,,,,
353,523, 09/11/12,NORMAL,NONE,0,,,,,,
354,524, 07/03/15,NORMAL,NONE,0,,,,,,
355,525, 22/11/15,NORMAL,NONE,0,,,,,,
356,525, 11/11/14,NORMAL,NONE,0,,,,,,
357,526, 19/11/13,NORMAL,NONE,0,,,,,,
358,528, 07/11/11,NORMAL,NONE,0,,,,,,
359,529, 05/04/13,NORMAL,NONE,0,,,,,,
360,531, 05/03/13,NORMAL,NONE,0,,,,,,
361,532, 11/09/12,NORMAL,NONE,0,,,,,,
362,535, 10/11/12,NORMAL,NONE,0,,,,,,
363,537, 09/11/11,NORMAL,NONE,0,,,,,,
364,538, 15/09/12,NORMAL,NONE,0,,,,,,
365,539, 26/08/15,NORMAL,NONE,0,,,,,,
366,540, 10/03/15,NORMAL,NONE,0,,,,,,
367,541, 10/11/12,NORMAL,NONE,0,,,,,,
368,542, 27/03/13,NORMAL,NONE,0,,,,,,
369,543, 29/02/12,NORMAL,NONE,0,,,,,,
370,545, 05/02/12,NORMAL,NONE,0,,,,,,
371,546, 15/03/15,NORMAL,NONE,0,,,,,,
372,547, 15/07/13,NORMAL,NONE,0,,,,,,
373,549, 27/06/16,NORMAL,NONE,0,,,,,,
374,549, 02/06/15,NORMAL,NONE,0,,,,,,
375,550, 15/11/12,NORMAL,NONE,0,,,,,,
376,554, 09/11/14,NORMAL,NONE,0,,,,,,
377,555, 07/03/15,NORMAL,NONE,0,,,,,,
378,557, 27/11/15,NORMAL,NONE,0,,,,,,
379,557, 06/11/14,NORMAL,NONE,0,,,,,,
380,558, 12/09/12,NORMAL,NONE,0,,,,,,
381,559, 23/11/15,NORMAL,NONE,0,,,,,,
382,559, 09/11/14,NORMAL,NONE,0,,,,,,
383,560, 21/11/12,NORMAL,NONE,0,,,,,,
384,561, 12/11/14,NORMAL,NONE,0,,,,,,
385,563, 04/03/13,NORMAL,NONE,0,,,,,,
386,566, 23/11/12,NORMAL,NONE,0,,,,,,
387,567, 18/06/15,NORMAL,NONE,0,,,,,,
388,568, 18/11/14,NORMAL,NONE,0,,,,,,
389,569, 04/09/14,NORMAL,NONE,0,,,,,,
390,570, 05/11/12,NORMAL,NONE,0,,,,,,
391,573, 01/03/13,NORMAL,NONE,0,,,,,,
392,575, 09/03/16,NORMAL,NONE,0,,,,,,
393,575, 09/03/15,NORMAL,NONE,0,,,,,,
394,578, 24/10/12,NORMAL,NONE,0,,,,,,
395,579, 03/03/13,NORMAL,NONE,0,,,,,,
396,580, 13/11/12,NORMAL,NONE,0,,,,,,
397,582, 27/06/16,NORMAL,NONE,0,,,,,,
398,582, 14/06/15,NORMAL,NONE,0,,,,,,
399,584, 02/03/13,NORMAL,NONE,0,,,,,,
400,585, 06/09/11,NORMAL,NONE,0,,,,,,
401,586, 22/11/15,NORMAL,NONE,0,,,,,,
402,586, 03/11/14,NORMAL,NONE,0,,,,,,
403,588, 11/06/14,NORMAL,NONE,0,,,,,,
404,589, 13/11/14,NORMAL,NONE,0,,,,,,
405,591, 23/11/15,NORMAL,NONE,0,,,,,,
406,591, 22/11/14,NORMAL,NONE,0,,,,,,
407,592, 15/03/14,NORMAL,NONE,0,,,,,,
408,593, 01/03/13,NORMAL,NONE,0,,,,,,
409,595, 05/11/12,NORMAL,NONE,0,,,,,,
410,596, 12/09/12,NORMAL,NONE,0,,,,,,
411,602, 07/12/12,NORMAL,NONE,0,,,,,,
412,604, 15/09/12,NORMAL,NONE,0,,,,,,
413,605, 27/09/13,NORMAL,NONE,0,,,,,,
414,606, 12/03/14,NORMAL,NONE,0,,,,,,
415,610, 27/03/13,NORMAL,NONE,0,,,,,,
416,611, 12/06/16,NORMAL,NONE,0,,,,,,
417,611, 09/06/15,NORMAL,NONE,0,,,,,,
418,612, 07/12/12,NORMAL,NONE,0,,,,,,
419,615, 16/09/12,NORMAL,NONE,0,,,,,,
420,616, 10/11/12,NORMAL,NONE,0,,,,,,
421,618, 16/06/13,NORMAL,NONE,0,,,,,,
422,621, 30/10/12,NORMAL,NONE,0,,,,,,
423,622, 04/09/14,NORMAL,NONE,0,,,,,,
424,622, 03/09/15,NORMAL,NONE,0,,,,,,
425,623, 23/11/12,NORMAL,NONE,0,,,,,,
426,624, 13/11/12,NORMAL,NONE,0,,,,,,
427,627, 07/11/11,NORMAL,NONE,0,,,,,,
428,628, 21/11/11,NORMAL,NONE,0,,,,,,
429,629, 08/11/12,NORMAL,NONE,0,,,,,,
430,630, 11/09/12,NORMAL,NONE,0,,,,,,
431,635, 18/09/12,NORMAL,NONE,0,,,,,,
432,638, 25/02/13,NORMAL,NONE,0,,,,,,
433,639, 11/11/14,NORMAL,NONE,0,,,,,,
434,640, 13/03/14,NORMAL,NONE,0,,,,,,
435,641, 19/11/12,NORMAL,NONE,0,,,,,,
436,642, 18/06/13,NORMAL,NONE,0,,,,,,
437,643, 18/11/14,NORMAL,NONE,0,,,,,,
438,644, 12/09/12,NORMAL,NONE,0,,,,,,
439,645, 02/11/12,NORMAL,NONE,0,,,,,,
440,650, 28/02/13,NORMAL,NONE,0,,,,,,
441,651, 27/03/13,NORMAL,NONE,0,,,,,,
442,653, 28/02/13,NORMAL,NONE,0,,,,,,
443,654, 07/03/13,NORMAL,NONE,0,,,,,,
444,655, 10/11/12,NORMAL,NONE,0,,,,,,
445,657, 06/11/12,NORMAL,NONE,0,,,,,,
446,658, 06/11/12,NORMAL,NONE,0,,,,,,
447,663, 19/11/15,NORMAL,NONE,0,,,,,,
448,663, 04/11/14,NORMAL,NONE,0,,,,,,
449,664, 05/11/12,NORMAL,NONE,0,,,,,,
450,665, 03/03/14,NORMAL,NONE,0,,,,,,
451,666, 23/06/15,NORMAL,NONE,0,,,,,,
452,666, 12/06/16,NORMAL,NONE,0,,,,,,
453,669, 19/11/12,NORMAL,NONE,0,,,,,,
454,671, 08/11/12,NORMAL,NONE,0,,,,,,
455,672, 21/09/13,NORMAL,NONE,0,,,,,,
456,674, 03/11/12,NORMAL,NONE,0,,,,,,
457,675, 30/11/12,NORMAL,NONE,0,,,,,,
458,677, 19/11/15,NORMAL,NONE,0,,,,,,
459,677, 09/11/14,NORMAL,NONE,0,,,,,,
460,678, 29/08/12,NORMAL,NONE,0,,,,,,
461,684, 15/03/14,NORMAL,NONE,0,,,,,,
462,686, 06/09/12,NORMAL,NONE,0,,,,,,
463,689, 16/06/12,NORMAL,NONE,0,,,,,,
464,690, 09/09/12,NORMAL,NONE,0,,,,,,
465,692, 22/11/12,NORMAL,NONE,0,,,,,,
466,693, 05/03/13,NORMAL,NONE,0,,,,,,
467,694, 11/11/14,NORMAL,NONE,0,,,,,,
468,696, 11/09/12,NORMAL,NONE,0,,,,,,
469,698, 01/03/16,NORMAL,NONE,0,,,,,,
470,699, 20/09/12,NORMAL,NONE,0,,,,,,
471,701, 15/03/15,NORMAL,NONE,0,,,,,,
472,706, 22/09/12,NORMAL,NONE,0,,,,,,
473,707, 13/11/12,NORMAL,NONE,0,,,,,,
474,722, 28/02/13,NORMAL,NONE,0,,,,,,
475,723, 06/09/12,NORMAL,NONE,0,,,,,,
476,728, 05/08/13,NORMAL,NONE,0,,,,,,
477,729, 27/09/14,NORMAL,NONE,0,,,,,,
478,735, 06/09/13,NORMAL,NONE,0,,,,,,
479,736, 07/09/12,NORMAL,NONE,0,,,,,,
480,738, 12/06/16,NORMAL,NONE,0,,,,,,
