vreKey,cowKey,vreDate,reason,diagnosis,extra,vetKey,comment
5005,8070,23/06/16,PREGD,PREG,LASTSERVICE,,
5006,8071,23/06/16,PREGD,PREG,LASTSERVICE,,
5007,8074,23/06/16,PREGD,PREG,LASTSERVICE,,
5008,8075,23/06/16,PREGD,PREG,LASTSERVICE,,
5009,8078,23/06/16,PREGD,PREG,LASTSERVICE,,
5010,8080,23/06/16,PREGD,PREG,LASTSERVICE,,
5011,8081,23/06/16,PREGD,PREG,LASTSERVICE,,
5012,8082,23/06/16,PREGD,PREG,LASTSERVICE,,
5013,8084,23/06/16,PREGD,PREG,LASTSERVICE,,
5014,8085,23/06/16,PREGD,PREG,LASTSERVICE,,
5015,8086,23/06/16,PREGD,EMPTY,,,
5016,8087,23/06/16,PREGD,PREG,LASTSERVICE,,
5017,8089,23/06/16,PREGD,EMPTY,,,
5018,8090,23/06/16,PREGD,PREG,LASTSERVICE,,
5019,8091,23/06/16,PREGD,EMPTY,,,
5020,8092,23/06/16,PREGD,PREG,LASTSERVICE,,
5021,8093,23/06/16,PREGD,PREG,LASTSERVICE,,
5022,8094,23/06/16,PREGD,PREG,LASTSERVICE,,
5023,8097,23/06/16,PREGD,EMPTY,,,
5024,8098,23/06/16,PREGD,PREG,LASTSERVICE,,
5025,8101,21/03/16,PREGD,PREG,LASTSERVICE,,
5026,8102,23/06/16,PREGD,EMPTY,,,
5027,8103,23/06/16,PREGD,PREG,LASTSERVICE,,
5028,8105,23/06/16,PREGD,PREG,LASTSERVICE,,
5029,8106,23/06/16,PREGD,PREG,LASTSERVICE,,
5030,8108,23/06/16,PREGD,EMPTY,,,
5031,8109,23/06/16,PREGD,PREG,LASTSERVICE,,
5032,8111,23/06/16,PREGD,PREG,LASTSERVICE,,
5033,8112,23/06/16,PREGD,PREG,LASTSERVICE,,
5034,8113,23/06/16,PREGD,EMPTY,,,
5035,8114,23/06/16,PREGD,PREG,LASTSERVICE,,
5036,8116,23/06/16,PREGD,PREG,LASTSERVICE,,
5037,8119,23/06/16,PREGD,PREG,LASTSERVICE,,
5038,8123,23/06/16,PREGD,EMPTY,,,
5039,8125,23/06/16,PREGD,PREG,LASTSERVICE,,
5040,8126,23/06/16,PREGD,PREG,LASTSERVICE,,
5041,8127,23/06/16,PREGD,PREG,LASTSERVICE,,
5042,8129,23/06/16,PREGD,PREG,LASTSERVICE,,
5043,8131,23/06/16,PREGD,PREG,LASTSERVICE,,
5044,8132,23/06/16,PREGD,PREG,LASTSERVICE,,
5045,8133,23/06/16,PREGD,PREG,LASTSERVICE,,
5046,8135,23/06/16,PREGD,EMPTY,,,
5047,8137,23/06/16,PREGD,PREG,LASTSERVICE,,
5048,8141,23/06/16,PREGD,PREG,LASTSERVICE,,
5049,8142,23/06/16,PREGD,PREG,LASTSERVICE,,
5050,8144,23/06/16,PREGD,PREG,LASTSERVICE,,
5051,8147,23/06/16,PREGD,PREG,LASTSERVICE,,
5052,8148,23/06/16,PREGD,PREG,LASTSERVICE,,
5053,8149,23/06/16,PREGD,PREG,LASTSERVICE,,
5054,8152,23/06/16,PREGD,PREG,LASTSERVICE,,
5055,8153,23/06/16,PREGD,PREG,LASTSERVICE,,
5056,8154,23/06/16,PREGD,PREG,LASTSERVICE,,
5057,8155,23/06/16,PREGD,PREG,LASTSERVICE,,
5058,8156,23/06/16,PREGD,PREG,LASTSERVICE,,
5059,8156,22/12/15,PREGD,EMPTY,,,
5060,8156,21/03/16,PREGD,EMPTY,,,
5061,8157,23/06/16,PREGD,PREG,LASTSERVICE,,
5062,8159,23/06/16,PREGD,PREG,LASTSERVICE,,
5063,8161,23/06/16,PREGD,PREG,LASTSERVICE,,
5064,8161,21/03/16,PREGD,EMPTY,,,
5065,8163,21/03/16,PREGD,PREG,LASTSERVICE,,
5066,8165,21/03/16,PREGD,PREG,LASTSERVICE,,
5067,8166,23/06/16,PREGD,PREG,LASTSERVICE,,
5068,8166,21/03/16,PREGD,EMPTY,,,
5069,8168,23/06/16,PREGD,PREG,LASTSERVICE,,
5070,8169,23/06/16,PREGD,PREG,LASTSERVICE,,
5071,8170,23/06/16,PREGD,PREG,LASTSERVICE,,
5072,8172,23/06/16,PREGD,PREG,LASTSERVICE,,
5073,8172,21/03/16,PREGD,EMPTY,,,
5074,8173,23/06/16,PREGD,PREG,LASTSERVICE,,
5075,8173,21/03/16,PREGD,EMPTY,,,
5076,8174,23/06/16,PREGD,PREG,LASTSERVICE,,
5077,8175,23/06/16,PREGD,PREG,LASTSERVICE,,
5078,8176,21/03/16,PREGD,EMPTY,,,
5079,8177,23/06/16,PREGD,PREG,LASTSERVICE,,
5080,8179,23/06/16,PREGD,PREG,LASTSERVICE,,
5081,8180,21/03/16,PREGD,PREG,LASTSERVICE,,
5082,8181,23/06/16,PREGD,PREG,LASTSERVICE,,
5083,8182,23/06/16,PREGD,PREG,LASTSERVICE,,
5084,8182,22/12/15,PREGD,EMPTY,,,
5085,8182,21/03/16,PREGD,EMPTY,,,
5086,8183,23/06/16,PREGD,PREG,LASTSERVICE,,
5087,8184,21/03/16,PREGD,PREG,LASTSERVICE,,
5088,8185,21/03/16,PREGD,PREG,LASTSERVICE,,
5089,8186,21/03/16,PREGD,PREG,LASTSERVICE,,
5090,8187,23/06/16,PREGD,PREG,LASTSERVICE,,
5091,8188,22/12/15,PREGD,EMPTY,,,
5092,8188,21/03/16,PREGD,PREG,LASTSERVICE,,
5093,8189,23/06/16,PREGD,PREG,LASTSERVICE,,
5094,8189,21/03/16,PREGD,EMPTY,,,
5095,8191,23/06/16,PREGD,PREG,LASTSERVICE,,
5096,8191,22/12/15,PREGD,EMPTY,,,
5097,8191,21/03/16,PREGD,EMPTY,,,
5098,8192,23/06/16,PREGD,PREG,LASTSERVICE,,
5099,8195,23/06/16,PREGD,PREG,LASTSERVICE,,
5100,8198,23/06/16,PREGD,PREG,LASTSERVICE,,
5101,8199,23/06/16,PREGD,PREG,LASTSERVICE,,
5102,8200,21/03/16,PREGD,PREG,LASTSERVICE,,
5103,8202,23/06/16,PREGD,PREG,LASTSERVICE,,
5104,8204,23/06/16,PREGD,PREG,LASTSERVICE,,
5105,8206,23/06/16,PREGD,PREG,LASTSERVICE,,
5106,8208,23/06/16,PREGD,PREG,LASTSERVICE,,
5107,8209,23/06/16,PREGD,PREG,LASTSERVICE,,
5108,8211,23/06/16,PREGD,PREG,LASTSERVICE,,
5109,8213,23/06/16,PREGD,PREG,LASTSERVICE,,
5110,8215,23/06/16,PREGD,PREG,LASTSERVICE,,
5111,8216,23/06/16,PREGD,PREG,LASTSERVICE,,
5112,8217,23/06/16,PREGD,EMPTY,,,
5113,8220,23/06/16,PREGD,PREG,LASTSERVICE,,
5114,8221,23/06/16,PREGD,PREG,LASTSERVICE,,
5115,8223,23/06/16,PREGD,PREG,LASTSERVICE,,
5116,8225,23/06/16,PREGD,PREG,LASTSERVICE,,
5117,8227,23/06/16,PREGD,PREG,LASTSERVICE,,
5118,8229,23/06/16,PREGD,PREG,LASTSERVICE,,
5119,8230,23/06/16,PREGD,PREG,LASTSERVICE,,
5120,8231,23/06/16,PREGD,PREG,LASTSERVICE,,
5121,8238,23/06/16,PREGD,PREG,LASTSERVICE,,
5122,8241,23/06/16,PREGD,PREG,LASTSERVICE,,
5123,8242,23/06/16,PREGD,PREG,LASTSERVICE,,
