CalvKey,CowKey,calvDate,calvType,assist,estimated,comment,VF,TechnicianID,ObservedFM,AbortionCause,CalvingEase,LactNo
1683,567,2014-09-08,NORMAL,NONE,0,,,,,,,2
1686,567,2016-09-13,NORMAL,NONE,0,,,,,,,2
1687,568,2014-09-03,NORMAL,NONE,0,,,,,,,2
1690,568,2016-09-07,NORMAL,NONE,0,,,,,,,2
1691,569,2014-09-12,NORMAL,NONE,0,,,,,,,2
1692,569,2015-09-10,NORMAL,NONE,0,,,,,,,3
1693,570,2014-10-01,NORMAL,NONE,0,,,,,,,2
1696,570,2016-09-11,NORMAL,NONE,0,,,,,,,2
1697,571,2014-09-10,NORMAL,NONE,0,,,,,,,2
1698,571,2015-09-10,NORMAL,NONE,0,,,,,,,1
1699,571,2016-09-10,NORMAL,NONE,0,,,,,,,2
1700,572,2015-04-05,NORMAL,NONE,0,,,,,,,2
1703,573,2014-10-01,NORMAL,NONE,0,,,,,,,2
1704,573,2015-09-09,NORMAL,NONE,0,,,,,,,1
1705,574,2014-09-10,NORMAL,NONE,0,,,,,,,2
1706,574,2015-09-14,NORMAL,NONE,0,,,,,,,3
1707,575,2014-11-15,NORMAL,NONE,0,,,,,,,1
1709,576,2014-09-08,NORMAL,NONE,0,,,,,,,2
1710,576,2015-09-10,NORMAL,NONE,0,,,,,,,3
1711,577,2014-09-11,NORMAL,NONE,0,,,,,,,2
1714,578,2014-11-15,NORMAL,NONE,0,,,,,,,2
1715,578,2015-11-23,NORMAL,NONE,0,,,,,,,1
1716,579,2014-11-11,NORMAL,NONE,0,,,,,,,2
1719,579,2016-11-13,NORMAL,NONE,0,,,,,,,2
1720,580,2014-12-02,NORMAL,NONE,0,,,,,,,2
1723,581,2014-09-08,NORMAL,NONE,0,,,,,,,2
1726,581,2016-08-26,NORMAL,NONE,0,,,,,,,2
1727,582,2014-09-08,NORMAL,NONE,0,,,,,,,1
1730,582,2016-11-14,NORMAL,NONE,0,,,,,,,2
1731,583,2014-09-08,NORMAL,NONE,0,,,,,,,2
1732,583,2015-09-09,NORMAL,NONE,0,,,,,,,1
1733,583,2016-09-10,NORMAL,NONE,0,,,,,,,2
1734,584,2014-02-17,NORMAL,NONE,0,,,,,,,1
1735,584,2015-12-01,NORMAL,NONE,0,,,,,,,1
1736,584,2016-11-28,NORMAL,NONE,0,,,,,,,2
1737,585,2014-11-15,NORMAL,NONE,0,,,,,,,2
1738,586,2014-09-15,NORMAL,NONE,0,,,,,,,1
1741,586,2016-09-08,NORMAL,NONE,0,,,,,,,2
1742,588,2014-11-22,NORMAL,NONE,0,,,,,,,2
1743,588,2015-11-17,NORMAL,NONE,0,,,,,,,1
1744,588,2016-11-23,NORMAL,NONE,0,,,,,,,2
1745,589,2014-09-20,NORMAL,NONE,0,,,,,,,1
1748,589,2016-09-06,NORMAL,NONE,0,,,,,,,2
1749,590,2014-11-20,NORMAL,NONE,0,,,,,,,2
1752,590,2016-11-20,NORMAL,NONE,0,,,,,,,2
1753,591,2014-11-26,NORMAL,NONE,0,,,,,,,2
1756,591,2016-11-22,NORMAL,NONE,0,,,,,,,2
1757,592,2014-11-13,NORMAL,NONE,0,,,,,,,2
1760,593,2015-04-06,NORMAL,NONE,0,,,,,,,2
1763,594,2014-09-16,NORMAL,NONE,0,,,,,,,1
1766,595,2014-09-10,NORMAL,NONE,0,,,,,,,2
1769,595,2016-06-30,NORMAL,NONE,0,,,,,,,2
1770,596,2013-11-21,NORMAL,NONE,0,,,,,,,1
1771,597,2014-03-19,NORMAL,NONE,0,,,,,,,1
1774,598,2014-09-15,NORMAL,NONE,0,,,,,,,1
1777,599,2013-11-11,NORMAL,NONE,0,,,,,,,1
1778,599,2015-10-02,NORMAL,NONE,0,,,,,,,2
1781,600,2014-11-15,NORMAL,NONE,0,,,,,,,2
1784,600,2016-11-20,NORMAL,NONE,0,,,,,,,2
1785,601,2013-11-19,NORMAL,NONE,0,,,,,,,1
1786,601,2015-10-01,NORMAL,NONE,0,,,,,,,1
1787,602,2014-11-15,NORMAL,NONE,0,,,,,,,2
1790,603,2015-04-06,NORMAL,NONE,0,,,,,,,2
1793,604,2014-06-01,NORMAL,NONE,0,,,,,,,1
1795,605,2013-10-15,NORMAL,NONE,0,,,,,,,1
1796,606,2014-12-02,NORMAL,NONE,0,,,,,,,2
1799,607,2015-07-02,NORMAL,NONE,0,,,,,,,2
1800,607,2016-06-08,NORMAL,NONE,0,,,,,,,1
1801,608,2014-03-15,NORMAL,NONE,0,,,,,,,1
1802,608,2015-11-17,NORMAL,NONE,0,,,,,,,1
1803,608,2016-11-18,NORMAL,NONE,0,,,,,,,2
1804,609,2015-04-07,NORMAL,NONE,0,,,,,,,2
1807,610,2014-03-10,NORMAL,NONE,0,,,,,,,1
1810,610,2016-11-22,NORMAL,NONE,0,,,,,,,2
1811,611,2014-09-03,NORMAL,NONE,0,,,,,,,1
1814,611,2016-09-10,NORMAL,NONE,0,,,,,,,2
1815,612,2015-04-03,NORMAL,NONE,0,,,,,,,2
1818,613,2015-07-08,NORMAL,NONE,0,,,,,,,2
1819,613,2016-06-08,NORMAL,NONE,0,,,,,,,1
1820,614,2014-06-10,NORMAL,NONE,0,,,,,,,1
1822,614,2016-11-14,NORMAL,NONE,0,,,,,,,2
1823,615,2014-06-16,NORMAL,NONE,0,,,,,,,1
1826,615,2016-11-28,NORMAL,NONE,0,,,,,,,2
1827,616,2015-07-15,NORMAL,NONE,0,,,,,,,2
1828,616,2016-06-10,NORMAL,NONE,0,,,,,,,1
1829,617,2015-04-03,NORMAL,NONE,0,,,,,,,2
1832,618,2015-07-07,NORMAL,NONE,0,,,,,,,2
1833,618,2016-06-11,NORMAL,NONE,0,,,,,,,1
1834,619,2015-07-07,NORMAL,NONE,0,,,,,,,2
1835,619,2016-06-10,NORMAL,NONE,0,,,,,,,1
1836,620,2015-07-11,NORMAL,NONE,0,,,,,,,2
1837,620,2016-06-09,NORMAL,NONE,0,,,,,,,1
1838,621,2014-06-11,NORMAL,NONE,0,,,,,,,1
1839,621,2015-11-23,NORMAL,NONE,0,,,,,,,1
1840,621,2016-11-16,NORMAL,NONE,0,,,,,,,2
1841,622,2014-06-08,NORMAL,NONE,0,,,,,,,1
1842,622,2015-11-17,NORMAL,NONE,0,,,,,,,1
1843,622,2016-11-14,NORMAL,NONE,0,,,,,,,2
1844,623,2015-07-06,NORMAL,NONE,0,,,,,,,2
1845,623,2016-06-05,NORMAL,NONE,0,,,,,,,1
1846,624,2015-04-10,NORMAL,NONE,0,,,,,,,2
1849,625,2015-07-11,NORMAL,NONE,0,,,,,,,2
1850,625,2016-06-05,NORMAL,NONE,0,,,,,,,1
1851,626,2014-06-11,NORMAL,NONE,0,,,,,,,1
1854,626,2016-11-13,NORMAL,NONE,0,,,,,,,2
1855,627,2014-03-26,NORMAL,NONE,0,,,,,,,1
1858,628,2014-09-10,NORMAL,NONE,0,,,,,,,1
1861,628,2016-09-14,NORMAL,NONE,0,,,,,,,2
1862,629,2015-04-11,NORMAL,NONE,0,,,,,,,2
1865,630,2014-09-10,NORMAL,NONE,0,,,,,,,1
1868,631,2015-07-07,NORMAL,NONE,0,,,,,,,2
1869,631,2016-06-05,NORMAL,NONE,0,,,,,,,3
1870,632,2014-09-03,NORMAL,NONE,0,,,,,,,1
1871,632,2015-09-08,NORMAL,NONE,0,,,,,,,2
1872,632,2016-11-09,NORMAL,NONE,0,,,,,,,3
1873,633,2015-07-06,NORMAL,NONE,0,,,,,,,2
1874,633,2016-06-11,NORMAL,NONE,0,,,,,,,1
1875,634,2015-07-10,NORMAL,NONE,0,,,,,,,2
1876,634,2016-06-08,NORMAL,NONE,0,,,,,,,1
1877,635,2015-07-05,NORMAL,NONE,0,,,,,,,2
1878,635,2016-06-09,NORMAL,NONE,0,,,,,,,1
1879,636,2014-09-11,NORMAL,NONE,0,,,,,,,1
1882,637,2014-03-29,NORMAL,NONE,0,,,,,,,1
1883,637,2016-02-29,NORMAL,NONE,0,,,,,,,1
1884,638,2015-06-19,NORMAL,NONE,0,,,,,,,2
1885,639,2015-07-10,NORMAL,NONE,0,,,,,,,2
1886,639,2016-06-08,NORMAL,NONE,0,,,,,,,1
1887,640,2014-06-19,NORMAL,NONE,0,,,,,,,1
1890,640,2016-11-20,NORMAL,NONE,0,,,,,,,2
1891,641,2014-06-10,NORMAL,NONE,0,,,,,,,1
1894,641,2016-11-22,NORMAL,NONE,0,,,,,,,2
1895,642,2014-03-31,NORMAL,NONE,0,,,,,,,1
1896,642,2015-12-01,NORMAL,NONE,0,,,,,,,1
1897,643,2014-09-10,NORMAL,NONE,0,,,,,,,1
1900,643,2016-09-07,NORMAL,NONE,0,,,,,,,2
1901,644,2014-09-25,NORMAL,NONE,0,,,,,,,1
1902,644,2015-09-09,NORMAL,NONE,0,,,,,,,1
1903,644,2016-09-05,NORMAL,NONE,0,,,,,,,2
1904,645,2015-07-12,NORMAL,NONE,0,,,,,,,2
1905,645,2016-06-09,NORMAL,NONE,0,,,,,,,1
1906,646,2014-09-18,NORMAL,NONE,0,,,,,,,1
1907,646,2015-09-14,NORMAL,NONE,0,,,,,,,1
1908,646,2016-09-12,NORMAL,NONE,0,,,,,,,2
1909,647,2015-07-07,NORMAL,NONE,0,,,,,,,2
1911,647,2016-09-10,NORMAL,NONE,0,,,,,,,2
1912,648,2015-07-06,NORMAL,NONE,0,,,,,,,2
1913,648,2016-06-05,NORMAL,NONE,0,,,,,,,1
1914,649,2015-07-10,NORMAL,NONE,0,,,,,,,1
1916,649,2016-09-12,NORMAL,NONE,0,,,,,,,2
1917,650,2015-07-11,NORMAL,NONE,0,,,,,,,2
1918,650,2016-06-13,NORMAL,NONE,0,,,,,,,1
1919,651,2015-07-11,NORMAL,NONE,0,,,,,,,2
1920,651,2016-06-08,NORMAL,NONE,0,,,,,,,1
1921,652,2015-06-29,NORMAL,NONE,0,,,,,,,2
1922,652,2016-06-09,NORMAL,NONE,0,,,,,,,1
1923,653,2014-10-08,NORMAL,NONE,0,,,,,,,1
1926,653,2016-11-15,NORMAL,NONE,0,,,,,,,2
1927,654,2015-07-07,NORMAL,NONE,0,,,,,,,2
1928,654,2016-06-05,NORMAL,NONE,0,,,,,,,1
1929,655,2015-07-08,NORMAL,NONE,0,,,,,,,2
1930,655,2016-06-22,NORMAL,NONE,0,,,,,,,1
1931,656,2015-04-03,NORMAL,NONE,0,,,,,,,2
1934,657,2014-06-14,NORMAL,NONE,0,,,,,,,1
1935,657,2016-06-20,NORMAL,NONE,0,,,,,,,1
1936,658,2015-07-10,NORMAL,NONE,0,,,,,,,1
1938,659,2014-09-09,NORMAL,NONE,0,,,,,,,1
1941,659,2016-09-08,NORMAL,NONE,0,,,,,,,2
1942,660,2015-07-13,NORMAL,NONE,0,,,,,,,2
1943,660,2016-06-11,NORMAL,NONE,0,,,,,,,1
1944,661,2015-06-30,NORMAL,NONE,0,,,,,,,2
1945,661,2016-06-11,NORMAL,NONE,0,,,,,,,1
1946,662,2014-06-09,NORMAL,NONE,0,,,,,,,1
1948,663,2014-06-05,NORMAL,NONE,0,,,,,,,1
1951,663,2016-09-13,NORMAL,NONE,0,,,,,,,2
1952,664,2015-07-09,NORMAL,NONE,0,,,,,,,2
1953,664,2016-06-05,NORMAL,NONE,0,,,,,,,1
1954,665,2015-07-09,NORMAL,NONE,0,,,,,,,2
1955,665,2016-06-05,NORMAL,NONE,0,,,,,,,1
1956,666,2014-09-15,NORMAL,NONE,0,,,,,,,1
1957,666,2015-09-14,NORMAL,NONE,0,,,,,,,1
1958,666,2016-09-10,NORMAL,NONE,0,,,,,,,2
1959,667,2015-04-04,NORMAL,NONE,0,,,,,,,2
1962,668,2015-04-07,NORMAL,NONE,0,,,,,,,1
1963,668,2016-09-13,NORMAL,NONE,0,,,,,,,2
1964,669,2015-07-13,NORMAL,NONE,0,,,,,,,2
1965,669,2016-06-14,NORMAL,NONE,0,,,,,,,1
1966,670,2015-07-10,NORMAL,NONE,0,,,,,,,2
1967,670,2016-06-10,NORMAL,NONE,0,,,,,,,1
1968,671,2014-06-14,NORMAL,NONE,0,,,,,,,1
1971,671,2016-09-10,NORMAL,NONE,0,,,,,,,2
1972,672,2014-11-02,NORMAL,NONE,0,,,,,,,2
1975,673,2015-07-10,NORMAL,NONE,0,,,,,,,2
1976,673,2016-06-09,NORMAL,NONE,0,,,,,,,1
1977,674,2014-06-14,NORMAL,NONE,0,,,,,,,1
1980,675,2015-07-13,NORMAL,NONE,0,,,,,,,2
1981,675,2016-06-09,NORMAL,NONE,0,,,,,,,1
1982,676,2014-03-19,NORMAL,NONE,0,,,,,,,1
1983,677,2014-03-31,NORMAL,NONE,0,,,,,,,1
1987,678,2015-07-12,NORMAL,NONE,0,,,,,,,2
1988,678,2016-06-17,NORMAL,NONE,0,,,,,,,1
1989,679,2015-06-30,NORMAL,NONE,0,,,,,,,2
1990,679,2016-06-05,NORMAL,NONE,0,,,,,,,1
1991,680,2014-06-01,NORMAL,NONE,0,,,,,,,1
1992,680,2015-12-01,NORMAL,NONE,0,,,,,,,1
1993,681,2014-06-06,NORMAL,NONE,0,,,,,,,1
1996,681,2016-11-14,NORMAL,NONE,0,,,,,,,2
1997,682,2015-07-09,NORMAL,NONE,0,,,,,,,2
1998,682,2016-06-12,NORMAL,NONE,0,,,,,,,1
1999,683,2014-09-15,NORMAL,NONE,0,,,,,,,2
2002,683,2016-11-18,NORMAL,NONE,0,,,,,,,2
2003,684,2015-07-15,NORMAL,NONE,0,,,,,,,2
2004,684,2016-05-23,NORMAL,NONE,0,,,,,,,2
2005,685,2014-11-15,NORMAL,NONE,0,,,,,,,1
2008,686,2014-08-30,NORMAL,NONE,0,,,,,,,1
2011,686,2016-09-10,NORMAL,NONE,0,,,,,,,2
2012,687,2015-04-06,NORMAL,NONE,0,,,,,,,2
2015,688,2014-09-08,NORMAL,NONE,0,,,,,,,1
2016,688,2015-09-14,NORMAL,NONE,0,,,,,,,2
2017,688,2016-09-07,NORMAL,NONE,0,,,,,,,3
2018,689,2015-07-18,NORMAL,NONE,0,,,,,,,2
2019,689,2016-06-10,NORMAL,NONE,0,,,,,,,1
2020,690,2015-07-10,NORMAL,NONE,0,,,,,,,1
2022,691,2015-07-08,NORMAL,NONE,0,,,,,,,2
2024,691,2016-09-06,NORMAL,NONE,0,,,,,,,2
2025,692,2015-07-08,NORMAL,NONE,0,,,,,,,2
2026,692,2016-06-10,NORMAL,NONE,0,,,,,,,1
2027,693,2014-11-22,NORMAL,NONE,0,,,,,,,1
2030,694,2015-07-07,NORMAL,NONE,0,,,,,,,2
2031,694,2016-06-08,NORMAL,NONE,0,,,,,,,1
2032,695,2015-07-10,NORMAL,NONE,0,,,,,,,2
2033,695,2016-06-10,NORMAL,NONE,0,,,,,,,1
2034,696,2015-07-07,NORMAL,NONE,0,,,,,,,2
2035,696,2016-06-09,NORMAL,NONE,0,,,,,,,1
2036,697,2015-07-07,NORMAL,NONE,0,,,,,,,2
2037,697,2016-06-09,NORMAL,NONE,0,,,,,,,1
2038,698,2014-10-01,NORMAL,NONE,0,,,,,,,1
2039,698,2015-09-09,NORMAL,NONE,0,,,,,,,1
2040,698,2016-09-08,NORMAL,NONE,0,,,,,,,2
2041,699,2014-07-02,NORMAL,NONE,0,,,,,,,1
2042,699,2015-11-23,NORMAL,NONE,0,,,,,,,1
2043,699,2016-11-13,NORMAL,NONE,0,,,,,,,2
2044,700,2015-07-17,NORMAL,NONE,0,,,,,,,2
2045,700,2016-06-10,NORMAL,NONE,0,,,,,,,1
2046,701,2014-09-03,NORMAL,NONE,0,,,,,,,1
2049,701,2016-09-10,NORMAL,NONE,0,,,,,,,2
2050,702,2015-07-07,NORMAL,NONE,0,,,,,,,2
2051,702,2016-06-05,NORMAL,NONE,0,,,,,,,1
2052,703,2015-07-11,NORMAL,NONE,0,,,,,,,2
2053,703,2016-06-11,NORMAL,NONE,0,,,,,,,1
2054,704,2014-08-28,NORMAL,NONE,0,,,,,,,1
2057,704,2016-09-13,NORMAL,NONE,0,,,,,,,2
2058,705,2015-07-07,NORMAL,NONE,0,,,,,,,2
2059,705,2016-06-10,NORMAL,NONE,0,,,,,,,1
2060,706,2015-07-19,NORMAL,NONE,0,,,,,,,2
2061,706,2016-06-09,NORMAL,NONE,0,,,,,,,1
2062,707,2015-07-13,NORMAL,NONE,0,,,,,,,2
2063,707,2016-06-15,NORMAL,NONE,0,,,,,,,1
2064,708,2014-06-15,NORMAL,NONE,0,,,,,,,1
2067,708,2016-09-28,NORMAL,NONE,0,,,,,,,2
2068,709,2014-06-10,NORMAL,NONE,0,,,,,,,1
2071,709,2016-09-12,NORMAL,NONE,0,,,,,,,2
2072,710,2014-09-20,NORMAL,NONE,0,,,,,,,1
2073,710,2015-10-01,NORMAL,NONE,0,,,,,,,1
2074,710,2016-09-10,NORMAL,NONE,0,,,,,,,2
2075,711,2015-07-07,NORMAL,NONE,0,,,,,,,2
2077,712,2015-07-13,NORMAL,NONE,0,,,,,,,2
2078,712,2016-06-11,NORMAL,NONE,0,,,,,,,3
2079,713,2014-09-03,NORMAL,NONE,0,,,,,,,1
2082,713,2016-11-28,NORMAL,NONE,0,,,,,,,2
2083,714,2015-07-10,NORMAL,NONE,0,,,,,,,2
2084,714,2016-06-17,NORMAL,NONE,0,,,,,,,1
2085,715,2015-07-09,NORMAL,NONE,0,,,,,,,2
2086,715,2016-06-05,NORMAL,NONE,0,,,,,,,3
2087,716,2015-07-10,NORMAL,NONE,0,,,,,,,2
2088,716,2016-06-11,NORMAL,NONE,0,,,,,,,1
2089,717,2015-04-04,NORMAL,NONE,0,,,,,,,1
2092,718,2014-06-17,NORMAL,NONE,0,,,,,,,2
2095,718,2016-09-12,NORMAL,NONE,0,,,,,,,2
2096,719,2015-07-12,NORMAL,NONE,0,,,,,,,2
2097,719,2016-06-10,NORMAL,NONE,0,,,,,,,1
2098,720,2014-09-15,NORMAL,NONE,0,,,,,,,1
2101,720,2016-09-12,NORMAL,NONE,0,,,,,,,2
2102,721,2015-07-07,NORMAL,NONE,0,,,,,,,2
2103,721,2016-06-05,NORMAL,NONE,0,,,,,,,1
2104,722,2014-06-10,NORMAL,NONE,0,,,,,,,1
2107,723,2015-07-08,NORMAL,NONE,0,,,,,,,2
2108,723,2016-06-05,NORMAL,NONE,0,,,,,,,1
2109,724,2015-07-07,NORMAL,NONE,0,,,,,,,2
2110,724,2016-06-06,NORMAL,NONE,0,,,,,,,1
2111,725,2015-07-18,NORMAL,NONE,0,,,,,,,2
2112,725,2016-06-12,NORMAL,NONE,0,,,,,,,1
2113,726,2015-09-08,NORMAL,NONE,0,,,,,,,1
2115,726,2016-11-12,NORMAL,NONE,0,,,,,,,2
2116,727,2015-04-07,NORMAL,NONE,0,,,,,,,1
2118,728,2015-04-24,NORMAL,NONE,0,,,,,,,2
2121,728,2016-11-07,NORMAL,NONE,0,,,,,,,2
2122,729,2015-07-09,NORMAL,NONE,0,,,,,,,2
2123,729,2016-06-14,NORMAL,NONE,0,,,,,,,1
2124,730,2015-07-11,NORMAL,NONE,0,,,,,,,2
2125,730,2016-06-11,NORMAL,NONE,0,,,,,,,1
2126,731,2015-07-10,NORMAL,NONE,0,,,,,,,1
2127,731,2016-09-11,NORMAL,NONE,0,,,,,,,2
2128,732,2014-06-08,NORMAL,NONE,0,,,,,,,1
2129,732,2015-09-14,NORMAL,NONE,0,,,,,,,1
2130,732,2016-11-10,NORMAL,NONE,0,,,,,,,2
2131,733,2014-03-27,NORMAL,NONE,0,,,,,,,1
2134,733,2016-11-15,NORMAL,NONE,0,,,,,,,2
2135,734,2015-07-06,NORMAL,NONE,0,,,,,,,2
2136,734,2016-06-05,NORMAL,NONE,0,,,,,,,1
2137,735,2014-06-08,NORMAL,NONE,0,,,,,,,1
2139,735,2016-09-12,NORMAL,NONE,0,,,,,,,2
2140,736,2015-07-11,NORMAL,NONE,0,,,,,,,2
2141,736,2016-06-10,NORMAL,NONE,0,,,,,,,1
2142,737,2015-07-10,NORMAL,NONE,0,,,,,,,2
2143,737,2016-06-09,NORMAL,NONE,0,,,,,,,1
2144,738,2015-07-14,NORMAL,NONE,0,,,,,,,2
2145,738,2016-06-13,NORMAL,NONE,0,,,,,,,1
2146,739,2015-03-30,NORMAL,NONE,0,,,,,,,2
2149,740,2015-07-12,NORMAL,NONE,0,,,,,,,2
2150,740,2016-06-30,NORMAL,NONE,0,,,,,,,1
2151,741,2015-04-03,NORMAL,NONE,0,,,,,,,2
2154,742,2015-04-07,NORMAL,NONE,0,,,,,,,1
2156,742,2016-09-12,NORMAL,NONE,0,,,,,,,2
2157,743,2015-04-10,NORMAL,NONE,0,,,,,,,2
2160,744,2015-08-02,NORMAL,NONE,0,,,,,,,2
2161,744,2016-06-15,NORMAL,NONE,0,,,,,,,1
2162,745,2014-06-01,NORMAL,NONE,0,,,,,,,1
2165,746,2015-07-10,NORMAL,NONE,0,,,,,,,2
2166,746,2016-06-12,NORMAL,NONE,0,,,,,,,1
2167,747,2014-06-03,NORMAL,NONE,0,,,,,,,1
2170,748,2014-09-15,NORMAL,NONE,0,,,,,,,1
2173,748,2016-09-13,NORMAL,NONE,0,,,,,,,2
2174,749,2015-07-09,NORMAL,NONE,0,,,,,,,2
2175,749,2016-06-05,NORMAL,NONE,0,,,,,,,1
2176,750,2014-06-09,NORMAL,NONE,0,,,,,,,1
2179,751,2015-07-08,NORMAL,NONE,0,,,,,,,2
2180,751,2016-06-09,NORMAL,NONE,0,,,,,,,1
2181,752,2015-07-07,NORMAL,NONE,0,,,,,,,2
2182,752,2016-06-08,NORMAL,NONE,0,,,,,,,1
2183,753,2015-07-06,NORMAL,NONE,0,,,,,,,2
2184,753,2016-06-22,NORMAL,NONE,0,,,,,,,1
2185,754,2015-07-10,NORMAL,NONE,0,,,,,,,1
2186,754,2016-09-06,NORMAL,NONE,0,,,,,,,2
2187,755,2014-09-03,NORMAL,NONE,0,,,,,,,1
2190,756,2014-06-09,NORMAL,NONE,0,,,,,,,1
2193,756,2016-09-07,NORMAL,NONE,0,,,,,,,2
2194,757,2014-06-22,NORMAL,NONE,0,,,,,,,1
2197,758,2015-07-11,NORMAL,NONE,0,,,,,,,2
2198,758,2016-06-10,NORMAL,NONE,0,,,,,,,1
2199,759,2015-07-27,NORMAL,NONE,0,,,,,,,2
2200,759,2016-06-28,NORMAL,NONE,0,,,,,,,1
2201,760,2015-07-07,NORMAL,NONE,0,,,,,,,2
2202,760,2016-06-08,NORMAL,NONE,0,,,,,,,1
2203,761,2015-09-29,NORMAL,NONE,0,,,,,,,1
2205,761,2016-11-22,NORMAL,NONE,0,,,,,,,2
2206,762,2015-07-15,NORMAL,NONE,0,,,,,,,2
2207,763,2014-12-15,NORMAL,NONE,0,,,,,,,1
2208,763,2015-11-05,NORMAL,NONE,0,,,,,,,2
2209,764,2015-07-07,NORMAL,NONE,0,,,,,,,2
2210,764,2016-06-14,NORMAL,NONE,0,,,,,,,3
2211,765,2014-08-09,NORMAL,NONE,0,,,,,,,1
2212,765,2015-09-27,NORMAL,NONE,0,,,,,,,2
2213,765,2016-09-06,NORMAL,NONE,0,,,,,,,3
2214,766,2014-08-12,NORMAL,NONE,0,,,,,,,1
2215,766,2015-09-07,NORMAL,NONE,0,,,,,,,2
2216,766,2016-09-05,NORMAL,NONE,0,,,,,,,3
2217,767,2015-07-10,NORMAL,NONE,0,,,,,,,2
2218,767,2016-06-08,NORMAL,NONE,0,,,,,,,3
2219,768,2015-07-06,NORMAL,NONE,0,,,,,,,2
2220,768,2016-06-05,NORMAL,NONE,0,,,,,,,3
2221,769,2014-08-30,NORMAL,NONE,0,,,,,,,1
2222,769,2015-09-09,NORMAL,NONE,0,,,,,,,2
2223,769,2016-09-05,NORMAL,NONE,0,,,,,,,3
2224,770,2015-07-06,NORMAL,NONE,0,,,,,,,2
2225,770,2016-06-08,NORMAL,NONE,0,,,,,,,3
2226,771,2014-11-09,NORMAL,NONE,0,,,,,,,1
2227,771,2015-09-14,NORMAL,NONE,0,,,,,,,2
2228,772,2015-07-03,NORMAL,NONE,0,,,,,,,2
2229,772,2016-06-08,NORMAL,NONE,0,,,,,,,3
2230,773,2015-04-03,NORMAL,NONE,0,,,,,,,2
2231,773,2016-03-05,NORMAL,NONE,0,,,,,,,3
2232,774,2014-08-10,NORMAL,NONE,0,,,,,,,1
2233,774,2015-09-14,NORMAL,NONE,0,,,,,,,2
2234,774,2016-09-12,NORMAL,NONE,0,,,,,,,3
2235,777,2014-08-14,NORMAL,NONE,0,,,,,,,1
2236,777,2015-09-10,NORMAL,NONE,0,,,,,,,2
2237,777,2016-09-03,NORMAL,NONE,0,,,,,,,3
2238,778,2015-09-09,NORMAL,NONE,0,,,,,,,1
2239,778,2016-11-10,NORMAL,NONE,0,,,,,,,2
2240,779,2015-09-07,NORMAL,NONE,0,,,,,,,1
2241,779,2016-09-06,NORMAL,NONE,0,,,,,,,2
2242,780,2015-07-16,NORMAL,NONE,0,,,,,,,2
2243,780,2016-06-08,NORMAL,NONE,0,,,,,,,3
2244,781,2014-10-31,NORMAL,NONE,0,,,,,,,1
2245,781,2015-09-10,NORMAL,NONE,0,,,,,,,2
2246,782,2015-07-10,NORMAL,NONE,0,,,,,,,2
2247,782,2016-06-10,NORMAL,NONE,0,,,,,,,3
2248,783,2015-07-07,NORMAL,NONE,0,,,,,,,2
2249,783,2016-06-10,NORMAL,NONE,0,,,,,,,3
2250,784,2014-07-31,NORMAL,NONE,0,,,,,,,1
2251,784,2015-11-25,NORMAL,NONE,0,,,,,,,2
2252,785,2015-07-11,NORMAL,NONE,0,,,,,,,2
2253,785,2016-06-10,NORMAL,NONE,0,,,,,,,3
2254,786,2014-09-03,NORMAL,NONE,0,,,,,,,1
2255,786,2015-09-14,NORMAL,NONE,0,,,,,,,2
2256,787,2014-12-02,NORMAL,NONE,0,,,,,,,1
2257,787,2015-11-16,NORMAL,NONE,0,,,,,,,2
2258,787,2016-11-10,NORMAL,NONE,0,,,,,,,3
2259,788,2014-06-19,NORMAL,NONE,0,,,,,,,1
2260,788,2016-02-29,NORMAL,NONE,0,,,,,,,2
2261,789,2015-07-09,NORMAL,NONE,0,,,,,,,2
2262,789,2016-06-08,NORMAL,NONE,0,,,,,,,3
2263,790,2015-07-07,NORMAL,NONE,0,,,,,,,2
2264,790,2016-06-08,NORMAL,NONE,0,,,,,,,3
2265,791,2015-07-10,NORMAL,NONE,0,,,,,,,2
2266,791,2016-06-10,NORMAL,NONE,0,,,,,,,3
2267,792,2015-07-27,NORMAL,NONE,0,,,,,,,2
2268,792,2016-06-11,NORMAL,NONE,0,,,,,,,3
2269,793,2015-07-13,NORMAL,NONE,0,,,,,,,2
2270,793,2016-06-10,NORMAL,NONE,0,,,,,,,3
2271,794,2015-07-06,NORMAL,NONE,0,,,,,,,2
2272,794,2016-09-13,NORMAL,NONE,0,,,,,,,3
2273,795,2014-09-21,NORMAL,NONE,0,,,,,,,2
2274,795,2015-09-10,NORMAL,NONE,0,,,,,,,3
2275,795,2016-09-08,NORMAL,NONE,0,,,,,,,4
2276,796,2014-06-01,NORMAL,NONE,0,,,,,,,1
2277,796,2016-02-27,NORMAL,NONE,0,,,,,,,2
2278,797,2015-07-10,NORMAL,NONE,0,,,,,,,2
2279,797,2016-06-25,NORMAL,NONE,0,,,,,,,3
2280,798,2015-07-10,NORMAL,NONE,0,,,,,,,2
2281,798,2016-06-08,NORMAL,NONE,0,,,,,,,3
2282,799,2014-08-12,NORMAL,NONE,0,,,,,,,1
2283,799,2015-09-13,NORMAL,NONE,0,,,,,,,2
2284,799,2016-09-13,NORMAL,NONE,0,,,,,,,3
2285,800,2015-07-06,NORMAL,NONE,0,,,,,,,2
