ServKey,CowKey,servDate,servType,Sire,Technician
1871,2947, 31/07/13,AI,,
1872,2949, 01/01/09,AI,,
1873,2950, 20/10/08,AI,,
1874,2952, 29/05/16,AI,,
1875,2952, 10/06/15,AI,,
1876,2953, 03/04/13,AI,,
1877,2954, 01/06/09,AI,,
1878,2955, 01/06/11,AI,,
1879,2956, 07/02/13,AI,,
1880,2957, 01/01/10,AI,,
1881,2958, 01/06/09,AI,,
1882,2959, 03/04/13,AI,,
1883,2960, 01/01/10,AI,,
1884,2961, 03/10/11,AI,,
1885,2962, 01/06/12,AI,,
1886,2963, 01/06/11,AI,,
1887,2964, 01/01/12,AI,,
1888,2965, 01/06/08,AI,,
1889,2968, 01/06/12,AI,,
1890,2969, 01/04/15,AI,,
1891,2970, 12/08/14,AI,,
1892,2971, 01/06/08,AI,,
1893,2972, 21/01/14,AI,,
1894,2973, 15/04/13,AI,,
1895,2974, 01/06/11,AI,,
1896,2975, 01/01/10,AI,,
1897,2976, 01/06/08,AI,,
1898,2977, 01/06/08,AI,,
1899,2978, 11/07/12,AI,,
1900,2979, 01/06/12,AI,,
1901,2981, 01/01/10,AI,,
1902,2982, 01/06/12,AI,,
1903,2983, 01/06/09,AI,,
1904,2984, 01/06/08,AI,,
1905,2985, 01/01/14,AI,,
1906,2986, 21/02/14,AI,,
1907,2987, 28/09/12,AI,,
1908,2988, 02/01/09,AI,,
1909,2989, 01/01/10,AI,,
1910,2994, 28/09/12,AI,,
1911,2995, 01/01/12,AI,,
1912,2996, 01/01/10,AI,,
1913,2997, 01/06/08,AI,,
1914,2998, 01/06/08,AI,,
1915,2999, 01/01/14,AI,,
1916,3000, 01/06/09,AI,,
1917,3001, 01/04/15,AI,,
1918,3002, 01/06/09,AI,,
1919,3003, 01/04/12,AI,,
1920,3005, 01/06/08,AI,,
1921,3007, 23/03/14,AI,,
1922,3008, 24/09/15,AI,,
1923,3009, 03/02/15,AI,,
1924,3010, 03/10/11,AI,,
1925,3011, 01/06/08,AI,,
1926,3012, 17/12/13,AI,,
1927,3013, 01/06/11,AI,,
1928,3015, 01/01/12,AI,,
1929,3016, 01/01/08,AI,,
1930,3019, 01/06/08,AI,,
1931,3022, 21/03/14,AI,,
1932,3024, 01/06/09,AI,,
1933,3026, 01/01/10,AI,,
1934,3027, 01/06/11,AI,,
1935,3029, 07/01/11,AI,,
1936,3032, 23/03/16,AI,,
1937,3032, 01/04/15,AI,,
1938,3033, 01/06/09,AI,,
1939,3035, 01/10/11,AI,,
1940,3037, 22/11/13,AI,,
1941,3038, 01/01/09,AI,,
1942,3042, 01/01/09,AI,,
1943,3044, 01/10/10,AI,,
1944,3045, 01/06/14,AI,,
1945,3047, 01/01/10,AI,,
1946,3049, 01/06/08,AI,,
1947,3052, 07/03/13,AI,,
1948,3053, 03/04/13,AI,,
1949,3054, 01/06/09,AI,,
1950,3056, 01/01/09,AI,,
1951,3058, 03/10/11,AI,,
1952,3059, 10/06/15,AI,,
1953,3060, 13/02/13,AI,,
1954,3061, 01/01/12,AI,,
1955,3062, 10/06/15,AI,,
1956,3066, 24/09/14,AI,,
1957,3067, 01/06/11,AI,,
1958,3068, 01/06/09,AI,,
1959,3070, 03/04/13,AI,,
1960,3071, 29/05/16,AI,,
1961,3071, 01/04/15,AI,,
1962,3073, 01/06/12,AI,,
1963,3074, 10/06/15,AI,,
1964,3075, 07/01/11,AI,,
1965,3077, 01/10/12,AI,,
1966,3078, 01/01/12,AI,,
1967,3079, 01/10/12,AI,,
1968,3082, 01/06/09,AI,,
1969,3083, 03/04/13,AI,,
1970,3084, 01/06/09,AI,,
1971,3085, 01/06/09,AI,,
1972,3086, 01/01/11,AI,,
1973,3087, 28/09/12,AI,,
1974,3088, 01/01/10,AI,,
1975,3089, 01/01/11,AI,,
1976,3091, 01/06/09,AI,,
1977,3092, 01/01/10,AI,,
1978,3093, 01/06/09,AI,,
1979,3094, 15/04/13,AI,,
1980,3095, 01/10/11,AI,,
1981,3096, 01/06/09,AI,,
1982,3097, 03/10/11,AI,,
1983,3098, 01/06/09,AI,,
1984,3099, 01/06/09,AI,,
1985,3100, 03/04/13,AI,,
1986,3101, 15/04/13,AI,,
1987,3102, 20/07/12,AI,,
1988,3103, 10/04/09,AI,,
1989,3104, 01/06/08,AI,,
1990,3109, 26/07/16,AI,,
1991,3109, 01/01/16,AI,,
1992,3110, 01/06/11,AI,,
1993,3111, 01/06/09,AI,,
1994,3119, 01/06/09,AI,,
1995,3123, 01/06/09,AI,,
1996,3124, 15/02/12,AI,,
1997,3126, 01/06/09,AI,,
1998,3127, 01/06/12,AI,,
1999,3129, 01/01/10,AI,,
2000,3138, 03/10/11,AI,,
2001,3139, 07/01/11,AI,,
2002,3140, 01/06/09,AI,,
2003,3146, 24/11/09,AI,,
2004,3151, 01/06/12,AI,,
2005,3153, 01/06/09,AI,,
2006,3156, 01/06/09,AI,,
2007,3157, 17/12/13,AI,,
2008,3158, 10/06/15,AI,,
2009,3159, 01/06/08,AI,,
2010,3161, 26/02/14,AI,,
2011,3163, 24/11/09,AI,,
2012,3165, 19/10/09,AI,,
2013,3166, 12/03/12,AI,,
2014,3167, 01/01/09,AI,,
2015,3169, 01/10/12,AI,,
2016,3170, 10/04/09,AI,,
2017,3171, 10/04/09,AI,,
2018,3172, 03/04/13,AI,,
2019,3173, 22/11/12,AI,,
2020,3175, 25/06/10,AI,,
2021,3176, 01/06/12,AI,,
2022,3177, 10/04/09,AI,,
2023,3178, 20/07/13,AI,,
2024,3179, 01/01/10,AI,,
2025,3181, 01/01/12,AI,,
2026,3182, 01/02/11,AI,,
2027,3183, 01/10/11,AI,,
2028,3184, 01/04/15,AI,,
2029,3185, 01/01/10,AI,,
2030,3186, 01/01/10,AI,,
2031,3187, 01/01/16,AI,,
2032,3188, 11/05/14,AI,,
2033,3189, 10/04/09,AI,,
2034,3190, 01/06/11,AI,,
2035,3191, 01/01/12,AI,,
2036,3192, 03/04/13,AI,,
2037,3193, 21/02/14,AI,,
2038,3194, 03/04/13,AI,,
2039,3195, 01/06/09,AI,,
2040,3197, 24/01/13,AI,,
2041,3199, 10/04/09,AI,,
2042,3200, 17/09/15,AI,,
2043,3200, 10/06/15,AI,,
2044,3202, 01/01/16,AI,,
2045,3203, 01/06/11,AI,,
2046,3206, 01/06/09,AI,,
2047,3208, 01/06/11,AI,,
2048,3209, 01/01/12,AI,,
2049,3210, 23/03/16,AI,,
2050,3210, 01/04/15,AI,,
2051,3211, 03/10/11,AI,,
2052,3214, 07/01/11,AI,,
2053,3215, 11/05/14,AI,,
2054,3217, 01/01/10,AI,,
2055,3218, 01/06/09,AI,,
2056,3219, 01/06/09,AI,,
2057,3222, 09/05/12,AI,,
2058,3224, 01/01/10,AI,,
2059,3225, 01/06/09,AI,,
2060,3226, 20/01/15,AI,,
2061,3227, 01/01/09,AI,,
2062,3228, 01/01/12,AI,,
2063,3229, 01/01/08,AI,,
2064,3230, 01/10/11,AI,,
2065,3231, 01/06/11,AI,,
2066,3232, 01/06/09,AI,,
2067,3233, 01/01/10,AI,,
2068,3234, 26/03/12,AI,,
2069,3240, 24/09/14,AI,,
2070,3241, 01/01/10,AI,,
2071,3243, 01/01/10,AI,,
2072,3244, 03/04/13,AI,,
2073,3245, 18/10/15,AI,,
2074,3245, 10/06/15,AI,,
2075,3246, 01/06/12,AI,,
2076,3247, 01/06/08,AI,,
2077,3248, 10/06/15,AI,,
2078,3248, 06/02/16,AI,,
2079,3249, 08/05/12,AI,,
2080,3250, 07/01/11,AI,,
2081,3251, 12/08/14,AI,,
2082,3252, 01/01/14,AI,,
2083,3253, 03/04/13,AI,,
2084,3254, 03/04/13,AI,,
2085,3255, 01/06/09,AI,,
2086,3256, 19/07/12,AI,,
2087,3258, 06/02/16,AI,,
2088,3258, 01/04/15,AI,,
2089,3261, 07/05/14,AI,,
2090,3262, 03/10/11,AI,,
2091,3264, 01/06/08,AI,,
2092,3265, 01/04/13,AI,,
2093,3267, 22/03/14,AI,,
2094,3268, 01/01/10,AI,,
2095,3269, 07/01/10,AI,,
2096,3270, 01/06/09,AI,,
2097,3277, 01/01/10,AI,,
2098,3279, 01/04/12,AI,,
2099,3280, 01/06/09,AI,,
2100,3281, 01/01/10,AI,,
2101,3282, 07/01/11,AI,,
2102,3284, 01/06/09,AI,,
2103,3285, 03/04/13,AI,,
2104,3286, 15/01/13,AI,,
2105,3289, 07/01/11,AI,,
2106,3291, 20/03/12,AI,,
2107,3292, 01/01/10,AI,,
2108,3293, 01/10/12,AI,,
2109,3294, 07/11/12,AI,,
2110,3295, 01/01/10,AI,,
2111,3299, 01/06/09,AI,,
2112,3302, 01/01/14,AI,,
2113,3303, 01/10/12,AI,,
2114,3305, 01/10/12,AI,,
2115,3307, 01/01/10,AI,,
2116,3309, 03/04/13,AI,,
2117,3310, 22/11/12,AI,,
2118,3311, 20/07/12,AI,,
2119,3312, 01/01/10,AI,,
2120,3314, 01/01/10,AI,,
2121,3315, 07/01/12,AI,,
2122,3316, 19/10/09,AI,,
2123,3317, 01/01/10,AI,,
2124,3318, 01/06/12,AI,,
2125,3320, 01/10/11,AI,,
2126,3321, 26/04/12,AI,,
2127,3322, 01/04/12,AI,,
2128,3323, 01/06/09,AI,,
2129,3324, 01/01/10,AI,,
2130,3325, 01/01/10,AI,,
2131,3328, 03/10/11,AI,,
2132,3329, 24/09/14,AI,,
2133,3330, 01/06/09,AI,,
2134,3331, 01/04/11,AI,,
2135,3332, 01/06/11,AI,,
2136,3333, 03/04/13,AI,,
2137,3336, 01/06/11,AI,,
2138,3338, 07/05/14,AI,,
2139,3339, 01/06/09,AI,,
2140,3341, 22/11/12,AI,,
2141,3343, 03/04/13,AI,,
2142,3344, 01/01/12,AI,,
2143,3345, 16/05/12,AI,,
2144,3347, 14/08/15,AI,,
2145,3349, 09/12/14,AI,,
2146,3350, 01/06/09,AI,,
2147,3351, 01/01/10,AI,,
2148,3354, 01/06/11,AI,,
2149,3355, 01/01/10,AI,,
2150,3356, 13/03/12,AI,,
2151,3357, 01/06/14,AI,,
2152,3359, 15/01/13,AI,,
2153,3362, 01/06/11,AI,,
2154,3364, 01/06/09,AI,,
2155,3365, 15/02/12,AI,,
2156,3366, 01/01/11,AI,,
2157,3373, 08/07/15,AI,,
2158,3373, 04/09/15,AI,,
2159,3376, 03/04/13,AI,,
2160,3377, 01/01/10,AI,,
2161,3378, 01/01/10,AI,,
2162,3380, 01/06/11,AI,,
2163,3383, 13/03/12,AI,,
2164,3386, 01/01/10,AI,,
2165,3387, 01/04/10,AI,,
2166,3388, 23/03/14,AI,,
2167,3390, 01/06/11,AI,,
2168,3391, 01/06/09,AI,,
2169,3392, 07/05/14,AI,,
2170,3393, 13/09/12,AI,,
2171,3394, 21/02/14,AI,,
2172,3395, 01/10/12,AI,,
2173,3398, 01/06/09,AI,,
2174,3401, 10/06/15,AI,,
2175,3403, 01/01/10,AI,,
2176,3404, 24/09/15,AI,,
2177,3407, 24/07/15,AI,,
2178,3408, 01/01/10,AI,,
2179,3412, 01/06/09,AI,,
2180,3413, 23/03/16,AI,,
2181,3413, 10/06/15,AI,,
2182,3415, 09/06/15,AI,,
2183,3416, 29/01/13,AI,,
2184,3418, 01/06/09,AI,,
2185,3421, 03/02/15,AI,,
2186,3422, 03/10/11,AI,,
2187,3423, 01/01/10,AI,,
2188,3424, 03/04/13,AI,,
2189,3425, 15/01/13,AI,,
2190,3426, 01/01/10,AI,,
2191,3427, 01/01/16,AI,,
2192,3428, 17/09/15,AI,,
2193,3428, 10/06/15,AI,,
2194,3431, 03/10/11,AI,,
2195,3433, 01/04/13,AI,,
2196,3434, 23/03/16,AI,,
2197,3434, 10/06/15,AI,,
2198,3435, 18/10/15,AI,,
2199,3436, 23/03/14,AI,,
2200,3438, 15/01/13,AI,,
2201,3440, 06/02/13,AI,,
2202,3441, 03/04/13,AI,,
2203,3442, 01/10/12,AI,,
2204,3444, 24/07/15,AI,,
2205,3445, 01/04/15,AI,,
2206,3446, 21/04/15,AI,,
2207,3449, 01/06/09,AI,,
2208,3451, 10/06/15,AI,,
2209,3452, 01/01/16,AI,,
2210,3453, 03/10/11,AI,,
2211,3454, 03/04/13,AI,,
2212,3458, 01/01/10,AI,,
2213,3459, 03/04/13,AI,,
2214,3460, 01/06/11,AI,,
2215,3462, 13/10/12,AI,,
2216,3464, 21/02/14,AI,,
2217,3465, 03/04/13,AI,,
2218,3466, 01/04/15,AI,,
2219,3470, 01/01/12,AI,,
2220,3471, 01/01/10,AI,,
2221,3472, 17/09/15,AI,,
2222,3472, 10/06/15,AI,,
2223,3474, 26/02/14,AI,,
2224,3475, 01/06/09,AI,,
2225,3476, 03/04/13,AI,,
2226,3477, 31/08/12,AI,,
2227,3478, 03/04/13,AI,,
2228,3480, 18/10/15,AI,,
2229,3481, 23/03/16,AI,,
2230,3481, 01/04/15,AI,,
2231,3483, 01/10/14,AI,,
2232,3485, 01/06/12,AI,,
2233,3486, 07/02/13,AI,,
2234,3487, 01/02/12,AI,,
2235,3488, 01/06/09,AI,,
2236,3490, 01/06/09,AI,,
2237,3491, 01/06/09,AI,,
2238,3492, 10/04/09,AI,,
2239,3493, 01/06/09,AI,,
2240,3494, 10/04/09,AI,,
2241,3495, 01/06/09,AI,,
2242,3498, 01/06/09,AI,,
2243,3500, 01/06/09,AI,,
2244,3501, 07/03/13,AI,,
2245,3507, 03/10/11,AI,,
2246,3509, 03/04/13,AI,,
2247,3511, 01/10/10,AI,,
2248,3512, 10/06/15,AI,,
2249,3514, 23/03/16,AI,,
2250,3514, 10/06/15,AI,,
2251,3519, 01/10/12,AI,,
2252,3523, 03/04/13,AI,,
2253,3524, 01/01/12,AI,,
2254,3527, 01/01/10,AI,,
2255,3528, 01/06/14,AI,,
2256,3529, 01/10/12,AI,,
2257,3530, 01/10/12,AI,,
2258,3531, 03/10/11,AI,,
2259,3534, 01/06/09,AI,,
2260,3535, 03/02/15,AI,,
2261,3536, 03/04/13,AI,,
2262,3541, 24/09/14,AI,,
2263,3542, 17/09/15,AI,,
2264,3542, 10/06/15,AI,,
2265,3543, 26/10/12,AI,,
2266,3547, 01/04/12,AI,,
2267,3550, 03/04/13,AI,,
2268,3553, 01/01/10,AI,,
2269,3554, 01/06/11,AI,,
2270,3555, 03/04/13,AI,,
2271,3556, 24/07/15,AI,,
2272,3558, 03/04/13,AI,,
2273,3560, 01/06/11,AI,,
2274,3561, 24/09/15,AI,,
2275,3561, 10/06/15,AI,,
2276,3563, 01/10/12,AI,,
2277,3564, 10/06/15,AI,,
2278,3566, 01/01/14,AI,,
2279,3567, 01/10/13,AI,,
2280,3570, 01/06/12,AI,,
2281,3573, 01/01/16,AI,,
2282,3574, 01/01/10,AI,,
2283,3579, 19/07/12,AI,,
2284,3588, 03/04/13,AI,,
2285,3590, 01/01/12,AI,,
2286,3591, 03/04/13,AI,,
2287,3592, 01/01/10,AI,,
2288,3593, 30/05/14,AI,,
2289,3594, 01/01/11,AI,,
2290,3596, 07/02/13,AI,,
2291,3597, 01/10/12,AI,,
2292,3605, 10/06/15,AI,,
2293,3607, 15/01/13,AI,,
2294,3608, 17/09/15,AI,,
2295,3608, 10/06/15,AI,,
2296,3609, 07/01/11,AI,,
2297,3610, 03/04/13,AI,,
2298,3611, 07/01/11,AI,,
2299,3612, 17/12/13,AI,,
2300,3616, 01/01/16,AI,,
2301,3621, 03/04/13,AI,,
2302,3623, 01/06/09,AI,,
2303,3625, 03/04/13,AI,,
2304,3628, 27/01/13,AI,,
2305,3630, 01/12/11,AI,,
2306,3631, 07/01/11,AI,,
2307,3632, 03/04/13,AI,,
2308,3633, 03/04/13,AI,,
2309,3634, 01/06/12,AI,,
2310,3635, 30/05/14,AI,,
2311,3638, 19/07/12,AI,,
2312,3640, 03/04/13,AI,,
2313,3642, 03/04/13,AI,,
2314,3644, 03/04/13,AI,,
2315,3645, 01/01/10,AI,,
2316,3646, 26/07/16,AI,,
2317,3646, 01/04/15,AI,,
2318,3647, 15/01/13,AI,,
2319,3651, 01/10/14,AI,,
2320,3652, 28/09/12,AI,,
2321,3654, 01/06/11,AI,,
2322,3655, 03/04/13,AI,,
2323,3656, 01/04/12,AI,,
2324,3657, 07/01/11,AI,,
2325,3658, 01/01/12,AI,,
2326,3660, 01/06/12,AI,,
2327,3663, 24/09/15,AI,,
2328,3664, 24/09/15,AI,,
2329,3670, 01/01/11,AI,,
2330,3675, 01/09/13,AI,,
2331,3676, 07/03/13,AI,,
2332,3677, 23/03/16,AI,,
2333,3677, 10/06/15,AI,,
2334,3681, 03/04/13,AI,,
2335,3684, 03/04/13,AI,,
2336,3686, 01/06/09,AI,,
2337,3688, 18/10/15,AI,,
2338,3689, 01/04/15,AI,,
2339,3690, 03/04/13,AI,,
2340,3691, 01/01/12,AI,,
2341,3694, 03/04/13,AI,,
2342,3697, 07/01/11,AI,,
2343,3698, 01/06/09,AI,,
2344,3702, 01/04/12,AI,,
2345,3703, 15/01/13,AI,,
2346,3704, 23/03/16,AI,,
2347,3704, 01/04/15,AI,,
2348,3705, 10/06/15,AI,,
2349,3707, 03/04/13,AI,,
2350,3708, 15/01/13,AI,,
2351,3712, 01/04/11,AI,,
2352,3713, 10/06/15,AI,,
2353,3714, 10/06/15,AI,,
2354,3715, 01/01/11,AI,,
2355,3717, 15/01/13,AI,,
2356,3718, 11/03/13,AI,,
2357,3719, 01/01/10,AI,,
2358,3722, 01/06/14,AI,,
2359,3726, 03/04/13,AI,,
2360,3728, 03/04/13,AI,,
2361,3731, 01/09/13,AI,,
2362,3733, 01/01/12,AI,,
2363,3735, 24/07/15,AI,,
2364,3737, 24/09/15,AI,,
2365,3738, 03/04/13,AI,,
2366,3739, 10/05/12,AI,,
2367,3740, 03/04/13,AI,,
2368,3741, 01/01/10,AI,,
2369,3742, 23/03/16,AI,,
2370,3742, 10/06/15,AI,,
2371,3745, 23/03/16,AI,,
2372,3745, 10/06/15,AI,,
2373,3751, 01/04/12,AI,,
2374,3757, 09/12/14,AI,,
2375,3760, 15/01/13,AI,,
2376,3761, 01/01/10,AI,,
2377,3762, 20/03/12,AI,,
2378,3767, 01/10/14,AI,,
2379,3768, 15/01/13,AI,,
2380,3769, 01/04/12,AI,,
2381,3770, 03/04/13,AI,,
2382,3773, 01/10/12,AI,,
2383,3774, 24/09/14,AI,,
2384,3779, 03/04/13,AI,,
2385,3780, 26/02/14,AI,,
2386,3784, 24/09/14,AI,,
2387,3800, 03/04/13,AI,,
2388,3809, 03/04/13,AI,,
2389,3810, 20/03/12,AI,,
2390,3811, 03/08/13,AI,,
2391,3817, 03/04/13,AI,,
2392,3819, 03/04/13,AI,,
2393,3822, 15/01/13,AI,,
2394,3825, 07/05/14,AI,,
2395,3826, 01/06/14,AI,,
2396,3829, 03/10/11,AI,,
2397,3830, 01/01/16,AI,,
2398,3832, 24/07/15,AI,,
2399,3833, 10/06/15,AI,,
2400,3844, 01/10/14,AI,,
2401,3845, 01/05/15,AI,,
2402,3846, 01/01/16,AI,,
2403,3853, 23/03/16,AI,,
2404,3853, 10/06/15,AI,,
2405,3855, 10/06/15,AI,,
2406,3856, 08/07/15,AI,,
2407,3856, 04/09/15,AI,,
2408,3857, 03/04/13,AI,,
2409,3859, 24/09/14,AI,,
2410,3860, 23/03/16,AI,,
2411,3860, 10/06/15,AI,,
2412,3868, 01/10/12,AI,,
2413,3869, 24/04/15,AI,,
2414,3870, 08/11/12,AI,,
2415,3871, 09/05/12,AI,,
2416,3872, 03/04/13,AI,,
2417,3874, 03/04/13,AI,,
2418,3875, 17/09/15,AI,,
2419,3875, 10/06/15,AI,,
2420,3876, 01/06/14,AI,,
2421,3877, 03/04/13,AI,,
2422,3878, 01/01/11,AI,,
2423,3879, 03/04/13,AI,,
2424,3880, 01/10/12,AI,,
2425,3882, 01/01/12,AI,,
2426,3884, 03/04/13,AI,,
2427,3885, 03/04/13,AI,,
2428,3886, 23/03/16,AI,,
2429,3886, 01/04/15,AI,,
2430,3887, 28/03/14,AI,,
2431,3888, 03/04/13,AI,,
2432,3890, 23/03/16,AI,,
2433,3890, 10/06/15,AI,,
2434,3891, 21/04/15,AI,,
2435,3893, 01/01/12,AI,,
2436,3902, 03/04/13,AI,,
2437,3903, 18/10/15,AI,,
2438,3905, 01/12/11,AI,,
2439,3906, 03/04/13,AI,,
2440,3908, 24/04/15,AI,,
2441,3909, 03/04/13,AI,,
2442,3910, 03/04/13,AI,,
2443,3912, 10/06/15,AI,,
2444,3913, 03/04/13,AI,,
2445,3914, 03/04/13,AI,,
2446,3916, 12/08/14,AI,,
2447,3918, 01/06/11,AI,,
2448,3919, 10/06/15,AI,,
2449,3920, 21/04/15,AI,,
2450,3926, 03/04/13,AI,,
2451,3927, 21/04/15,AI,,
2452,3928, 01/06/09,AI,,
2453,3929, 01/01/10,AI,,
2454,3930, 01/06/14,AI,,
2455,3931, 01/06/14,AI,,
2456,3932, 01/06/09,AI,,
2457,3933, 01/06/11,AI,,
2458,3935, 25/06/10,AI,,
2459,3936, 01/01/10,AI,,
2460,3938, 01/01/11,AI,,
2461,3939, 09/12/14,AI,,
2462,3941, 01/04/12,AI,,
2463,3942, 01/01/10,AI,,
2464,3943, 01/06/09,AI,,
2465,3945, 03/04/13,AI,,
2466,3946, 01/06/09,AI,,
2467,3947, 01/06/09,AI,,
2468,3949, 23/03/16,AI,,
2469,3949, 18/10/15,AI,,
2470,3949, 10/06/15,AI,,
2471,3952, 15/01/13,AI,,
2472,3953, 01/01/12,AI,,
2473,3955, 01/01/10,AI,,
2474,3957, 01/04/13,AI,,
2475,3958, 03/04/13,AI,,
2476,3959, 10/06/15,AI,,
2477,3963, 01/06/09,AI,,
2478,3964, 03/04/13,AI,,
2479,3965, 03/04/13,AI,,
2480,3966, 12/08/14,AI,,
2481,3967, 01/01/16,AI,,
2482,3968, 26/07/16,AI,,
2483,3968, 10/06/15,AI,,
2484,3969, 25/09/15,AI,,
2485,3969, 01/04/15,AI,,
2486,3970, 29/05/16,AI,,
2487,3970, 01/04/15,AI,,
2488,3971, 10/06/15,AI,,
2489,3972, 18/10/15,AI,,
2490,3972, 10/06/15,AI,,
2491,3972, 01/01/16,AI,,
2492,3973, 01/04/15,AI,,
2493,3974, 23/03/16,AI,,
2494,3974, 10/06/15,AI,,
2495,3975, 01/04/15,AI,,
2496,3976, 18/10/15,AI,,
2497,3976, 10/06/15,AI,,
2498,3977, 01/06/14,AI,,
2499,3978, 10/06/15,AI,,
2500,3979, 07/02/14,AI,,
2501,3980, 30/05/14,AI,,
2502,3981, 24/04/15,AI,,
2503,3984, 01/06/14,AI,,
2504,3985, 01/04/15,AI,,
2505,3986, 24/09/15,AI,,
2506,3987, 23/03/16,AI,,
2507,3987, 10/06/15,AI,,
2508,3988, 01/01/16,AI,,
2509,3989, 10/06/15,AI,,
2510,3991, 01/10/12,AI,,
2511,3992, 01/10/12,AI,,
2512,3997, 10/06/15,AI,,
2513,3997, 01/04/15,AI,,
2514,4000, 24/07/15,AI,,
2515,4001, 24/09/15,AI,,
2516,4002, 29/09/15,AI,,
2517,4004, 24/07/15,AI,,
2518,4010, 18/10/15,AI,,
2519,4010, 01/01/16,AI,,
2520,4015, 11/05/14,AI,,
2521,4016, 01/10/12,AI,,
2522,4017, 10/06/15,AI,,
2523,4018, 01/04/15,AI,,
2524,4021, 25/04/13,AI,,
2525,4026, 01/10/12,AI,,
2526,4031, 29/05/16,AI,,
2527,4031, 01/04/15,AI,,
2528,4034, 29/09/15,AI,,
2529,4036, 01/10/12,AI,,
2530,4039, 01/04/15,AI,,
2531,4041, 23/03/16,AI,,
2532,4041, 01/04/15,AI,,
2533,4043, 18/10/15,AI,,
2534,4045, 10/06/15,AI,,
2535,4051, 26/07/16,AI,,
2536,4051, 01/04/15,AI,,
2537,4052, 10/06/15,AI,,
2538,4054, 01/10/12,AI,,
2539,4056, 24/09/15,AI,,
2540,4057, 16/01/14,AI,,
2541,4059, 26/07/16,AI,,
2542,4059, 01/04/15,AI,,
2543,4061, 01/10/12,AI,,
2544,4064, 01/10/12,AI,,
2545,4065, 26/07/16,AI,,
2546,4065, 01/04/15,AI,,
2547,4067, 01/04/15,AI,,
2548,4069, 01/10/12,AI,,
2549,4074, 24/09/15,AI,,
2550,4075, 24/07/15,AI,,
2551,4077, 01/01/16,AI,,
2552,4081, 11/05/14,AI,,
2553,4082, 26/07/16,AI,,
2554,4082, 18/10/15,AI,,
2555,4087, 01/04/15,AI,,
2556,4087, 01/01/16,AI,,
2557,4089, 26/07/16,AI,,
2558,4089, 01/04/15,AI,,
2559,4091, 24/09/15,AI,,
2560,4095, 08/07/15,AI,,
2561,4095, 04/09/15,AI,,
2562,4096, 03/04/13,AI,,
2563,4097, 01/10/14,AI,,
2564,4097, 01/09/15,AI,,
2565,4098, 24/09/15,AI,,
2566,4099, 01/10/12,AI,,
2567,4104, 01/10/12,AI,,
2568,4112, 07/01/13,AI,,
2569,4113, 01/10/12,AI,,
2570,4114, 01/10/12,AI,,
2571,4115, 31/08/15,AI,,
2572,4117, 01/04/15,AI,,
2573,4118, 01/01/16,AI,,
2574,4119, 01/01/15,AI,,
2575,4121, 01/04/15,AI,,
2576,4122, 29/09/15,AI,,
2577,4122, 01/04/15,AI,,
2578,4123, 25/04/13,AI,,
2579,4124, 01/04/15,AI,,
2580,4127, 16/01/14,AI,,
2581,4128, 15/01/13,AI,,
2582,4131, 18/06/15,AI,,
2583,4132, 23/03/16,AI,,
2584,4132, 01/04/15,AI,,
2585,4133, 18/10/15,AI,,
2586,4133, 01/01/16,AI,,
2587,4136, 30/08/13,AI,,
2588,4138, 01/05/15,AI,,
2589,4141, 01/04/15,AI,,
2590,4142, 01/10/12,AI,,
2591,4143, 11/05/14,AI,,
2592,4145, 01/10/12,AI,,
2593,4146, 01/04/13,AI,,
2594,4147, 01/01/16,AI,,
2595,4148, 01/10/12,AI,,
2596,4149, 23/03/16,AI,,
2597,4149, 01/04/15,AI,,
2598,4150, 01/04/15,AI,,
2599,4153, 01/01/16,AI,,
2600,4156, 07/01/13,AI,,
2601,4158, 12/08/14,AI,,
2602,4159, 01/01/16,AI,,
2603,4160, 01/09/15,AI,,
2604,4161, 24/07/15,AI,,
2605,4163, 07/01/13,AI,,
2606,4164, 01/01/16,AI,,
2607,4166, 01/04/15,AI,,
2608,4167, 31/08/15,AI,,
2609,4169, 01/10/12,AI,,
2610,4171, 01/01/16,AI,,
2611,4172, 07/01/13,AI,,
2612,4173, 01/01/16,AI,,
2613,4174, 26/07/16,AI,,
2614,4174, 18/10/15,AI,,
2615,4176, 01/10/14,AI,,
2616,4180, 12/08/14,AI,,
2617,4183, 01/04/15,AI,,
2618,4185, 26/07/16,AI,,
2619,4185, 01/04/15,AI,,
2620,4186, 18/10/15,AI,,
2621,4187, 03/02/15,AI,,
2622,4188, 30/05/14,AI,,
2623,4191, 08/07/15,AI,,
2624,4191, 04/09/15,AI,,
2625,4192, 07/01/13,AI,,
2626,4193, 01/10/12,AI,,
2627,4196, 01/04/15,AI,,
2628,4197, 01/04/15,AI,,
2629,4198, 01/10/12,AI,,
2630,4199, 01/04/15,AI,,
2631,4200, 24/09/15,AI,,
2632,4201, 23/03/16,AI,,
2633,4201, 10/06/15,AI,,
2634,4210, 01/10/12,AI,,
2635,4211, 01/10/14,AI,,
2636,4212, 01/01/16,AI,,
2637,4213, 01/04/15,AI,,
2638,4215, 26/07/16,AI,,
2639,4216, 03/02/15,AI,,
2640,4217, 01/10/12,AI,,
2641,4221, 01/10/12,AI,,
2642,4222, 01/10/12,AI,,
2643,4225, 01/04/15,AI,,
2644,4227, 01/04/15,AI,,
2645,4229, 12/08/14,AI,,
2646,4231, 01/10/12,AI,,
