ProdKey,CowKey,testDate,LTDDate,HTFatPC,HTProtPC,HTLactPC,HTLitreAM,HTLitrePM,HTLitreTot,LtdLitre,LtdFatKg,LtdProtKg,LtdLactKg,StdLacDays,SCC,LW,LWRel,PayPW,PayPWRel,AbCode,Assessed,Withheld,comment,LtdDays,MilkPI,FatPI,ProteinPI,LtdVol305,LtdVolEx,LtdFatKg305,LtdFatKgEx,LtdProtKg305,LtdProtKgEx,LtdLactKg305,LtdLactKgEx,DL_LTDDate,DL_LtdLitre,DL_LtdFatKg,DL_LtdProtKg,DL_LtdLactKg,DL_LtdDays,BSTFlag
21096,5537,4/02/2016,4/02/2016,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21097,5539,4/02/2016,4/02/2016,,,,,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21098,5541,4/02/2016,4/02/2016,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21099,5542,4/02/2016,4/02/2016,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21100,5543,4/02/2016,4/02/2016,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21101,5544,4/02/2016,4/02/2016,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21102,5545,4/02/2016,4/02/2016,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21103,5548,4/02/2016,4/02/2016,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21104,5551,4/02/2016,4/02/2016,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21105,5552,4/02/2016,4/02/2016,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21106,5554,4/02/2016,4/02/2016,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21107,5555,4/02/2016,4/02/2016,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21108,5559,4/02/2016,4/02/2016,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21109,5561,4/02/2016,4/02/2016,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21110,5562,4/02/2016,4/02/2016,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21111,5564,4/02/2016,4/02/2016,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21112,5568,4/02/2016,4/02/2016,,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21113,5570,4/02/2016,4/02/2016,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21114,5571,4/02/2016,4/02/2016,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21115,5572,4/02/2016,4/02/2016,,,,,,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21116,5573,4/02/2016,4/02/2016,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21117,5575,4/02/2016,4/02/2016,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21118,5576,4/02/2016,4/02/2016,,,,,,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21119,5577,4/02/2016,4/02/2016,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21120,5579,4/02/2016,4/02/2016,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21121,5581,4/02/2016,4/02/2016,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21122,5582,4/02/2016,4/02/2016,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21123,5585,4/02/2016,4/02/2016,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21124,5586,4/02/2016,4/02/2016,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21125,5587,4/02/2016,4/02/2016,,,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21126,5589,4/02/2016,4/02/2016,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21127,5591,4/02/2016,4/02/2016,,,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21128,5592,4/02/2016,4/02/2016,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21129,5594,4/02/2016,4/02/2016,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21130,5595,4/02/2016,4/02/2016,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21131,5596,4/02/2016,4/02/2016,,,,,,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21132,5597,4/02/2016,4/02/2016,,,,,,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21133,5599,4/02/2016,4/02/2016,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21134,5601,4/02/2016,4/02/2016,,,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21135,5603,4/02/2016,4/02/2016,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21136,5605,4/02/2016,4/02/2016,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21137,5606,4/02/2016,4/02/2016,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21138,5608,4/02/2016,4/02/2016,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21139,5610,4/02/2016,4/02/2016,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21140,5611,4/02/2016,4/02/2016,,,,,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21141,5612,4/02/2016,4/02/2016,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21142,5613,4/02/2016,4/02/2016,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21143,5614,4/02/2016,4/02/2016,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21144,5615,4/02/2016,4/02/2016,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21145,5616,4/02/2016,4/02/2016,,,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21146,5617,4/02/2016,4/02/2016,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21147,5618,4/02/2016,4/02/2016,,,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21148,5620,4/02/2016,4/02/2016,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21149,5621,4/02/2016,4/02/2016,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21150,5622,4/02/2016,4/02/2016,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21151,5623,4/02/2016,4/02/2016,,,,,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21152,5624,4/02/2016,4/02/2016,,,,,,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21153,5626,4/02/2016,4/02/2016,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21154,5627,4/02/2016,4/02/2016,,,,,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21155,5629,4/02/2016,4/02/2016,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21156,5631,4/02/2016,4/02/2016,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21157,5632,4/02/2016,4/02/2016,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21158,5635,4/02/2016,4/02/2016,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21159,5636,4/02/2016,4/02/2016,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21160,5637,4/02/2016,4/02/2016,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21161,5638,4/02/2016,4/02/2016,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21162,5639,4/02/2016,4/02/2016,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21163,5640,4/02/2016,4/02/2016,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21164,5644,4/02/2016,4/02/2016,,,,,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21165,5645,4/02/2016,4/02/2016,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21166,5646,4/02/2016,4/02/2016,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21167,5647,4/02/2016,4/02/2016,,,,,,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21168,1116,4/02/2016,4/02/2016,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21169,5648,4/02/2016,4/02/2016,,,,,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21170,5649,4/02/2016,4/02/2016,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21171,1122,4/02/2016,4/02/2016,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21172,1126,4/02/2016,4/02/2016,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21173,115,4/02/2016,4/02/2016,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21174,1127,4/02/2016,4/02/2016,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21175,6580,4/02/2016,4/02/2016,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21176,6583,4/02/2016,4/02/2016,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21177,6587,4/02/2016,4/02/2016,,,,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21178,6588,4/02/2016,4/02/2016,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21179,6592,4/02/2016,4/02/2016,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21180,6593,4/02/2016,4/02/2016,,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21181,6595,4/02/2016,4/02/2016,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21182,6597,4/02/2016,4/02/2016,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21183,6601,4/02/2016,4/02/2016,,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21184,6602,4/02/2016,4/02/2016,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21185,6605,4/02/2016,4/02/2016,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21186,6609,4/02/2016,4/02/2016,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21187,6610,4/02/2016,4/02/2016,,,,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21188,6612,4/02/2016,4/02/2016,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21189,6615,4/02/2016,4/02/2016,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21190,6616,4/02/2016,4/02/2016,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21191,6617,4/02/2016,4/02/2016,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21192,6618,4/02/2016,4/02/2016,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21193,6620,4/02/2016,4/02/2016,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21194,6625,4/02/2016,4/02/2016,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21195,6627,4/02/2016,4/02/2016,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21196,6628,4/02/2016,4/02/2016,,,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21197,6630,4/02/2016,4/02/2016,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21198,6634,4/02/2016,4/02/2016,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21199,6636,4/02/2016,4/02/2016,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21200,6637,4/02/2016,4/02/2016,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21201,6638,4/02/2016,4/02/2016,,,,,,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21202,6641,4/02/2016,4/02/2016,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21203,6645,4/02/2016,4/02/2016,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21204,6646,4/02/2016,4/02/2016,,,,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21205,6647,4/02/2016,4/02/2016,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21206,6650,4/02/2016,4/02/2016,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21207,6651,4/02/2016,4/02/2016,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21208,6660,4/02/2016,4/02/2016,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21209,6661,4/02/2016,4/02/2016,,,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21210,6663,4/02/2016,4/02/2016,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21211,6664,4/02/2016,4/02/2016,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21212,6665,4/02/2016,4/02/2016,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21213,6667,4/02/2016,4/02/2016,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21214,6669,4/02/2016,4/02/2016,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21215,6670,4/02/2016,4/02/2016,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21216,6676,4/02/2016,4/02/2016,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21217,6680,4/02/2016,4/02/2016,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21218,6681,4/02/2016,4/02/2016,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21219,6682,4/02/2016,4/02/2016,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21220,6683,4/02/2016,4/02/2016,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21221,6684,4/02/2016,4/02/2016,,,,,,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21222,6688,4/02/2016,4/02/2016,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21223,6689,4/02/2016,4/02/2016,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21224,6690,4/02/2016,4/02/2016,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21225,6691,4/02/2016,4/02/2016,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21226,6692,4/02/2016,4/02/2016,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21227,6693,4/02/2016,4/02/2016,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21228,6694,4/02/2016,4/02/2016,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21229,6696,4/02/2016,4/02/2016,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21230,6697,4/02/2016,4/02/2016,,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21231,6698,4/02/2016,4/02/2016,,,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21232,6699,4/02/2016,4/02/2016,,,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21233,6701,4/02/2016,4/02/2016,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21234,6704,4/02/2016,4/02/2016,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21235,6705,4/02/2016,4/02/2016,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21236,6706,4/02/2016,4/02/2016,,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21237,6707,4/02/2016,4/02/2016,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21238,6708,4/02/2016,4/02/2016,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21239,6709,4/02/2016,4/02/2016,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21240,6710,4/02/2016,4/02/2016,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21241,6711,4/02/2016,4/02/2016,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21242,6712,4/02/2016,4/02/2016,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21243,6713,4/02/2016,4/02/2016,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21244,6714,4/02/2016,4/02/2016,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21245,6715,4/02/2016,4/02/2016,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21246,6719,4/02/2016,4/02/2016,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21247,6720,4/02/2016,4/02/2016,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21248,6722,4/02/2016,4/02/2016,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21249,6723,4/02/2016,4/02/2016,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21250,6725,4/02/2016,4/02/2016,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21251,6733,4/02/2016,4/02/2016,,,,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21252,6734,4/02/2016,4/02/2016,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21253,6735,4/02/2016,4/02/2016,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21254,6739,4/02/2016,4/02/2016,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21255,6740,4/02/2016,4/02/2016,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21256,6742,4/02/2016,4/02/2016,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21257,6743,4/02/2016,4/02/2016,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21258,6744,4/02/2016,4/02/2016,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21259,6746,4/02/2016,4/02/2016,,,,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21260,6747,4/02/2016,4/02/2016,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21261,6749,4/02/2016,4/02/2016,,,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21262,6750,4/02/2016,4/02/2016,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21263,6751,4/02/2016,4/02/2016,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21264,6753,4/02/2016,4/02/2016,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21265,6755,4/02/2016,4/02/2016,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21266,6756,4/02/2016,4/02/2016,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21267,6757,4/02/2016,4/02/2016,,,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21268,6758,4/02/2016,4/02/2016,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21269,6759,4/02/2016,4/02/2016,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21270,6761,4/02/2016,4/02/2016,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21271,6763,4/02/2016,4/02/2016,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21272,6764,4/02/2016,4/02/2016,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21273,6765,4/02/2016,4/02/2016,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21274,6766,4/02/2016,4/02/2016,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21275,6769,4/02/2016,4/02/2016,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21276,6771,4/02/2016,4/02/2016,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21277,6772,4/02/2016,4/02/2016,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21278,6773,4/02/2016,4/02/2016,,,,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21279,6774,4/02/2016,4/02/2016,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21280,6775,4/02/2016,4/02/2016,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21281,6777,4/02/2016,4/02/2016,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21282,6780,4/02/2016,4/02/2016,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21283,6844,4/02/2016,4/02/2016,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21284,6845,4/02/2016,4/02/2016,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
21285,6846,4/02/2016,4/02/2016,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4/02/2016,,,,$0.00,,
