ProdKey,CowKey,testDate,LTDDate,HTFatPC,HTProtPC,HTLactPC,HTLitreAM,HTLitrePM,HTLitreTot,LtdLitre,LtdFatKg,LtdProtKg,LtdLactKg,StdLacDays,SCC,LW,LWRel,PayPW,PayPWRel,AbCode,Assessed,Withheld,comment,LtdDays,MilkPI,FatPI,ProteinPI,LtdVol305,LtdVolEx,LtdFatKg305,LtdFatKgEx,LtdProtKg305,LtdProtKgEx,LtdLactKg305,LtdLactKgEx,DL_LTDDate,DL_LtdLitre,DL_LtdFatKg,DL_LtdProtKg,DL_LtdLactKg,DL_LtdDays,BSTFlag
11236,6230,28/01/2016,28/01/2016,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11237,6232,28/01/2016,28/01/2016,,,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11238,4971,28/01/2016,28/01/2016,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11239,6233,28/01/2016,28/01/2016,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11240,6234,28/01/2016,28/01/2016,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11241,4972,28/01/2016,28/01/2016,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11242,6235,28/01/2016,28/01/2016,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11243,6236,28/01/2016,28/01/2016,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11244,6237,28/01/2016,28/01/2016,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11245,6238,28/01/2016,28/01/2016,,,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11246,6239,28/01/2016,28/01/2016,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11247,6242,28/01/2016,28/01/2016,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11248,6243,28/01/2016,28/01/2016,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11249,6244,28/01/2016,28/01/2016,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11250,6245,28/01/2016,28/01/2016,,,,,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11251,6246,28/01/2016,28/01/2016,,,,,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11252,6247,28/01/2016,28/01/2016,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11253,6248,28/01/2016,28/01/2016,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11254,6249,28/01/2016,28/01/2016,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11255,6251,28/01/2016,28/01/2016,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11256,6252,28/01/2016,28/01/2016,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11257,6253,28/01/2016,28/01/2016,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11258,6254,28/01/2016,28/01/2016,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11259,6255,28/01/2016,28/01/2016,,,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11260,6256,28/01/2016,28/01/2016,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11261,6258,28/01/2016,28/01/2016,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11262,6259,28/01/2016,28/01/2016,,,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11263,6260,28/01/2016,28/01/2016,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11264,6262,28/01/2016,28/01/2016,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11265,6263,28/01/2016,28/01/2016,,,,,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11266,6264,28/01/2016,28/01/2016,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11267,6267,28/01/2016,28/01/2016,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11268,4984,28/01/2016,28/01/2016,,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11269,6268,28/01/2016,28/01/2016,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11270,6269,28/01/2016,28/01/2016,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11271,6270,28/01/2016,28/01/2016,,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11272,6271,28/01/2016,28/01/2016,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11273,6273,28/01/2016,28/01/2016,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11274,6275,28/01/2016,28/01/2016,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11275,6278,28/01/2016,28/01/2016,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11276,6279,28/01/2016,28/01/2016,,,,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11277,6280,28/01/2016,28/01/2016,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11278,6282,28/01/2016,28/01/2016,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11279,4992,28/01/2016,28/01/2016,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11280,5002,28/01/2016,28/01/2016,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11281,6285,28/01/2016,28/01/2016,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11282,6286,28/01/2016,28/01/2016,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11283,6287,28/01/2016,28/01/2016,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11284,6291,28/01/2016,28/01/2016,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11285,6293,28/01/2016,28/01/2016,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11286,6294,28/01/2016,28/01/2016,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11287,6295,28/01/2016,28/01/2016,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11288,6297,28/01/2016,28/01/2016,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11289,6298,28/01/2016,28/01/2016,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11290,6299,28/01/2016,28/01/2016,,,,,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11291,6300,28/01/2016,28/01/2016,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11292,6301,28/01/2016,28/01/2016,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11293,6302,28/01/2016,28/01/2016,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11294,6303,28/01/2016,28/01/2016,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11295,5007,28/01/2016,28/01/2016,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11296,6305,28/01/2016,28/01/2016,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11297,6306,28/01/2016,28/01/2016,,,,,,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11298,6308,28/01/2016,28/01/2016,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11299,6309,28/01/2016,28/01/2016,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11300,6312,28/01/2016,28/01/2016,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11301,6313,28/01/2016,28/01/2016,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11302,6314,28/01/2016,28/01/2016,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11303,6318,28/01/2016,28/01/2016,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11304,6319,28/01/2016,28/01/2016,,,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11305,6320,28/01/2016,28/01/2016,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11306,6322,28/01/2016,28/01/2016,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11307,6323,28/01/2016,28/01/2016,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11308,6324,28/01/2016,28/01/2016,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11309,6325,28/01/2016,28/01/2016,,,,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11310,6327,28/01/2016,28/01/2016,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11311,6330,28/01/2016,28/01/2016,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11312,6331,28/01/2016,28/01/2016,,,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11313,6333,28/01/2016,28/01/2016,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11314,6336,28/01/2016,28/01/2016,,,,,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11315,6337,28/01/2016,28/01/2016,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11316,6338,28/01/2016,28/01/2016,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11317,6340,28/01/2016,28/01/2016,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11318,6341,28/01/2016,28/01/2016,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11319,6343,28/01/2016,28/01/2016,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11320,6344,28/01/2016,28/01/2016,,,,,,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11321,6345,28/01/2016,28/01/2016,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11322,6346,28/01/2016,28/01/2016,,,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11323,6347,28/01/2016,28/01/2016,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11324,6349,28/01/2016,28/01/2016,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11325,6350,28/01/2016,28/01/2016,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11326,6351,28/01/2016,28/01/2016,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11327,6352,28/01/2016,28/01/2016,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11328,6353,28/01/2016,28/01/2016,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11329,6354,28/01/2016,28/01/2016,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11330,6355,28/01/2016,28/01/2016,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11331,6356,28/01/2016,28/01/2016,,,,,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11332,6359,28/01/2016,28/01/2016,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11333,6360,28/01/2016,28/01/2016,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11334,6364,28/01/2016,28/01/2016,,,,,,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11335,6367,28/01/2016,28/01/2016,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11336,6368,28/01/2016,28/01/2016,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11337,6369,28/01/2016,28/01/2016,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11338,6372,28/01/2016,28/01/2016,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11339,6373,28/01/2016,28/01/2016,,,,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11340,6374,28/01/2016,28/01/2016,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11341,6375,28/01/2016,28/01/2016,,,,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11342,6377,28/01/2016,28/01/2016,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11343,6380,28/01/2016,28/01/2016,,,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11344,6381,28/01/2016,28/01/2016,,,,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11345,6383,28/01/2016,28/01/2016,,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11346,6384,28/01/2016,28/01/2016,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11347,6385,28/01/2016,28/01/2016,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11348,6386,28/01/2016,28/01/2016,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11349,6388,28/01/2016,28/01/2016,,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11350,6389,28/01/2016,28/01/2016,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11351,6395,28/01/2016,28/01/2016,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11352,6397,28/01/2016,28/01/2016,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11353,6398,28/01/2016,28/01/2016,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11354,6399,28/01/2016,28/01/2016,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11355,6402,28/01/2016,28/01/2016,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11356,6403,28/01/2016,28/01/2016,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11357,6406,28/01/2016,28/01/2016,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11358,6407,28/01/2016,28/01/2016,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11359,6408,28/01/2016,28/01/2016,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11360,6411,28/01/2016,28/01/2016,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11361,6412,28/01/2016,28/01/2016,,,,,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11362,6413,28/01/2016,28/01/2016,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11363,6414,28/01/2016,28/01/2016,,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11364,6415,28/01/2016,28/01/2016,,,,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11365,6416,28/01/2016,28/01/2016,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11366,6420,28/01/2016,28/01/2016,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11367,6421,28/01/2016,28/01/2016,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11368,6422,28/01/2016,28/01/2016,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11369,6424,28/01/2016,28/01/2016,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11370,6426,28/01/2016,28/01/2016,,,,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11371,6433,28/01/2016,28/01/2016,,,,,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11372,6437,28/01/2016,28/01/2016,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11373,5027,28/01/2016,28/01/2016,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11374,6438,28/01/2016,28/01/2016,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11375,6439,28/01/2016,28/01/2016,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11376,6440,28/01/2016,28/01/2016,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11377,6443,28/01/2016,28/01/2016,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11378,6444,28/01/2016,28/01/2016,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11379,6445,28/01/2016,28/01/2016,,,,,,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11380,6449,28/01/2016,28/01/2016,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11381,6450,28/01/2016,28/01/2016,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11382,6456,28/01/2016,28/01/2016,,,,,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11383,6457,28/01/2016,28/01/2016,,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11384,6461,28/01/2016,28/01/2016,,,,,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11385,6462,28/01/2016,28/01/2016,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11386,6465,28/01/2016,28/01/2016,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11387,6466,28/01/2016,28/01/2016,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11388,6467,28/01/2016,28/01/2016,,,,,,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11389,6468,28/01/2016,28/01/2016,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11390,6471,28/01/2016,28/01/2016,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11391,6473,28/01/2016,28/01/2016,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11392,6476,28/01/2016,28/01/2016,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11393,6478,28/01/2016,28/01/2016,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11394,6479,28/01/2016,28/01/2016,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11395,6480,28/01/2016,28/01/2016,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11396,6481,28/01/2016,28/01/2016,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11397,6483,28/01/2016,28/01/2016,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11398,6484,28/01/2016,28/01/2016,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11399,6486,28/01/2016,28/01/2016,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11400,6488,28/01/2016,28/01/2016,,,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11401,6489,28/01/2016,28/01/2016,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11402,6490,28/01/2016,28/01/2016,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11403,6496,28/01/2016,28/01/2016,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11404,6497,28/01/2016,28/01/2016,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11405,5035,28/01/2016,28/01/2016,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11406,6504,28/01/2016,28/01/2016,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11407,6506,28/01/2016,28/01/2016,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11408,6507,28/01/2016,28/01/2016,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11409,6509,28/01/2016,28/01/2016,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11410,6510,28/01/2016,28/01/2016,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11411,6511,28/01/2016,28/01/2016,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11412,6514,28/01/2016,28/01/2016,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11413,6517,28/01/2016,28/01/2016,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11414,6519,28/01/2016,28/01/2016,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11415,6521,28/01/2016,28/01/2016,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11416,6522,28/01/2016,28/01/2016,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11417,6524,28/01/2016,28/01/2016,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11418,6525,28/01/2016,28/01/2016,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11419,6526,28/01/2016,28/01/2016,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11420,6531,28/01/2016,28/01/2016,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11421,6533,28/01/2016,28/01/2016,,,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11422,6535,28/01/2016,28/01/2016,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11423,6536,28/01/2016,28/01/2016,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11424,5040,28/01/2016,28/01/2016,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
11425,6541,28/01/2016,28/01/2016,,,,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2016,,,,$0.00,,
