CalvKey,CowKey,calvDate,calvType,assist,estimated,comment,VF,TechnicianID,ObservedFM,AbortionCause,CalvingEase,LactNo
1699,2391,1/07/11,NORMAL,NONE,0,,,,,,,3
1700,2392,4/08/13,NORMAL,NONE,0,,,,,,,7
1701,2393,9/06/09,NORMAL,NONE,0,,,,,,,2
1702,2394,15/06/09,NORMAL,NONE,0,,,,,,,2
1703,2395,15/04/08,NORMAL,NONE,0,,,,,,,2
1704,2397,16/09/10,NORMAL,NONE,0,,,,,,,4
1705,2398,13/09/11,NORMAL,NONE,0,,,,,,,4
1706,2399,28/03/10,NORMAL,NONE,0,,,,,,,4
1707,2400,3/03/13,NORMAL,NONE,0,,,,,,,6
1708,2401,26/09/13,NORMAL,NONE,0,,,,,,,8
1709,2402,4/12/09,NORMAL,NONE,0,,,,,,,3
1710,2403,13/09/09,NORMAL,NONE,0,,,,,,,3
1711,2404,9/03/15,NORMAL,NONE,0,,,,,,,9
1712,2405,31/01/13,NORMAL,NONE,0,,,,,,,6
1713,2406,4/04/10,NORMAL,NONE,0,,,,,,,3
1714,2407,5/06/08,NORMAL,NONE,0,,,,,,,2
1715,2408,1/12/09,NORMAL,NONE,0,,,,,,,3
1716,2409,30/11/08,NORMAL,NONE,0,,,,,,,1
1717,2410,8/06/09,NORMAL,NONE,0,,,,,,,3
1718,2411,14/03/12,NORMAL,NONE,0,,,,,,,6
1719,2413,24/11/09,NORMAL,NONE,0,,,,,,,4
1720,2414,15/09/09,NORMAL,NONE,0,,,,,,,3
1721,2415,30/03/10,NORMAL,NONE,0,,,,,,,4
1722,2416,13/11/12,NORMAL,NONE,0,,,,,,,6
1723,2418,23/11/10,NORMAL,NONE,0,,,,,,,4
1724,2421,11/06/14,NORMAL,NONE,0,,,,,,,7
1725,2422,6/09/13,NORMAL,NONE,0,,,,,,,5
1726,2423,10/09/09,NORMAL,NONE,0,,,,,,,2
1727,2424,27/11/08,NORMAL,NONE,0,,,,,,,2
1728,2425,1/07/09,NORMAL,NONE,0,,,,,,,3
1729,2426,5/12/08,NORMAL,NONE,0,,,,,,,3
1730,2427,30/09/09,NORMAL,NONE,0,,,,,,,2
1731,2428,10/03/11,NORMAL,NONE,0,,,,,,,4
1732,2429,23/07/13,NORMAL,NONE,0,,,,,,,6
1733,2430,24/11/08,NORMAL,NONE,0,,,,,,,2
1734,2431,18/06/09,NORMAL,NONE,0,,,,,,,3
1735,2432,10/06/08,NORMAL,NONE,0,,,,,,,1
1736,2433,24/11/09,NORMAL,NONE,0,,,,,,,3
1737,2434,11/09/09,NORMAL,NONE,0,,,,,,,3
1738,2435,29/09/08,NORMAL,NONE,0,,,,,,,2
1739,2436,30/11/09,NORMAL,NONE,0,,,,,,,3
1740,2437,24/03/09,NORMAL,NONE,0,,,,,,,3
1741,2440,7/06/09,NORMAL,NONE,0,,,,,,,3
1742,2441,28/07/13,NORMAL,NONE,0,,,,,,,7
1743,2442,21/02/11,NORMAL,NONE,0,,,,,,,5
1744,2443,29/11/09,NORMAL,NONE,0,,,,,,,4
1745,2444,1/09/11,NORMAL,NONE,0,,,,,,,5
1746,2445,23/02/13,NORMAL,NONE,0,,,,,,,7
1747,2447,7/09/10,NORMAL,NONE,0,,,,,,,4
1748,2448,5/06/09,NORMAL,NONE,0,,,,,,,2
1749,2449,5/09/10,NORMAL,NONE,0,,,,,,,5
1750,2451,8/04/10,NORMAL,NONE,0,,,,,,,3
1751,2454,6/03/12,NORMAL,NONE,0,,,,,,,5
1752,2455,4/12/09,NORMAL,NONE,0,,,,,,,4
1753,2456,8/09/13,NORMAL,NONE,0,,,,,,,6
1754,2457,23/03/10,NORMAL,NONE,0,,,,,,,3
1755,2458,24/11/08,NORMAL,NONE,0,,,,,,,2
1756,2459,19/09/11,NORMAL,NONE,0,,,,,,,4
1757,2460,15/11/07,NORMAL,NONE,0,,,,,,,2
1758,2462,11/07/11,NORMAL,NONE,0,,,,,,,6
1759,2463,19/03/11,NORMAL,NONE,0,,,,,,,4
1760,2464,1/12/09,NORMAL,NONE,0,,,,,,,3
1761,2465,9/06/09,NORMAL,NONE,0,,,,,,,3
1762,2466,10/06/09,NORMAL,NONE,0,,,,,,,3
1763,2467,29/06/09,NORMAL,NONE,0,,,,,,,3
1764,2468,26/03/10,NORMAL,NONE,0,,,,,,,4
1765,2469,20/11/08,NORMAL,NONE,0,,,,,,,2
1766,2471,26/03/10,NORMAL,NONE,0,,,,,,,3
1767,2472,16/11/08,NORMAL,NONE,0,,,,,,,2
1768,2473,7/03/12,NORMAL,NONE,0,,,,,,,6
1769,2476,5/10/13,NORMAL,NONE,0,,,,,,,4
1770,2477,2/04/10,NORMAL,NONE,0,,,,,,,3
1771,2478,15/09/10,NORMAL,NONE,0,,,,,,,3
1772,2479,26/12/11,NORMAL,NONE,0,,,,,,,5
1773,2480,8/03/11,NORMAL,NONE,0,,,,,,,4
1774,2481,6/03/12,NORMAL,NONE,0,,,,,,,4
1775,2482,12/09/11,NORMAL,NONE,0,,,,,,,5
1776,2483,9/09/12,NORMAL,NONE,0,,,,,,,6
1777,2484,9/06/10,NORMAL,NONE,0,,,,,,,3
1778,2485,1/11/12,NORMAL,NONE,0,,,,,,,4
1779,2486,16/06/10,NORMAL,NONE,0,,,,,,,1
1780,2487,8/09/13,NORMAL,NONE,0,,,,,,,6
1781,2490,9/09/13,NORMAL,NONE,0,,,,,,,6
1782,2491,10/03/11,NORMAL,NONE,0,,,,,,,4
1783,2492,12/11/14,NORMAL,NONE,0,,,,,,,7
1784,2493,7/06/09,NORMAL,NONE,0,,,,,,,2
1785,2494,14/03/15,NORMAL,NONE,0,,,,,,,7
1786,2495,20/11/14,NORMAL,NONE,0,,,,,,,6
1787,2496,19/11/12,NORMAL,NONE,0,,,,,,,6
1788,2497,7/06/09,NORMAL,NONE,0,,,,,,,2
1789,2498,4/03/09,NORMAL,NONE,0,,,,,,,1
1790,2499,26/09/13,NORMAL,NONE,0,,,,,,,6
1791,2500,7/04/10,NORMAL,NONE,0,,,,,,,2
1792,2501,29/09/09,NORMAL,NONE,0,,,,,,,2
1793,2502,24/12/11,NORMAL,NONE,0,,,,,,,4
1794,2503,19/09/11,NORMAL,NONE,0,,,,,,,5
1795,2505,16/03/11,NORMAL,NONE,0,,,,,,,4
1796,2506,6/03/12,NORMAL,NONE,0,,,,,,,5
1797,2507,21/03/12,NORMAL,NONE,0,,,,,,,4
1798,2508,13/07/12,NORMAL,NONE,0,,,,,,,6
1799,2509,14/09/13,NORMAL,NONE,0,,,,,,,7
1800,2510,6/03/13,NORMAL,NONE,0,,,,,,,6
1801,2511,7/03/11,NORMAL,NONE,0,,,,,,,4
1802,2513,15/03/12,NORMAL,NONE,0,,,,,,,5
1803,2514,2/09/08,NORMAL,NONE,0,,,,,,,1
1804,2515,7/04/11,NORMAL,NONE,0,,,,,,,3
1805,2516,2/11/11,NORMAL,NONE,0,,,,,,,5
1806,2517,7/09/14,NORMAL,NONE,0,,,,,,,8
1807,2518,10/11/12,NORMAL,NONE,0,,,,,,,7
1808,2519,14/06/08,NORMAL,NONE,0,,,,,,,1
1809,2520,2/12/11,NORMAL,NONE,0,,,,,,,4
1810,2521,6/09/14,NORMAL,NONE,0,,,,,,,6
1811,2522,4/03/12,NORMAL,NONE,0,,,,,,,5
1812,2523,25/03/09,NORMAL,NONE,0,,,,,,,2
1813,2524,14/11/08,NORMAL,NONE,0,,,,,,,1
1814,2525,4/03/12,NORMAL,NONE,0,,,,,,,3
1815,2527,8/09/14,NORMAL,NONE,0,,,,,,,6
1816,2528,12/06/09,NORMAL,NONE,0,,,,,,,2
1817,2529,9/06/09,NORMAL,NONE,0,,,,,,,2
1818,2530,16/06/10,NORMAL,NONE,0,,,,,,,3
1819,2531,10/06/11,NORMAL,NONE,0,,,,,,,4
1820,2532,9/09/09,NORMAL,NONE,0,,,,,,,2
1821,2533,12/11/14,NORMAL,NONE,0,,,,,,,2
1822,2534,13/09/11,NORMAL,NONE,0,,,,,,,3
1823,2535,10/09/12,NORMAL,NONE,0,,,,,,,6
1824,2537,14/09/13,NORMAL,NONE,0,,,,,,,6
1825,2538,13/09/11,NORMAL,NONE,0,,,,,,,4
1826,2539,12/09/09,NORMAL,NONE,0,,,,,,,2
1827,2540,26/09/12,NORMAL,NONE,0,,,,,,,5
1828,2542,14/03/14,NORMAL,NONE,0,,,,,,,8
1829,2543,10/06/09,NORMAL,NONE,0,,,,,,,2
1830,2544,18/12/09,NORMAL,NONE,0,,,,,,,2
1831,2545,1/04/12,NORMAL,NONE,0,,,,,,,4
1832,2547,5/08/13,NORMAL,NONE,0,,,,,,,6
1833,2548,19/07/13,NORMAL,NONE,0,,,,,,,7
1834,2549,3/03/12,NORMAL,NONE,0,,,,,,,4
1835,2551,9/09/13,NORMAL,NONE,0,,,,,,,6
1836,2552,19/03/11,NORMAL,NONE,0,,,,,,,4
1837,2553,15/06/10,NORMAL,NONE,0,,,,,,,3
1838,2554,12/09/13,NORMAL,NONE,0,,,,,,,6
1839,2555,7/06/10,NORMAL,NONE,0,,,,,,,2
1840,2556,25/03/10,NORMAL,NONE,0,,,,,,,2
1841,2558,27/11/09,NORMAL,NONE,0,,,,,,,2
1842,2559,1/06/10,NORMAL,NONE,0,,,,,,,1
1843,2560,28/07/13,NORMAL,NONE,0,,,,,,,7
1844,2562,25/09/08,NORMAL,NONE,0,,,,,,,1
1845,2563,23/03/10,NORMAL,NONE,0,,,,,,,3
1846,2564,8/03/12,NORMAL,NONE,0,,,,,,,5
1847,2565,7/03/14,NORMAL,NONE,0,,,,,,,7
1848,2566,1/06/13,NORMAL,NONE,0,,,,,,,3
1849,2567,10/06/10,NORMAL,NONE,0,,,,,,,3
1850,2568,16/12/11,NORMAL,NONE,0,,,,,,,5
1851,2569,8/06/09,NORMAL,NONE,0,,,,,,,2
1852,2570,4/12/09,NORMAL,NONE,0,,,,,,,4
1853,2571,7/11/12,NORMAL,NONE,0,,,,,,,5
1854,2572,4/03/15,NORMAL,NONE,0,,,,,,,7
1855,2573,23/12/11,NORMAL,NONE,0,,,,,,,5
1856,2574,2/06/09,NORMAL,NONE,0,,,,,,,1
1857,2575,4/03/13,NORMAL,NONE,0,,,,,,,6
1858,2576,8/11/12,NORMAL,NONE,0,,,,,,,5
1859,2577,11/09/09,NORMAL,NONE,0,,,,,,,2
1860,2578,12/12/10,NORMAL,NONE,0,,,,,,,3
1861,2579,14/06/09,NORMAL,NONE,0,,,,,,,2
1862,2580,29/09/13,NORMAL,NONE,0,,,,,,,6
1863,2581,26/09/14,NORMAL,NONE,0,,,,,,,7
1864,2582,29/03/10,NORMAL,NONE,0,,,,,,,3
1865,2583,9/09/10,NORMAL,NONE,0,,,,,,,3
1866,2584,23/03/11,NORMAL,NONE,0,,,,,,,3
1867,2585,12/09/09,NORMAL,NONE,0,,,,,,,1
1868,2586,22/11/10,NORMAL,NONE,0,,,,,,,3
1869,2587,30/09/08,NORMAL,NONE,0,,,,,,,1
1870,2588,27/11/09,NORMAL,NONE,0,,,,,,,3
1871,2589,10/11/12,NORMAL,NONE,0,,,,,,,6
1872,2591,18/03/11,NORMAL,NONE,0,,,,,,,4
1873,2592,25/09/12,NORMAL,NONE,0,,,,,,,6
1874,2593,5/11/10,NORMAL,NONE,0,,,,,,,2
1875,2594,11/09/13,NORMAL,NONE,0,,,,,,,7
1876,2595,21/11/08,NORMAL,NONE,0,,,,,,,1
1877,2596,11/11/11,NORMAL,NONE,0,,,,,,,5
1878,2597,19/12/11,NORMAL,NONE,0,,,,,,,5
1879,2598,7/06/09,NORMAL,NONE,0,,,,,,,2
1880,2599,29/03/10,NORMAL,NONE,0,,,,,,,3
1881,2600,13/09/13,NORMAL,NONE,0,,,,,,,5
1882,2601,15/04/08,NORMAL,NONE,0,,,,,,,1
1883,2602,4/12/09,NORMAL,NONE,0,,,,,,,3
1884,2603,2/12/09,NORMAL,NONE,0,,,,,,,2
1885,2604,18/11/08,NORMAL,NONE,0,,,,,,,1
1886,2605,8/09/09,NORMAL,NONE,0,,,,,,,2
1887,2606,17/02/13,NORMAL,NONE,0,,,,,,,4
1888,2607,16/06/09,NORMAL,NONE,0,,,,,,,2
1889,2608,30/11/10,NORMAL,NONE,0,,,,,,,3
1890,2609,2/10/10,NORMAL,NONE,0,,,,,,,4
1891,2610,14/06/10,NORMAL,NONE,0,,,,,,,3
1892,2611,5/11/12,NORMAL,NONE,0,,,,,,,5
1893,2612,5/06/14,NORMAL,NONE,0,,,,,,,5
1894,2613,14/06/09,NORMAL,NONE,0,,,,,,,2
1895,2614,17/03/11,NORMAL,NONE,0,,,,,,,4
1896,2615,22/11/14,NORMAL,NONE,0,,,,,,,6
1897,2616,14/03/11,NORMAL,NONE,0,,,,,,,2
1898,2617,4/06/09,NORMAL,NONE,0,,,,,,,2
1899,2618,31/03/11,NORMAL,NONE,0,,,,,,,4
1900,2620,6/09/09,NORMAL,NONE,0,,,,,,,2
1901,2621,9/12/10,NORMAL,NONE,0,,,,,,,3
1902,2622,22/11/14,NORMAL,NONE,0,,,,,,,7
1903,2623,8/12/09,NORMAL,NONE,0,,,,,,,3
1904,2625,4/09/11,NORMAL,NONE,0,,,,,,,5
1905,2626,4/03/12,NORMAL,NONE,0,,,,,,,4
1906,2627,28/02/13,NORMAL,NONE,0,,,,,,,5
1907,2628,3/10/10,NORMAL,NONE,0,,,,,,,3
1908,2629,14/09/13,NORMAL,NONE,0,,,,,,,5
1909,2631,5/09/11,NORMAL,NONE,0,,,,,,,5
1910,2633,4/03/13,NORMAL,NONE,0,,,,,,,5
1911,2634,14/03/14,NORMAL,NONE,0,,,,,,,6
1912,2635,10/03/11,NORMAL,NONE,0,,,,,,,3
1913,2636,20/12/09,NORMAL,NONE,0,,,,,,,2
1914,2637,19/03/11,NORMAL,NONE,0,,,,,,,3
1915,2638,9/11/14,NORMAL,NONE,0,,,,,,,6
1916,2639,13/11/14,NORMAL,NONE,0,,,,,,,6
1917,2640,17/03/10,NORMAL,NONE,0,,,,,,,3
1918,2641,4/08/13,NORMAL,NONE,0,,,,,,,7
1919,2642,14/06/08,NORMAL,NONE,0,,,,,,,1
1920,2643,14/06/08,NORMAL,NONE,0,,,,,,,1
1921,2644,30/11/09,NORMAL,NONE,0,,,,,,,2
1922,2645,11/03/14,NORMAL,NONE,0,,,,,,,6
1923,2646,7/09/13,NORMAL,NONE,0,,,,,,,6
1924,2647,28/06/11,NORMAL,NONE,0,,,,,,,4
1925,2650,15/09/08,NORMAL,NONE,0,,,,,,,1
1926,2651,29/09/09,NORMAL,NONE,0,,,,,,,1
1927,2652,22/09/12,NORMAL,NONE,0,,,,,,,3
1928,2654,26/09/12,NORMAL,NONE,0,,,,,,,6
1929,2656,14/06/08,NORMAL,NONE,0,,,,,,,1
1930,2657,7/06/09,NORMAL,NONE,0,,,,,,,2
1931,2658,6/03/12,NORMAL,NONE,0,,,,,,,5
1932,2659,13/06/09,NORMAL,NONE,0,,,,,,,2
1933,2660,28/11/10,NORMAL,NONE,0,,,,,,,2
1934,2661,28/11/09,NORMAL,NONE,0,,,,,,,2
1935,2662,5/11/14,NORMAL,NONE,0,,,,,,,8
1936,2663,6/09/09,NORMAL,NONE,0,,,,,,,2
1937,2664,5/03/12,NORMAL,NONE,0,,,,,,,5
1938,2665,5/09/12,NORMAL,NONE,0,,,,,,,6
1939,2666,11/06/10,NORMAL,NONE,0,,,,,,,3
1940,2668,8/06/09,NORMAL,NONE,0,,,,,,,2
1941,2669,1/10/09,NORMAL,NONE,0,,,,,,,2
1942,2670,30/11/11,NORMAL,NONE,0,,,,,,,4
1943,2671,7/03/14,NORMAL,NONE,0,,,,,,,7
1944,2672,28/07/13,NORMAL,NONE,0,,,,,,,7
1945,2673,31/03/09,NORMAL,NONE,0,,,,,,,2
1946,2674,13/06/10,NORMAL,NONE,0,,,,,,,2
1947,2675,2/04/10,NORMAL,NONE,0,,,,,,,3
1948,2676,16/12/11,NORMAL,NONE,0,,,,,,,5
1949,2677,18/09/09,NORMAL,NONE,0,,,,,,,2
1950,2678,7/04/10,NORMAL,NONE,0,,,,,,,3
1951,2679,28/08/13,NORMAL,NONE,0,,,,,,,6
1952,2680,27/03/10,NORMAL,NONE,0,,,,,,,3
1953,2681,25/03/10,NORMAL,NONE,0,,,,,,,2
1954,2682,27/07/13,NORMAL,NONE,0,,,,,,,7
1955,2683,28/03/10,NORMAL,NONE,0,,,,,,,3
1956,2684,30/08/13,NORMAL,NONE,0,,,,,,,6
1957,2685,28/03/10,NORMAL,NONE,0,,,,,,,3
1958,2686,1/10/08,NORMAL,NONE,0,,,,,,,1
1959,2687,27/05/09,NORMAL,NONE,0,,,,,,,1
1960,2688,29/11/10,NORMAL,NONE,0,,,,,,,3
1961,2689,22/12/09,NORMAL,NONE,0,,,,,,,2
1962,2690,16/03/11,NORMAL,NONE,0,,,,,,,4
1963,2693,4/03/15,NORMAL,NONE,0,,,,,,,6
1964,2694,28/11/09,NORMAL,NONE,0,,,,,,,2
1965,2695,1/06/09,NORMAL,NONE,0,,,,,,,1
1966,2696,1/11/14,NORMAL,NONE,0,,,,,,,8
1967,2697,14/06/09,NORMAL,NONE,0,,,,,,,2
1968,2699,27/08/11,NORMAL,NONE,0,,,,,,,2
1969,2700,7/03/12,NORMAL,NONE,0,,,,,,,4
1970,2701,17/06/11,NORMAL,NONE,0,,,,,,,3
1971,2702,29/03/09,NORMAL,NONE,0,,,,,,,1
1972,2703,8/11/12,NORMAL,NONE,0,,,,,,,7
1973,2705,29/03/10,NORMAL,NONE,0,,,,,,,3
1974,2706,8/06/11,NORMAL,NONE,0,,,,,,,3
1975,2707,30/08/13,NORMAL,NONE,0,,,,,,,5
1976,2709,31/03/10,NORMAL,NONE,0,,,,,,,2
1977,2710,5/03/09,NORMAL,NONE,0,,,,,,,1
1978,2711,27/11/15,NORMAL,NONE,0,,,,,,,7
1979,2711,14/06/14,NORMAL,NONE,0,,,,,,,6
1980,2712,22/12/11,NORMAL,NONE,0,,,,,,,4
1981,2714,8/06/14,NORMAL,NONE,0,,,,,,,7
1982,2715,7/03/13,NORMAL,NONE,0,,,,,,,4
1983,2716,12/12/12,NORMAL,NONE,0,,,,,,,3
1984,2717,2/04/10,NORMAL,NONE,0,,,,,,,2
1985,2718,17/09/13,NORMAL,NONE,0,,,,,,,4
1986,2719,27/03/12,NORMAL,NONE,0,,,,,,,4
1987,2720,2/08/13,NORMAL,NONE,0,,,,,,,6
1988,2721,31/03/10,NORMAL,NONE,0,,,,,,,2
1989,2722,27/09/12,NORMAL,NONE,0,,,,,,,5
1990,2723,7/06/14,NORMAL,NONE,0,,,,,,,7
1991,2724,22/03/11,NORMAL,NONE,0,,,,,,,3
1992,2725,22/09/14,NORMAL,NONE,0,,,,,,,7
1993,2726,22/06/11,NORMAL,NONE,0,,,,,,,2
1994,2727,21/09/09,NORMAL,NONE,0,,,,,,,1
1995,2728,9/11/12,NORMAL,NONE,0,,,,,,,5
1996,2729,1/09/11,NORMAL,NONE,0,,,,,,,3
1997,2730,21/02/13,NORMAL,NONE,0,,,,,,,5
1998,2731,3/11/14,NORMAL,NONE,0,,,,,,,6
1999,2732,14/11/14,NORMAL,NONE,0,,,,,,,6
2000,2733,28/03/10,NORMAL,NONE,0,,,,,,,2
2001,2734,22/09/12,NORMAL,NONE,0,,,,,,,4
2002,2735,9/05/12,NORMAL,NONE,0,,,,,,,4
2003,2736,19/11/12,NORMAL,NONE,0,,,,,,,5
2004,2737,5/03/12,NORMAL,NONE,0,,,,,,,4
2005,2738,22/12/11,NORMAL,NONE,0,,,,,,,5
2006,2739,18/03/13,NORMAL,NONE,0,,,,,,,7
2007,2741,26/03/10,NORMAL,NONE,0,,,,,,,2
2008,2742,14/03/11,NORMAL,NONE,0,,,,,,,3
2009,2744,27/03/10,NORMAL,NONE,0,,,,,,,2
2010,2745,4/04/10,NORMAL,NONE,0,,,,,,,3
2011,2746,4/03/09,NORMAL,NONE,0,,,,,,,1
2012,2747,25/03/10,NORMAL,NONE,0,,,,,,,2
2013,2748,6/03/12,NORMAL,NONE,0,,,,,,,3
2014,2749,14/04/12,NORMAL,NONE,0,,,,,,,5
2015,2751,2/03/09,NORMAL,NONE,0,,,,,,,1
2016,2752,22/02/12,NORMAL,NONE,0,,,,,,,5
2017,2754,9/06/09,NORMAL,NONE,0,,,,,,,2
2018,2755,11/11/14,NORMAL,NONE,0,,,,,,,8
2019,2756,5/06/11,NORMAL,NONE,0,,,,,,,4
2020,2757,7/06/09,NORMAL,NONE,0,,,,,,,2
2021,2758,5/03/12,NORMAL,NONE,0,,,,,,,5
2022,2761,4/03/12,NORMAL,NONE,0,,,,,,,4
2023,2763,6/03/12,NORMAL,NONE,0,,,,,,,4
2024,2765,13/11/12,NORMAL,NONE,0,,,,,,,4
2025,2766,22/09/12,NORMAL,NONE,0,,,,,,,5
2026,2768,24/03/11,NORMAL,NONE,0,,,,,,,4
2027,2769,21/06/09,NORMAL,NONE,0,,,,,,,2
2028,2771,6/06/09,NORMAL,NONE,0,,,,,,,1
2029,2772,30/09/09,NORMAL,NONE,0,,,,,,,1
2030,2773,1/04/11,NORMAL,NONE,0,,,,,,,3
2031,2775,1/10/09,NORMAL,NONE,0,,,,,,,1
2032,2776,11/06/09,NORMAL,NONE,0,,,,,,,2
2033,2777,16/11/12,NORMAL,NONE,0,,,,,,,5
2034,2778,30/03/10,NORMAL,NONE,0,,,,,,,2
2035,2779,20/12/09,NORMAL,NONE,0,,,,,,,2
2036,2780,11/09/13,NORMAL,NONE,0,,,,,,,7
2037,2781,31/03/10,NORMAL,NONE,0,,,,,,,2
2038,2782,5/06/14,NORMAL,NONE,0,,,,,,,6
2039,2783,3/03/09,NORMAL,NONE,0,,,,,,,1
2040,2784,5/03/09,NORMAL,NONE,0,,,,,,,1
2041,2785,8/03/12,NORMAL,NONE,0,,,,,,,4
2042,2786,2/04/10,NORMAL,NONE,0,,,,,,,3
2043,2787,13/09/11,NORMAL,NONE,0,,,,,,,4
2044,2788,24/03/09,NORMAL,NONE,0,,,,,,,1
2045,2789,30/08/10,NORMAL,NONE,0,,,,,,,3
2046,2790,9/11/12,NORMAL,NONE,0,,,,,,,5
2047,2791,5/03/09,NORMAL,NONE,0,,,,,,,1
2048,2792,30/10/12,NORMAL,NONE,0,,,,,,,5
2049,2794,22/03/13,NORMAL,NONE,0,,,,,,,5
2050,2795,22/03/13,NORMAL,NONE,0,,,,,,,5
2051,2796,10/03/11,NORMAL,NONE,0,,,,,,,3
2052,2799,30/07/13,NORMAL,NONE,0,,,,,,,4
2053,2800,15/06/16,NORMAL,NONE,0,,,,,,,9
2054,2800,10/06/15,NORMAL,NONE,0,,,,,,,8
2055,2803,8/03/14,NORMAL,NONE,0,,,,,,,7
2056,2805,24/02/12,NORMAL,NONE,0,,,,,,,4
2057,2806,4/04/10,NORMAL,NONE,0,,,,,,,2
2058,2807,28/08/13,NORMAL,NONE,0,,,,,,,6
2059,2809,16/07/10,NORMAL,NONE,0,,,,,,,6
2060,2810,22/12/11,NORMAL,NONE,0,,,,,,,4
2061,2811,6/03/12,NORMAL,NONE,0,,,,,,,4
2062,2812,28/03/10,NORMAL,NONE,0,,,,,,,2
2063,2813,18/03/11,NORMAL,NONE,0,,,,,,,4
2064,2814,13/09/09,NORMAL,NONE,0,,,,,,,2
2065,2816,3/04/10,NORMAL,NONE,0,,,,,,,2
2066,2817,31/08/14,NORMAL,NONE,0,,,,,,,7
2067,2817,3/09/15,NORMAL,NONE,0,,,,,,,8
2068,2818,31/03/10,NORMAL,NONE,0,,,,,,,2
2069,2819,1/09/11,NORMAL,NONE,0,,,,,,,3
2070,2820,18/09/09,NORMAL,NONE,0,,,,,,,1
2071,2821,4/03/13,NORMAL,NONE,0,,,,,,,5
2072,2822,19/09/09,NORMAL,NONE,0,,,,,,,1
2073,2823,5/04/10,NORMAL,NONE,0,,,,,,,2
2074,2824,9/03/15,NORMAL,NONE,0,,,,,,,7
2075,2824,5/03/16,NORMAL,NONE,0,,,,,,,8
2076,2825,1/03/13,NORMAL,NONE,0,,,,,,,5
2077,2826,5/04/14,NORMAL,NONE,0,,,,,,,7
2078,2827,1/07/11,NORMAL,NONE,0,,,,,,,3
2079,2828,4/03/13,NORMAL,NONE,0,,,,,,,5
2080,2829,26/09/12,NORMAL,NONE,0,,,,,,,4
2081,2830,6/06/14,NORMAL,NONE,0,,,,,,,7
2082,2831,18/09/11,NORMAL,NONE,0,,,,,,,3
2083,2832,5/04/10,NORMAL,NONE,0,,,,,,,2
2084,2833,15/11/12,NORMAL,NONE,0,,,,,,,3
2085,2834,23/06/11,NORMAL,NONE,0,,,,,,,4
2086,2835,30/03/10,NORMAL,NONE,0,,,,,,,2
2087,2836,12/11/12,NORMAL,NONE,0,,,,,,,5
2088,2837,29/09/09,NORMAL,NONE,0,,,,,,,2
2089,2838,13/09/11,NORMAL,NONE,0,,,,,,,4
2090,2839,18/04/09,NORMAL,NONE,0,,,,,,,1
2091,2840,5/08/13,NORMAL,NONE,0,,,,,,,6
2092,2841,9/09/10,NORMAL,NONE,0,,,,,,,2
2093,2842,20/09/10,NORMAL,NONE,0,,,,,,,3
2094,2843,8/06/11,NORMAL,NONE,0,,,,,,,4
2095,2844,1/07/11,NORMAL,NONE,0,,,,,,,2
2096,2845,5/08/13,NORMAL,NONE,0,,,,,,,5
2097,2846,5/03/09,NORMAL,NONE,0,,,,,,,1
2098,2847,11/03/15,NORMAL,NONE,0,,,,,,,7
2099,2848,10/04/10,NORMAL,NONE,0,,,,,,,2
2100,2849,15/03/14,NORMAL,NONE,0,,,,,,,6
2101,2850,28/03/10,NORMAL,NONE,0,,,,,,,2
2102,2851,22/03/13,NORMAL,NONE,0,,,,,,,5
2103,2852,26/09/14,NORMAL,NONE,0,,,,,,,7
2104,2854,14/07/11,NORMAL,NONE,0,,,,,,,3
2105,2855,26/07/13,NORMAL,NONE,0,,,,,,,6
2106,2856,16/12/11,NORMAL,NONE,0,,,,,,,4
2107,2857,15/11/14,NORMAL,NONE,0,,,,,,,7
2108,2858,23/09/10,NORMAL,NONE,0,,,,,,,2
2109,2859,14/07/11,NORMAL,NONE,0,,,,,,,2
2110,2860,14/11/12,NORMAL,NONE,0,,,,,,,5
2111,2861,24/03/10,NORMAL,NONE,0,,,,,,,2
2112,2863,3/03/09,NORMAL,NONE,0,,,,,,,1
2113,2864,3/03/09,NORMAL,NONE,0,,,,,,,1
2114,2865,19/02/13,NORMAL,NONE,0,,,,,,,5
2115,2866,19/09/09,NORMAL,NONE,0,,,,,,,1
2116,2867,4/03/12,NORMAL,NONE,0,,,,,,,4
2117,2868,22/09/12,NORMAL,NONE,0,,,,,,,5
2118,2869,30/10/12,NORMAL,NONE,0,,,,,,,4
2119,2870,8/02/12,NORMAL,NONE,0,,,,,,,5
2120,2872,5/09/12,NORMAL,NONE,0,,,,,,,5
2121,2873,6/09/14,NORMAL,NONE,0,,,,,,,7
2122,2873,3/09/15,NORMAL,NONE,0,,,,,,,8
2123,2875,3/03/09,NORMAL,NONE,0,,,,,,,1
2124,2876,20/11/15,NORMAL,NONE,0,,,,,,,8
2125,2876,18/11/14,NORMAL,NONE,0,,,,,,,7
2126,2877,26/11/09,NORMAL,NONE,0,,,,,,,2
2127,2878,10/03/09,NORMAL,NONE,0,,,,,,,1
2128,2879,10/04/10,NORMAL,NONE,0,,,,,,,2
2129,2880,8/03/11,NORMAL,NONE,0,,,,,,,3
2130,2881,22/03/09,NORMAL,NONE,0,,,,,,,1
2131,2882,30/03/10,NORMAL,NONE,0,,,,,,,2
2132,2883,13/11/12,NORMAL,NONE,0,,,,,,,5
2133,2884,16/09/13,NORMAL,NONE,0,,,,,,,6
